Month,Beer_Volume,Beer.price_lag_3,Nominal.Cider.Perry.Price,Cider.Perry.Volume,Unemployment.rate_lag_1,Unemployment.Female.PCT_lag_3,Unemployment.Male.PCT_lag_1,Employment.rate,Employment.Male.PCT,Employment.Female.PCT_lag_1,Employment.to.population.ratio.15.,Money.Supply_inv,Currency.in.Circulation_lag_2,Customs.and.import.tax,Taxes.on.goods.and.services_lag_3,Total.Excise,Wine.Equalistaion.Tax_lag_3,Global.events_lag_1,Festivals,Holiday.flags,No..of.festive.days.in.the.month,No.of.working.days_inv,Number.of.Tourists.1wk._inv,Number.of.Tourists.1.2.wks_lag_3,Number.of.Tourists.2wks.1mth,Number.of.Tourists.1.2mths_lag_2,Number.of.Tourists.2.3mths_lag_2,Number.of.Tourists.3.6mths_lag_2,Number.of.Tourists.6.12mths_lag_1,Season_lag_1,System.Shocks...RTD.tax..CDS..GST..Sydney.LockOut.Laws.etc._lag_3,Elections_lag_3,PMI_lag_1,FAI.Evolution_lag_3,Real.Estate.Investment_lag_3,GDP_lag_1,GDP.per.capita_lag_1,GDP.per.capita.growth_SqRT,GDP.Growth.rate_SqRT,Private.Sector.Expenditure_lag_1,Cash.Consumption.Expenditure_lag_1,Government.Expenditure_lag_3,Total.Exports_inv,Total.Imports_inv,Balance.of.Import.and.Export_lag_1,CPI_inv,Inflation.PCT_lag_3,Total.Import.and.Export_inv,Population.NSW_inv,Population.VIC_inv,Population.QLD_inv,Population.SA_inv,Population.WA_inv,Population.TAS_lag_3,Population.NT_inv,Population.ACT_inv,Population.Australia_inv,Population.by.Gender_lag_3,GDP.USD_lag_1,Government.Revenue_lag_1,FDI.Investment.Utilized,Urbanization.rate_lag_1,WPI_lag_1,GDP.deflator_lag_1,Urban.population_lag_1,Urban.population.PCT.growth,Total.Population_lag_1,LDA.Population_lag_1,Population.Under.18_lag_1,Population.in.age.bracket.18...24_lag_1,Population.in.age.bracket.25...34_lag_1,Population.in.age.bracket.35...44_lag_1,Population.in.age.bracket.45...54_lag_1,Population.in.age.bracket.55...64_lag_1,Population.in.age.bracket.65...74_lag_1,Population.in.age.bracket.75...84_lag_1,Population.in.age.bracket.85...100_lag_1,On.premise...Off.premise.Split_lag_1,Total.expenditure_lag_1,PCT.of.population.born.locally_lag_1,Output.of.Beer_lag_1,Output.of.Cider..Perry_inv,Output.of.RTDs..High.Strength.Premixes_lag_1,Output.of.Spirits_lag_1,Output.of.Wine_inv,Output.of.Soft.Drinks_lag_1,Disposable.Income_lag_1,Weighted.Temp_inv
04-01-2011,1577.484479,4.508471,7.172757,2701.582031,0.052316598,0.057270803,0.047807541,0.621386112,0.687169289,0.558852114,0.654018805,0.009238754,49754.54477,473.926,2434.873,2044.516,82.007,1,1,1,3,0.055555556,1.06E-05,188500,214300,49000,13300,15200,14700,3,0,0,47.69,54129,15054,346739,15570.64835,0.21907988,0.226605082,270402,203612,66784,1.57E-05,1.26E-05,1.264162245,0.010080645,0.033,7.00E-06,0.000138532,0.000180577,0.000223375,0.0006099,0.000424916,511.248,0.004323539,0.002717502,4.48E-05,0.502322491,1390,322.29,244365,0.852592593,103.3850129,96.81268279,19046939,0.015133895,22340024,17245436,5094588,2204147,3194331,3161154,3035900,2561993,1681931,1002373,403607,0.798962739,18.050971,0.269,1727.3,0.017695263,276.6346,61.4942,0.00187301,3919.3,33562.87765,0.043814955
05-01-2011,1256.881635,4.637999,7.3515,2136.088379,0.049954858,0.059688218,0.048430188,0.621173546,0.686820142,0.557465908,0.653556151,0.009196163,49756.65951,501.335,6492.097,2288.691,75.034,0,0,0,0,0.045454545,1.10E-05,150300,170100,67900,16500,17100,13000,3,0,0,49.54,54129,15054,364544,16317.9771,0.21907988,0.226605082,278317,208356,66784,1.57E-05,1.26E-05,1.242030122,0.010080645,0.033,7.00E-06,0.000138532,0.000180577,0.000223375,0.0006099,0.000424916,511.248,0.004323539,0.002717502,4.48E-05,0.502322491,1390,322.29,244365,0.852592593,103.3850129,96.81268279,19046939,0.015133895,22340024,17245436,5094588,2204147,3194331,3161154,3035900,2561993,1681931,1002373,403607,0.798962739,18.050971,0.269,1727.3,0.017695263,276.6346,61.4942,0.00187301,3919.3,33562.87765,0.05242594
06-01-2011,1365.863201,4.629626,7.430243,2192.286133,0.050045419,0.057675053,0.047216261,0.621817148,0.685627342,0.557379695,0.653502938,0.009186254,51825.44683,479.219,2902.921,2021.414,43.656,0,0,0,1,0.047619048,1.13E-05,170700,219000,89600,21300,20500,13800,3,0,0,45.35,54129,15054,364544,16317.9771,0.21907988,0.226605082,278317,208356,66784,1.57E-05,1.26E-05,1.242030122,0.010080645,0.033,7.00E-06,0.000138532,0.000180577,0.000223375,0.0006099,0.000424916,511.248,0.004323539,0.002717502,4.48E-05,0.502322491,1390,322.29,244365,0.852592593,103.3850129,96.81268279,19046939,0.015133895,22340024,17245436,5094588,2204147,3194331,3161154,3035900,2561993,1681931,1002373,403607,0.798962739,18.050971,0.269,1727.3,0.017695263,276.6346,61.4942,0.00187301,3919.3,33562.87765,0.057698283
07-01-2011,1194.73614,4.58491,7.43595,2338.081787,0.047873873,0.051774625,0.045785673,0.621335311,0.686323105,0.559801759,0.65369914,0.009158365,49792.5872,512.616,5192.153,1957.022,58.528,0,0,0,0,0.047619048,1.15E-05,239300,195200,107000,32400,31100,8800,4,0,0,51.31,68365,19326,364544,16317.9771,0.094581251,0.114460906,278317,208356,69947,1.50E-05,1.14E-05,1.242030122,0.01002004,0.036,6.47E-06,0.000138104,0.00017984,0.000222311,0.000608541,0.000421552,511.483,0.004300816,0.002707115,4.46E-05,0.502317724,1390,322.29,244365,0.852592593,103.3850129,96.81268279,19046939,0.015133895,22340024,17245436,5094588,2204147,3194331,3161154,3035900,2561993,1681931,1002373,403607,0.798962739,18.050971,0.269,1727.3,0.017695263,276.6346,61.4942,0.00187301,3919.3,33562.87765,0.059859819
08-01-2011,1408.328134,4.603132,7.69277,2420.769531,0.047719077,0.053411175,0.046121392,0.615123867,0.678351512,0.558184356,0.653956878,0.009055108,50059.35226,540.591,4859.838,2318.447,76.545,0,0,0,0,0.043478261,1.08E-05,173700,181000,150300,38000,30700,11500,4,0,0,43.44,68365,19326,369320,16463.9514,0.094581251,0.114460906,280166,211244,69947,1.50E-05,1.14E-05,1.31961546,0.01002004,0.036,6.47E-06,0.000138104,0.00017984,0.000222311,0.000608541,0.000421552,511.483,0.004300816,0.002707115,4.46E-05,0.502317724,1390,322.29,244365,0.852592593,103.3850129,96.81268279,19046939,0.015133895,22340024,17245436,5094588,2204147,3194331,3161154,3035900,2561993,1681931,1002373,403607,0.798962739,18.050971,0.269,1727.3,0.017695263,276.6346,61.4942,0.00187301,3919.3,33562.87765,0.052642991
09-01-2011,1329.566484,4.578775,7.580083,2958.187012,0.050904921,0.050347613,0.05058775,0.624786418,0.687163406,0.553687098,0.653974356,0.008959658,50328.48045,519.336,2418.46,1947.871,61.906,0,0,0,0,0.045454545,9.07E-06,191000,256500,101400,31400,23400,12800,4,0,0,42.23,68365,19326,369320,16463.9514,0.094581251,0.114460906,280166,211244,69947,1.50E-05,1.14E-05,1.31961546,0.01002004,0.036,6.47E-06,0.000138104,0.00017984,0.000222311,0.000608541,0.000421552,511.483,0.004300816,0.002707115,4.46E-05,0.502317724,1390,322.29,244365,0.852592593,103.3850129,96.81268279,19046939,0.015133895,22340024,17245436,5094588,2204147,3194331,3161154,3035900,2561993,1681931,1002373,403607,0.798962739,18.050971,0.269,1727.3,0.017695263,276.6346,61.4942,0.00187301,3919.3,33562.87765,0.047575644
10-01-2011,1471.344872,4.486628,7.667015,3298.019043,0.051958372,0.049621006,0.051373635,0.621330575,0.684232524,0.564180038,0.653711297,0.00890675,51098.15152,607.666,5184.452,2327.645,56.618,0,0,0,1,0.05,9.02E-06,234000,174200,112400,27800,24100,9000,1,0,0,40.58,70966,22011,369320,16463.9514,0.219383042,0.22858869,280166,211244,68923,1.45E-05,1.13E-05,1.31961546,0.01002004,0.034,6.35E-06,0.000137711,0.000179126,0.000221307,0.000607183,0.000418132,511.915,0.004297323,0.002694633,4.44E-05,0.502337483,1390,322.29,244365,0.852592593,103.3850129,96.81268279,19046939,0.015133895,22340024,17245436,5094588,2204147,3194331,3161154,3035900,2561993,1681931,1002373,403607,0.798962739,18.050971,0.269,1727.3,0.017695263,276.6346,61.4942,0.00187301,3919.3,33562.87765,0.044617675
11-01-2011,1591.192481,4.61073,7.900815,3504.455811,0.04962465,0.051282222,0.050379535,0.618628052,0.682154852,0.560216135,0.653148718,0.008859538,51682.71719,653.589,4067.067,2246.695,54.302,0,1,0,0,0.045454545,9.12E-06,197100,144200,123800,21600,19400,9100,1,0,0,46.33,70966,22011,388618,17256.34359,0.219383042,0.22858869,291243,221187,68923,1.45E-05,1.13E-05,1.290709174,0.01002004,0.034,6.35E-06,0.000137711,0.000179126,0.000221307,0.000607183,0.000418132,511.915,0.004297323,0.002694633,4.44E-05,0.502337483,1390,322.29,244365,0.852592593,103.3850129,96.81268279,19046939,0.015133895,22340024,17245436,5094588,2204147,3194331,3161154,3035900,2561993,1681931,1002373,403607,0.798962739,18.050971,0.269,1727.3,0.017695263,276.6346,61.4942,0.00187301,3919.3,33562.87765,0.038533656
12-01-2011,1946.487392,4.573617,7.966524,5295.947266,0.048913667,0.052649426,0.048013648,0.624051385,0.690546882,0.556908228,0.652542504,0.008806864,52178.02695,698.452,1805.475,2337.672,49.54,0,1,1,4,0.055555556,1.37E-05,249500,303800,64700,17600,21400,8300,1,0,0,48.41,70966,22011,388618,17256.34359,0.219383042,0.22858869,291243,221187,68923,1.45E-05,1.13E-05,1.290709174,0.01002004,0.034,6.35E-06,0.000137711,0.000179126,0.000221307,0.000607183,0.000418132,511.915,0.004297323,0.002694633,4.44E-05,0.502337483,1390,322.29,244365,0.852592593,103.3850129,96.81268279,19046939,0.015133895,22340024,17245436,5094588,2204147,3194331,3161154,3035900,2561993,1681931,1002373,403607,0.798962739,18.050971,0.269,1727.3,0.017695263,276.6346,61.4942,0.00187301,3919.3,33562.87765,0.03965794
01-01-2012,1579.553659,4.687511,7.784708,4694.319336,0.050329036,0.048727296,0.047164596,0.612218232,0.67974716,0.559449523,0.652112543,0.008747376,52508.8006,689.212,6122.976,2511.512,45.286,0,1,1,2,0.05,1.49E-05,230600,190100,74200,44700,25900,10100,2,0,0,46.45,80024,24411,388618,17256.34359,NA,NA,291243,221187,70077,1.59E-05,1.20E-05,1.290709174,0.01001001,0.03,6.84E-06,0.000137208,0.00017819,0.000220002,0.000605228,0.000413819,511.944,0.00427738,0.002676839,4.42E-05,0.502380697,1390,322.29,369334,0.852592593,103.3850129,96.81268279,19046939,0.018664311,22340024,17245436,5094588,2204147,3194331,3161154,3035900,2561993,1681931,1002373,403607,0.798962739,18.050971,0.269,1727.3,0.013044987,276.6346,61.4942,0.001834526,3919.3,33562.87765,0.035708045
02-01-2012,1271.618161,4.729692,7.987404,3664.798096,0.054400637,0.049982524,0.053053705,0.615359205,0.680550771,0.54660745,0.651924121,0.008698163,55816.5095,507.78,4685.367,1810.202,65.583,1,0,0,0,0.047619048,1.06E-05,188500,139800,210500,44100,17300,20600,2,0,0,49.38,80024,24411,362348,16006.80157,NA,NA,278520,209256,70077,1.59E-05,1.20E-05,1.318258966,0.01001001,0.03,6.84E-06,0.000137208,0.00017819,0.000220002,0.000605228,0.000413819,511.944,0.00427738,0.002676839,4.42E-05,0.502380697,1537,350.43,369334,0.85367037,102.8940568,98.80306857,19402437,0.018664311,22728254,17563896,5164358,2219775,3287715,3191878,3056405,2590112,1779047,1018697,420267,0.80193246,18.781083,0.273,1634,0.013044987,272.8391,61.8446,0.001834526,3957.2,33647.14483,0.0364819
03-01-2012,1454.67904,4.750773,7.91242,3693.644531,0.058577357,0.054096169,0.056224644,0.619545439,0.681573533,0.55201452,0.651822388,0.008647078,53383.59994,539.88,2876.712,1919.206,63.507,0,0,0,1,0.047619048,8.96E-06,204600,184100,76100,17200,19000,11700,2,0,0,49.45,80024,24411,362348,16006.80157,NA,NA,278520,209256,70077,1.59E-05,1.20E-05,1.318258966,0.01001001,0.03,6.84E-06,0.000137208,0.00017819,0.000220002,0.000605228,0.000413819,511.944,0.00427738,0.002676839,4.42E-05,0.502380697,1537,350.43,369334,0.85367037,102.8940568,98.80306857,19402437,0.018664311,22728254,17563896,5164358,2219775,3287715,3191878,3056405,2590112,1779047,1018697,420267,0.80193246,18.781083,0.273,1634,0.013044987,272.8391,61.8446,0.001834526,3957.2,33647.14483,0.039189282
04-01-2012,1383.085355,4.712773,7.907346,3477.214111,0.054989547,0.056022965,0.052832242,0.618502851,0.682746542,0.559270223,0.651676957,0.008601677,52364.26494,612.8,2136.954,2388.369,82.714,1,1,1,3,0.055555556,1.01E-05,189400,190200,52500,14200,14800,13000,3,0,0,49.3,71418,23454,362348,16006.80157,0.209655963,0.219449593,278520,209256,69236,1.45E-05,1.17E-05,1.318258966,0.009960159,0.016,6.50E-06,0.000136852,0.00017754,0.000218904,0.000603852,0.000410173,512.259,0.004239426,0.002665366,4.40E-05,0.50231604,1537,350.43,369334,0.85367037,102.8940568,98.80306857,19402437,0.018664311,22728254,17563896,5164358,2219775,3287715,3191878,3056405,2590112,1779047,1018697,420267,0.80193246,18.781083,0.273,1634,0.013044987,272.8391,61.8446,0.001834526,3957.2,33647.14483,0.042330064
05-01-2012,1256.578116,4.929352,7.916651,2854.047852,0.050215815,0.06138033,0.048416852,0.620977316,0.683569881,0.556064434,0.65149078,0.008539017,53261.63113,591.976,7299.916,1940.036,84.996,0,0,0,0,0.043478261,1.01E-05,168900,182500,82900,18800,18000,14000,3,0,0,44.89,71418,23454,379798,16710.39051,0.209655963,0.219449593,286217,213253,69236,1.45E-05,1.17E-05,1.23870264,0.009960159,0.016,6.50E-06,0.000136852,0.00017754,0.000218904,0.000603852,0.000410173,512.259,0.004239426,0.002665366,4.40E-05,0.50231604,1537,350.43,369334,0.85367037,102.8940568,98.80306857,19402437,0.018664311,22728254,17563896,5164358,2219775,3287715,3191878,3056405,2590112,1779047,1018697,420267,0.80193246,18.781083,0.273,1634,0.013044987,272.8391,61.8446,0.001834526,3957.2,33647.14483,0.050306695
06-01-2012,1250.914708,4.886318,8.017071,2669.790039,0.051653198,0.057531649,0.048926908,0.618068474,0.681350271,0.560133868,0.651285452,0.00845583,53368.74854,630.102,2444.891,1776.323,28.787,0,0,0,1,0.05,1.07E-05,201100,255800,90300,22900,23100,12400,3,0,0,40.41,71418,23454,379798,16710.39051,0.209655963,0.219449593,286217,213253,69236,1.45E-05,1.17E-05,1.23870264,0.009960159,0.016,6.50E-06,0.000136852,0.00017754,0.000218904,0.000603852,0.000410173,512.259,0.004239426,0.002665366,4.40E-05,0.50231604,1537,350.43,369334,0.85367037,102.8940568,98.80306857,19402437,0.018664311,22728254,17563896,5164358,2219775,3287715,3191878,3056405,2590112,1779047,1018697,420267,0.80193246,18.781083,0.273,1634,0.013044987,272.8391,61.8446,0.001834526,3957.2,33647.14483,0.059039835
07-01-2012,1424.697673,4.876486,7.907315,2889.866943,0.05010013,0.052353667,0.047346262,0.617842144,0.680475971,0.556544977,0.651058285,0.008402691,53075.6417,697.753,5282.856,2478.859,79.64,0,0,0,0,0.045454545,1.08E-05,224000,188400,113300,32500,33500,11600,4,0,0,46.04,87274,28236,379798,16710.39051,0.045696729,0.0804806,286217,213253,72898,1.43E-05,1.12E-05,1.23870264,0.009823183,0.012,6.28E-06,0.00013641,0.000176783,0.00021784,0.000602651,0.000406448,512.106,0.004204189,0.002652907,4.38E-05,0.502257279,1537,350.43,369334,0.85367037,102.8940568,98.80306857,19402437,0.018664311,22728254,17563896,5164358,2219775,3287715,3191878,3056405,2590112,1779047,1018697,420267,0.80193246,18.781083,0.273,1634,0.013044987,272.8391,61.8446,0.001834526,3957.2,33647.14483,0.058792526
08-01-2012,1209.697283,4.899366,8.252458,2828.880615,0.04877671,0.054867105,0.048442195,0.611272932,0.672625512,0.55694288,0.650865415,0.008356139,53594.96399,630.949,4917.099,1851.952,62.599,0,0,0,0,0.043478261,9.68E-06,181000,182400,154900,38800,31300,12400,4,0,0,43.21,87274,28236,382258,16745.28499,0.045696729,0.0804806,285535,215562,72898,1.43E-05,1.12E-05,1.276129217,0.009823183,0.012,6.28E-06,0.00013641,0.000176783,0.00021784,0.000602651,0.000406448,512.106,0.004204189,0.002652907,4.38E-05,0.502257279,1537,350.43,369334,0.85367037,102.8940568,98.80306857,19402437,0.018664311,22728254,17563896,5164358,2219775,3287715,3191878,3056405,2590112,1779047,1018697,420267,0.80193246,18.781083,0.273,1634,0.013044987,272.8391,61.8446,0.001834526,3957.2,33647.14483,0.053958875
09-01-2012,1290.272206,4.85397,7.905922,3733.721924,0.04979287,0.053357196,0.050895617,0.620836043,0.679764168,0.551613902,0.650758592,0.00831345,53791.97029,598.26,2025.235,1985.962,42.428,0,0,0,0,0.05,9.40E-06,213600,286200,102900,31600,25700,15400,4,0,0,47.48,87274,28236,382258,16745.28499,0.045696729,0.0804806,285535,215562,72898,1.43E-05,1.12E-05,1.276129217,0.009823183,0.012,6.28E-06,0.00013641,0.000176783,0.00021784,0.000602651,0.000406448,512.106,0.004204189,0.002652907,4.38E-05,0.502257279,1537,350.43,369334,0.85367037,102.8940568,98.80306857,19402437,0.018664311,22728254,17563896,5164358,2219775,3287715,3191878,3056405,2590112,1779047,1018697,420267,0.80193246,18.781083,0.273,1634,0.013044987,272.8391,61.8446,0.001834526,3957.2,33647.14483,0.04666147
10-01-2012,1461.46163,4.85724,8.2163,3688.771484,0.054525936,0.049173797,0.05665281,0.61719179,0.679806016,0.563529055,0.650774166,0.008279777,54335.39407,749.774,5126.414,2566.727,47.806,0,0,0,1,0.045454545,9.09E-06,235000,182500,111300,29500,23300,8900,1,0,0,43,80526,26268,382258,16745.28499,0.199341656,0.209697208,285535,215562,69967,1.39E-05,1.10E-05,1.276129217,0.009803922,0.02,6.15E-06,0.000135928,0.000176041,0.000216972,0.000601613,0.000403306,512.149,0.00417896,0.002646014,4.36E-05,0.502213902,1537,350.43,369334,0.85367037,102.8940568,98.80306857,19402437,0.018664311,22728254,17563896,5164358,2219775,3287715,3191878,3056405,2590112,1779047,1018697,420267,0.80193246,18.781083,0.273,1634,0.013044987,272.8391,61.8446,0.001834526,3957.2,33647.14483,0.04238636
11-01-2012,1659.064149,4.957084,8.031177,4246.935547,0.051815057,0.048481998,0.051438075,0.614827036,0.675776209,0.556302678,0.650874056,0.00824473,55064.40813,843.64,3723.979,2060.273,47.687,0,1,0,0,0.045454545,8.44E-06,201100,156100,132100,26500,20200,7700,1,0,0,42.79,80526,26268,399067,17410.69399,0.199341656,0.209697208,295566,225110,69967,1.39E-05,1.10E-05,1.268219541,0.009803922,0.02,6.15E-06,0.000135928,0.000176041,0.000216972,0.000601613,0.000403306,512.149,0.00417896,0.002646014,4.36E-05,0.502213902,1537,350.43,369334,0.85367037,102.8940568,98.80306857,19402437,0.018664311,22728254,17563896,5164358,2219775,3287715,3191878,3056405,2590112,1779047,1018697,420267,0.80193246,18.781083,0.273,1634,0.013044987,272.8391,61.8446,0.001834526,3957.2,33647.14483,0.039335615
12-01-2012,1762.816821,4.90497,8.091842,6879.890625,0.049210606,0.05201869,0.049829585,0.621680987,0.68576817,0.555559588,0.651015452,0.008205344,55349.74819,762.618,3075.57,2389.045,46.219,0,1,1,4,0.058823529,1.35E-05,263200,327300,68800,20500,18600,9600,1,0,0,44.3,80526,26268,399067,17410.69399,0.199341656,0.209697208,295566,225110,69967,1.39E-05,1.10E-05,1.268219541,0.009803922,0.02,6.15E-06,0.000135928,0.000176041,0.000216972,0.000601613,0.000403306,512.149,0.00417896,0.002646014,4.36E-05,0.502213902,1537,350.43,369334,0.85367037,102.8940568,98.80306857,19402437,0.018664311,22728254,17563896,5164358,2219775,3287715,3191878,3056405,2590112,1779047,1018697,420267,0.80193246,18.781083,0.273,1634,0.013044987,272.8391,61.8446,0.001834526,3957.2,33647.14483,0.0358493
01-01-2013,1515.563794,5.020857,8.060044,4939.512207,0.052422048,0.052262651,0.052157824,0.609052788,0.672664171,0.559364679,0.651115868,0.008157718,56541.02445,736.944,5962.887,2131.97,44.186,0,1,1,2,0.047619048,1.29E-05,233500,188000,86500,45300,27600,9800,2,0,0,44.27,87602,28020,399067,17410.69399,NA,NA,295566,225110,70496,1.50E-05,1.25E-05,1.268219541,0.009765625,0.022,6.83E-06,0.000135391,0.000175105,0.000215891,0.000599867,0.000399833,512.475,0.004151772,0.002631662,4.34E-05,0.50224137,1537,350.43,326853,0.85367037,102.8940568,98.80306857,19402437,0.018586634,22728254,17563896,5164358,2219775,3287715,3191878,3056405,2590112,1779047,1018697,420267,0.80193246,18.781083,0.273,1634,0.011038965,272.8391,61.8446,0.001828488,3957.2,33647.14483,0.034029184
02-01-2013,1442.783329,5.042775,8.224159,3799.797363,0.057991104,0.048477421,0.058669921,0.61446577,0.676630163,0.547205711,0.651172274,0.008128766,58981.69556,580.043,4701.555,1859.63,70.491,1,0,0,0,0.05,1.14E-05,197400,145800,225500,43200,19400,19400,2,0,0,40.24,87602,28020,369502,16041.64292,NA,NA,280939,211429,70496,1.50E-05,1.25E-05,1.201683957,0.009765625,0.022,6.83E-06,0.000135391,0.000175105,0.000215891,0.000599867,0.000399833,512.475,0.004151772,0.002631662,4.34E-05,0.50224137,1564,370.4,326853,0.85490164,104.005168,98.60608358,19763063,0.018586634,23117353,17885375,5231978,2243198,3379049,3213664,3076642,2634792,1863178,1037503,437349,0.803530507,19.654168,0.277,1569.5,0.011038965,268.8434,63.0631,0.001828488,4003.4,35827.71772,0.034957669
03-01-2013,1494.53245,5.080619,8.235118,4351.379395,0.060858374,0.052736837,0.059899833,0.614076395,0.674563162,0.554032138,0.651125836,0.008090746,56585.46109,617.293,3082.165,1874.085,86.898,0,1,1,1,0.05,8.22E-06,208700,203400,75100,19000,19300,12800,2,0,0,45.6,87602,28020,369502,16041.64292,NA,NA,280939,211429,70496,1.50E-05,1.25E-05,1.201683957,0.009765625,0.022,6.83E-06,0.000135391,0.000175105,0.000215891,0.000599867,0.000399833,512.475,0.004151772,0.002631662,4.34E-05,0.50224137,1564,370.4,326853,0.85490164,104.005168,98.60608358,19763063,0.018586634,23117353,17885375,5231978,2243198,3379049,3213664,3076642,2634792,1863178,1037503,437349,0.803530507,19.654168,0.277,1569.5,0.011038965,268.8434,63.0631,0.001828488,4003.4,35827.71772,0.036856556
04-01-2013,1198.571522,5.023071,8.276952,3424.300049,0.059640261,0.057178514,0.059386011,0.615639256,0.676081675,0.555279933,0.650875781,0.008028769,56160.54127,593.493,1600.49,2342.749,71.356,1,0,0,3,0.052631579,9.29E-06,207700,202600,58100,13800,14300,12300,3,0,0,44.4,69596,23047,369502,16041.64292,0.21390342,0.222581125,280939,211429,69493,1.36E-05,1.17E-05,1.201683957,0.009727626,0.025,6.30E-06,0.000135006,0.000174412,0.000214991,0.000598704,0.000397553,513.012,0.004122538,0.002625264,4.33E-05,0.502256519,1564,370.4,326853,0.85490164,104.005168,98.60608358,19763063,0.018586634,23117353,17885375,5231978,2243198,3379049,3213664,3076642,2634792,1863178,1037503,437349,0.803530507,19.654168,0.277,1569.5,0.011038965,268.8434,63.0631,0.001828488,4003.4,35827.71772,0.042005672
05-01-2013,1415.179078,5.140272,8.02278,3134.721924,0.056088367,0.061993896,0.055022502,0.615376794,0.677183819,0.556882883,0.650384177,0.007965424,57275.21901,706.331,7245.369,2099.006,70.543,0,0,0,0,0.043478261,9.42E-06,168200,198300,84700,17600,18900,18100,3,0,0,36.7,69596,23047,387808,16775.62306,0.21390342,0.222581125,288897,215954,69493,1.36E-05,1.17E-05,1.163344008,0.009727626,0.025,6.30E-06,0.000135006,0.000174412,0.000214991,0.000598704,0.000397553,513.012,0.004122538,0.002625264,4.33E-05,0.502256519,1564,370.4,326853,0.85490164,104.005168,98.60608358,19763063,0.018586634,23117353,17885375,5231978,2243198,3379049,3213664,3076642,2634792,1863178,1037503,437349,0.803530507,19.654168,0.277,1569.5,0.011038965,268.8434,63.0631,0.001828488,4003.4,35827.71772,0.049308759
06-01-2013,1170.703381,5.077154,8.130215,2988.445313,0.055572246,0.059940319,0.055097999,0.614609136,0.675689992,0.555291148,0.649801572,0.007916478,56540.13176,654.902,3018.143,2068.742,48.71,0,0,0,1,0.052631579,9.95E-06,223900,273200,95900,22900,22300,12100,3,0,0,43.79,69596,23047,387808,16775.62306,0.21390342,0.222581125,288897,215954,69493,1.36E-05,1.17E-05,1.163344008,0.009727626,0.025,6.30E-06,0.000135006,0.000174412,0.000214991,0.000598704,0.000397553,513.012,0.004122538,0.002625264,4.33E-05,0.502256519,1564,370.4,326853,0.85490164,104.005168,98.60608358,19763063,0.018586634,23117353,17885375,5231978,2243198,3379049,3213664,3076642,2634792,1863178,1037503,437349,0.803530507,19.654168,0.277,1569.5,0.011038965,268.8434,63.0631,0.001828488,4003.4,35827.71772,0.057447896
07-01-2013,1399.530637,5.018964,7.809191,3218.198486,0.055292169,0.057343191,0.055720352,0.613128129,0.674485984,0.55522641,0.649192633,0.00789299,56628.73048,725.929,5797.923,2398.975,89.426,0,0,0,0,0.043478261,1.02E-05,226600,210700,127300,32900,31900,11100,4,0,0,49.64,83337,27069,387808,16775.62306,0.033781918,0.071453614,288897,215954,72899,1.36E-05,1.14E-05,1.163344008,0.009615385,0.024,6.19E-06,0.000134509,0.000173578,0.000214127,0.000597375,0.000395638,513.067,0.004114092,0.002617582,4.31E-05,0.502296522,1564,370.4,326853,0.85490164,104.005168,98.60608358,19763063,0.018586634,23117353,17885375,5231978,2243198,3379049,3213664,3076642,2634792,1863178,1037503,437349,0.803530507,19.654168,0.277,1569.5,0.011038965,268.8434,63.0631,0.001828488,4003.4,35827.71772,0.055654509
08-01-2013,1199.030512,4.97315,8.098211,3312.047852,0.053295885,0.056133873,0.054140751,0.605982755,0.665523429,0.553487188,0.648490779,0.007882426,56943.38072,729.108,4748.945,1951.228,44.839,0,0,0,0,0.045454545,9.08E-06,201900,204200,171700,37000,29700,12800,4,0,0,41.97,83337,27069,389788,16794.7677,0.033781918,0.071453614,291398,220259,72899,1.36E-05,1.14E-05,1.191706331,0.009615385,0.024,6.19E-06,0.000134509,0.000173578,0.000214127,0.000597375,0.000395638,513.067,0.004114092,0.002617582,4.31E-05,0.502296522,1564,370.4,326853,0.85490164,104.005168,98.60608358,19763063,0.018586634,23117353,17885375,5231978,2243198,3379049,3213664,3076642,2634792,1863178,1037503,437349,0.803530507,19.654168,0.277,1569.5,0.011038965,268.8434,63.0631,0.001828488,4003.4,35827.71772,0.050834922
09-01-2013,1285.699875,4.997081,8.138353,3821.843018,0.056459539,0.05478507,0.057212104,0.6146133,0.673404219,0.548119041,0.647644059,0.007854392,57691.19359,734.725,2229.56,2491.622,47.839,0,0,0,0,0.047619048,8.56E-06,220900,296000,124500,35500,24300,12700,4,0,0,46.4,83337,27069,389788,16794.7677,0.033781918,0.071453614,291398,220259,72899,1.36E-05,1.14E-05,1.191706331,0.009615385,0.024,6.19E-06,0.000134509,0.000173578,0.000214127,0.000597375,0.000395638,513.067,0.004114092,0.002617582,4.31E-05,0.502296522,1564,370.4,326853,0.85490164,104.005168,98.60608358,19763063,0.018586634,23117353,17885375,5231978,2243198,3379049,3213664,3076642,2634792,1863178,1037503,437349,0.803530507,19.654168,0.277,1569.5,0.011038965,268.8434,63.0631,0.001828488,4003.4,35827.71772,0.043645969
