Month,Beer_Volume,Beer.price,Nominal.Cider.Perry.Price,Cider.Perry.Volume,Unemployment.rate,Unemployment.Female.PCT,Unemployment.Male.PCT,Employment.rate,Employment.Male.PCT,Employment.Female.PCT,Employment.to.population.ratio.15.,Money.Supply,Currency.in.Circulation,Customs.and.import.tax,Taxes.on.goods.and.services,Total.Excise,Wine.Equalistaion.Tax,Global.events,Festivals,Holiday.flags,No..of.festive.days.in.the.month,No.of.working.days,Number.of.Tourists.1wk.,Number.of.Tourists.1.2.wks,Number.of.Tourists.2wks.1mth,Number.of.Tourists.1.2mths,Number.of.Tourists.2.3mths,Number.of.Tourists.3.6mths,Number.of.Tourists.6.12mths,Season,System.Shocks...RTD.tax..CDS..GST..Sydney.LockOut.Laws.etc.,Elections,PMI,FAI.Evolution,Real.Estate.Investment,GDP,GDP.per.capita,GDP.per.capita.growth,GDP.Growth.rate,Private.Sector.Expenditure,Cash.Consumption.Expenditure,Government.Expenditure,Total.Exports,Total.Imports,Balance.of.Import.and.Export,CPI,Inflation.PCT,Total.Import.and.Export,Population.NSW,Population.VIC,Population.QLD,Population.SA,Population.WA,Population.TAS,Population.NT,Population.ACT,Population.Australia,Population.by.Gender,GDP.USD,Government.Revenue,FDI.Investment.Utilized,Urbanization.rate,WPI,GDP.deflator,Urban.population,Urban.population.PCT.growth,Total.Population,LDA.Population,Population.Under.18,Population.in.age.bracket.18...24,Population.in.age.bracket.25...34,Population.in.age.bracket.35...44,Population.in.age.bracket.45...54,Population.in.age.bracket.55...64,Population.in.age.bracket.65...74,Population.in.age.bracket.75...84,Population.in.age.bracket.85...100,On.premise...Off.premise.Split,Total.expenditure,PCT.of.population.born.locally,Output.of.Beer,Output.of.Cider..Perry,Output.of.RTDs..High.Strength.Premixes,Output.of.Spirits,Output.of.Wine,Output.of.Soft.Drinks,Disposable.Income,Weighted.Temp,Beer.price_lag_3,Nominal.Cider.Perry.Price,Cider.Perry.Volume,Unemployment.rate_lag_1,Unemployment.Female.PCT_lag_3,Unemployment.Male.PCT_lag_1,Employment.rate,Employment.Male.PCT,Employment.Female.PCT_lag_1,Employment.to.population.ratio.15.,Money.Supply_inv,Currency.in.Circulation_lag_2,Customs.and.import.tax,Taxes.on.goods.and.services_lag_3,Total.Excise,Wine.Equalistaion.Tax_lag_3,Global.events_lag_1,Festivals,Holiday.flags,No..of.festive.days.in.the.month,No.of.working.days_inv,Number.of.Tourists.1wk._inv,Number.of.Tourists.1.2.wks_lag_3,Number.of.Tourists.2wks.1mth,Number.of.Tourists.1.2mths_lag_2,Number.of.Tourists.2.3mths_lag_2,Number.of.Tourists.3.6mths_lag_2,Number.of.Tourists.6.12mths_lag_1,Season_lag_1,System.Shocks...RTD.tax..CDS..GST..Sydney.LockOut.Laws.etc._lag_3,Elections_lag_3,PMI_lag_1,FAI.Evolution_lag_3,Real.Estate.Investment_lag_3,GDP_lag_1,GDP.per.capita_lag_1,GDP.per.capita.growth_SqRT,GDP.Growth.rate_SqRT,Private.Sector.Expenditure_lag_1,Cash.Consumption.Expenditure_lag_1,Government.Expenditure_lag_3,Total.Exports_inv,Total.Imports_inv,Balance.of.Import.and.Export_lag_1,CPI_inv,Inflation.PCT_lag_3,Total.Import.and.Export_inv,Population.NSW_inv,Population.VIC_inv,Population.QLD_inv,Population.SA_inv,Population.WA_inv,Population.TAS_lag_3,Population.NT_inv,Population.ACT_inv,Population.Australia_inv,Population.by.Gender_lag_3,GDP.USD_lag_1,Government.Revenue_lag_1,FDI.Investment.Utilized,Urbanization.rate_lag_1,WPI_lag_1,GDP.deflator_lag_1,Urban.population_lag_1,Urban.population.PCT.growth,Total.Population_lag_1,LDA.Population_lag_1,Population.Under.18_lag_1,Population.in.age.bracket.18...24_lag_1,Population.in.age.bracket.25...34_lag_1,Population.in.age.bracket.35...44_lag_1,Population.in.age.bracket.45...54_lag_1,Population.in.age.bracket.55...64_lag_1,Population.in.age.bracket.65...74_lag_1,Population.in.age.bracket.75...84_lag_1,Population.in.age.bracket.85...100_lag_1,On.premise...Off.premise.Split_lag_1,Total.expenditure_lag_1,PCT.of.population.born.locally_lag_1,Output.of.Beer_lag_1,Output.of.Cider..Perry_inv,Output.of.RTDs..High.Strength.Premixes_lag_1,Output.of.Spirits_lag_1,Output.of.Wine_inv,Output.of.Soft.Drinks_lag_1,Disposable.Income_lag_1,Weighted.Temp_inv
02-01-2011,1277.937634,4.637999,6.948747,2780.143311,0.056117826,0.059688218,0.053145365,0.620832546,0.689609858,0.554003488,0.655750559,106.7035,49754.54477,422.059,6492.097,1868.414,75.034,0,0,0,0,20,82100,150300,133200,49000,13300,15200,11500,2,0,0,50.64,54129,15054,346739,15570.64835,-0.084994745,-0.081021126,270402,203612,66784,58430,73865,1.264162245,98.3,0.033,132295,7204.737,5520.378,4457.971,1636.759,2337.611,511.248,230.224,366.737,22268.758,0.502322491,1390,322.29,244365,0.852592593,103.3850129,96.81268279,19046939,0.015133895,22340024,17245436,5094588,2204147,3194331,3161154,3035900,2561993,1681931,1002373,403607,0.798962739,18.050971,0.269,1727.3,56.5123,276.6346,61.4942,533.9,3919.3,33562.87765,28.62766932,4.530459,6.948747,2780.143311,0.05396128,0.051592023,0.051228697,0.620832546,0.689609858,0.548436384,0.655750559,0.009371764,53081.88481,422.059,4348.65,1868.414,78.171,1,0,0,0,0.05,1.22E-05,172700,133200,194500,38500,15900,19500,2,0,0,46.08,62760,16628,346739,15570.64835,NA,NA,270402,203612,67907,1.71E-05,1.35E-05,1.264162245,0.01017294,0.028,7.56E-06,0.000138798,0.000181147,0.000224317,0.000610963,0.000427787,510.219,0.004343596,0.00272675,4.49E-05,0.502311673,1390,322.29,244365,0.852592593,103.3850129,96.81268279,19046939,0.015133895,22340024,17245436,5094588,2204147,3194331,3161154,3035900,2561993,1681931,1002373,403607,0.798962739,18.050971,0.269,1727.3,0.017695263,276.6346,61.4942,0.00187301,3919.3,33562.87765,0.03493124
03-01-2011,1484.16489,4.629626,7.158458,2773.21582,0.052316598,0.057675053,0.047807541,0.623829539,0.690707299,0.558852114,0.654822249,107.5727,49756.65951,450.447,2902.921,1968.99,43.656,1,0,0,1,22,100700,170700,144400,67900,16500,17100,14700,3,0,0,47.69,54129,15054,346739,15570.64835,-0.084994745,-0.081021126,270402,203612,66784,58430,73865,1.264162245,98.3,0.033,132295,7204.737,5520.378,4457.971,1636.759,2337.611,511.248,230.224,366.737,22268.758,0.502322491,1390,322.29,244365,0.852592593,103.3850129,96.81268279,19046939,0.015133895,22340024,17245436,5094588,2204147,3194331,3161154,3035900,2561993,1681931,1002373,403607,0.798962739,18.050971,0.269,1727.3,56.5123,276.6346,61.4942,533.9,3919.3,33562.87765,26.03053147,4.602191,7.158458,2773.21582,0.056117826,0.050962421,0.053145365,0.623829539,0.690707299,0.554003488,0.654822249,0.009296039,50243.16282,450.447,2859.192,1968.99,68.672,0,0,0,1,0.045454545,9.93E-06,189700,144400,66800,16100,18700,11500,2,0,0,50.64,62760,16628,346739,15570.64835,NA,NA,270402,203612,67907,1.71E-05,1.35E-05,1.264162245,0.01017294,0.028,7.56E-06,0.000138798,0.000181147,0.000224317,0.000610963,0.000427787,510.219,0.004343596,0.00272675,4.49E-05,0.502311673,1390,322.29,244365,0.852592593,103.3850129,96.81268279,19046939,0.015133895,22340024,17245436,5094588,2204147,3194331,3161154,3035900,2561993,1681931,1002373,403607,0.798962739,18.050971,0.269,1727.3,0.017695263,276.6346,61.4942,0.00187301,3919.3,33562.87765,0.038416427
04-01-2011,1577.484479,4.58491,7.172757,2701.582031,0.049954858,0.051774625,0.048430188,0.621386112,0.687169289,0.557465908,0.654018805,108.2397,51825.44683,473.926,5192.153,2044.516,58.528,0,1,1,3,18,94400,239300,214300,89600,21300,20500,13000,3,0,0,49.54,68365,19326,364544,16317.9771,0.047995994,0.051349863,278317,208356,69947,63740,79167,1.242030122,99.2,0.036,142907,7218.529,5537.817,4476.778,1639.614,2353.409,511.483,231.292,367.985,22340.024,0.502317724,1390,322.29,244365,0.852592593,103.3850129,96.81268279,19046939,0.015133895,22340024,17245436,5094588,2204147,3194331,3161154,3035900,2561993,1681931,1002373,403607,0.798962739,18.050971,0.269,1727.3,56.5123,276.6346,61.4942,533.9,3919.3,33562.87765,22.82325736,4.508471,7.172757,2701.582031,0.052316598,0.057270803,0.047807541,0.621386112,0.687169289,0.558852114,0.654018805,0.009238754,49754.54477,473.926,2434.873,2044.516,82.007,1,1,1,3,0.055555556,1.06E-05,188500,214300,49000,13300,15200,14700,3,0,0,47.69,54129,15054,346739,15570.64835,0.21907988,0.226605082,270402,203612,66784,1.57E-05,1.26E-05,1.264162245,0.010080645,0.033,7.00E-06,0.000138532,0.000180577,0.000223375,0.0006099,0.000424916,511.248,0.004323539,0.002717502,4.48E-05,0.502322491,1390,322.29,244365,0.852592593,103.3850129,96.81268279,19046939,0.015133895,22340024,17245436,5094588,2204147,3194331,3161154,3035900,2561993,1681931,1002373,403607,0.798962739,18.050971,0.269,1727.3,0.017695263,276.6346,61.4942,0.00187301,3919.3,33562.87765,0.043814955
05-01-2011,1256.881635,4.603132,7.3515,2136.088379,0.050045419,0.053411175,0.047216261,0.621173546,0.686820142,0.557379695,0.653556151,108.741,49792.5872,501.335,4859.838,2288.691,76.545,0,0,0,0,22,90700,173700,170100,107000,32400,31100,13800,3,0,0,45.35,68365,19326,364544,16317.9771,0.047995994,0.051349863,278317,208356,69947,63740,79167,1.242030122,99.2,0.036,142907,7218.529,5537.817,4476.778,1639.614,2353.409,511.483,231.292,367.985,22340.024,0.502317724,1390,322.29,244365,0.852592593,103.3850129,96.81268279,19046939,0.015133895,22340024,17245436,5094588,2204147,3194331,3161154,3035900,2561993,1681931,1002373,403607,0.798962739,18.050971,0.269,1727.3,56.5123,276.6346,61.4942,533.9,3919.3,33562.87765,19.07452676,4.637999,7.3515,2136.088379,0.049954858,0.059688218,0.048430188,0.621173546,0.686820142,0.557465908,0.653556151,0.009196163,49756.65951,501.335,6492.097,2288.691,75.034,0,0,0,0,0.045454545,1.10E-05,150300,170100,67900,16500,17100,13000,3,0,0,49.54,54129,15054,364544,16317.9771,0.21907988,0.226605082,278317,208356,66784,1.57E-05,1.26E-05,1.242030122,0.010080645,0.033,7.00E-06,0.000138532,0.000180577,0.000223375,0.0006099,0.000424916,511.248,0.004323539,0.002717502,4.48E-05,0.502322491,1390,322.29,244365,0.852592593,103.3850129,96.81268279,19046939,0.015133895,22340024,17245436,5094588,2204147,3194331,3161154,3035900,2561993,1681931,1002373,403607,0.798962739,18.050971,0.269,1727.3,0.017695263,276.6346,61.4942,0.00187301,3919.3,33562.87765,0.05242594
06-01-2011,1365.863201,4.578775,7.430243,2192.286133,0.047873873,0.050347613,0.045785673,0.621817148,0.685627342,0.559801759,0.653502938,108.8583,50059.35226,479.219,2418.46,2021.414,61.906,0,0,0,1,21,88800,191000,219000,150300,38000,30700,8800,4,0,0,51.31,68365,19326,364544,16317.9771,0.047995994,0.051349863,278317,208356,69947,63740,79167,1.242030122,99.2,0.036,142907,7218.529,5537.817,4476.778,1639.614,2353.409,511.483,231.292,367.985,22340.024,0.502317724,1390,322.29,244365,0.852592593,103.3850129,96.81268279,19046939,0.015133895,22340024,17245436,5094588,2204147,3194331,3161154,3035900,2561993,1681931,1002373,403607,0.798962739,18.050971,0.269,1727.3,56.5123,276.6346,61.4942,533.9,3919.3,33562.87765,17.3315384,4.629626,7.430243,2192.286133,0.050045419,0.057675053,0.047216261,0.621817148,0.685627342,0.557379695,0.653502938,0.009186254,51825.44683,479.219,2902.921,2021.414,43.656,0,0,0,1,0.047619048,1.13E-05,170700,219000,89600,21300,20500,13800,3,0,0,45.35,54129,15054,364544,16317.9771,0.21907988,0.226605082,278317,208356,66784,1.57E-05,1.26E-05,1.242030122,0.010080645,0.033,7.00E-06,0.000138532,0.000180577,0.000223375,0.0006099,0.000424916,511.248,0.004323539,0.002717502,4.48E-05,0.502322491,1390,322.29,244365,0.852592593,103.3850129,96.81268279,19046939,0.015133895,22340024,17245436,5094588,2204147,3194331,3161154,3035900,2561993,1681931,1002373,403607,0.798962739,18.050971,0.269,1727.3,0.017695263,276.6346,61.4942,0.00187301,3919.3,33562.87765,0.057698283
07-01-2011,1194.73614,4.486628,7.43595,2338.081787,0.047719077,0.049621006,0.046121392,0.621335311,0.686323105,0.558184356,0.65369914,109.1898,50328.48045,512.616,5184.452,1957.022,56.618,0,0,0,0,21,87200,234000,195200,101400,31400,23400,11500,4,0,0,43.44,70966,22011,369320,16463.9514,0.008945613,0.013101299,280166,211244,68923,66677,87988,1.31961546,99.8,0.034,154665,7240.922,5560.503,4498.204,1643.275,2372.185,511.915,232.514,369.397,22432.039,0.502337483,1390,322.29,244365,0.852592593,103.3850129,96.81268279,19046939,0.015133895,22340024,17245436,5094588,2204147,3194331,3161154,3035900,2561993,1681931,1002373,403607,0.798962739,18.050971,0.269,1727.3,56.5123,276.6346,61.4942,533.9,3919.3,33562.87765,16.70569715,4.58491,7.43595,2338.081787,0.047873873,0.051774625,0.045785673,0.621335311,0.686323105,0.559801759,0.65369914,0.009158365,49792.5872,512.616,5192.153,1957.022,58.528,0,0,0,0,0.047619048,1.15E-05,239300,195200,107000,32400,31100,8800,4,0,0,51.31,68365,19326,364544,16317.9771,0.094581251,0.114460906,278317,208356,69947,1.50E-05,1.14E-05,1.242030122,0.01002004,0.036,6.47E-06,0.000138104,0.00017984,0.000222311,0.000608541,0.000421552,511.483,0.004300816,0.002707115,4.46E-05,0.502317724,1390,322.29,244365,0.852592593,103.3850129,96.81268279,19046939,0.015133895,22340024,17245436,5094588,2204147,3194331,3161154,3035900,2561993,1681931,1002373,403607,0.798962739,18.050971,0.269,1727.3,0.017695263,276.6346,61.4942,0.00187301,3919.3,33562.87765,0.059859819
08-01-2011,1408.328134,4.61073,7.69277,2420.769531,0.050904921,0.051282222,0.05058775,0.615123867,0.678351512,0.553687098,0.653956878,110.4349,51098.15152,540.591,4067.067,2318.447,54.302,0,0,0,0,23,93000,197100,181000,112400,27800,24100,12800,4,0,0,42.23,70966,22011,369320,16463.9514,0.008945613,0.013101299,280166,211244,68923,66677,87988,1.31961546,99.8,0.034,154665,7240.922,5560.503,4498.204,1643.275,2372.185,511.915,232.514,369.397,22432.039,0.502337483,1390,322.29,244365,0.852592593,103.3850129,96.81268279,19046939,0.015133895,22340024,17245436,5094588,2204147,3194331,3161154,3035900,2561993,1681931,1002373,403607,0.798962739,18.050971,0.269,1727.3,56.5123,276.6346,61.4942,533.9,3919.3,33562.87765,18.99588104,4.603132,7.69277,2420.769531,0.047719077,0.053411175,0.046121392,0.615123867,0.678351512,0.558184356,0.653956878,0.009055108,50059.35226,540.591,4859.838,2318.447,76.545,0,0,0,0,0.043478261,1.08E-05,173700,181000,150300,38000,30700,11500,4,0,0,43.44,68365,19326,369320,16463.9514,0.094581251,0.114460906,280166,211244,69947,1.50E-05,1.14E-05,1.31961546,0.01002004,0.036,6.47E-06,0.000138104,0.00017984,0.000222311,0.000608541,0.000421552,511.483,0.004300816,0.002707115,4.46E-05,0.502317724,1390,322.29,244365,0.852592593,103.3850129,96.81268279,19046939,0.015133895,22340024,17245436,5094588,2204147,3194331,3161154,3035900,2561993,1681931,1002373,403607,0.798962739,18.050971,0.269,1727.3,0.017695263,276.6346,61.4942,0.00187301,3919.3,33562.87765,0.052642991
09-01-2011,1329.566484,4.573617,7.580083,2958.187012,0.051958372,0.052649426,0.051373635,0.624786418,0.687163406,0.564180038,0.653974356,111.6114,51682.71719,519.336,1805.475,1947.871,49.54,0,0,0,0,22,110200,249500,256500,123800,21600,19400,9000,1,0,0,40.58,70966,22011,369320,16463.9514,0.008945613,0.013101299,280166,211244,68923,66677,87988,1.31961546,99.8,0.034,154665,7240.922,5560.503,4498.204,1643.275,2372.185,511.915,232.514,369.397,22432.039,0.502337483,1390,322.29,244365,0.852592593,103.3850129,96.81268279,19046939,0.015133895,22340024,17245436,5094588,2204147,3194331,3161154,3035900,2561993,1681931,1002373,403607,0.798962739,18.050971,0.269,1727.3,56.5123,276.6346,61.4942,533.9,3919.3,33562.87765,21.01915841,4.578775,7.580083,2958.187012,0.050904921,0.050347613,0.05058775,0.624786418,0.687163406,0.553687098,0.653974356,0.008959658,50328.48045,519.336,2418.46,1947.871,61.906,0,0,0,0,0.045454545,9.07E-06,191000,256500,101400,31400,23400,12800,4,0,0,42.23,68365,19326,369320,16463.9514,0.094581251,0.114460906,280166,211244,69947,1.50E-05,1.14E-05,1.31961546,0.01002004,0.036,6.47E-06,0.000138104,0.00017984,0.000222311,0.000608541,0.000421552,511.483,0.004300816,0.002707115,4.46E-05,0.502317724,1390,322.29,244365,0.852592593,103.3850129,96.81268279,19046939,0.015133895,22340024,17245436,5094588,2204147,3194331,3161154,3035900,2561993,1681931,1002373,403607,0.798962739,18.050971,0.269,1727.3,0.017695263,276.6346,61.4942,0.00187301,3919.3,33562.87765,0.047575644
10-01-2011,1471.344872,4.687511,7.667015,3298.019043,0.04962465,0.048727296,0.050379535,0.621330575,0.684232524,0.560216135,0.653711297,112.2744,52178.02695,607.666,6122.976,2327.645,45.286,0,0,0,1,20,110900,230600,174200,64700,17600,21400,9100,1,0,0,46.33,80024,24411,388618,17256.34359,0.048128919,0.052252789,291243,221187,70077,68756,88744,1.290709174,99.8,0.03,157500,7261.592,5582.67,4518.605,1646.951,2391.592,511.944,232.703,371.108,22520.298,0.502380697,1390,322.29,244365,0.852592593,103.3850129,96.81268279,19046939,0.015133895,22340024,17245436,5094588,2204147,3194331,3161154,3035900,2561993,1681931,1002373,403607,0.798962739,18.050971,0.269,1727.3,56.5123,276.6346,61.4942,533.9,3919.3,33562.87765,22.41264273,4.486628,7.667015,3298.019043,0.051958372,0.049621006,0.051373635,0.621330575,0.684232524,0.564180038,0.653711297,0.00890675,51098.15152,607.666,5184.452,2327.645,56.618,0,0,0,1,0.05,9.02E-06,234000,174200,112400,27800,24100,9000,1,0,0,40.58,70966,22011,369320,16463.9514,0.219383042,0.22858869,280166,211244,68923,1.45E-05,1.13E-05,1.31961546,0.01002004,0.034,6.35E-06,0.000137711,0.000179126,0.000221307,0.000607183,0.000418132,511.915,0.004297323,0.002694633,4.44E-05,0.502337483,1390,322.29,244365,0.852592593,103.3850129,96.81268279,19046939,0.015133895,22340024,17245436,5094588,2204147,3194331,3161154,3035900,2561993,1681931,1002373,403607,0.798962739,18.050971,0.269,1727.3,0.017695263,276.6346,61.4942,0.00187301,3919.3,33562.87765,0.044617675
11-01-2011,1591.192481,4.729692,7.900815,3504.455811,0.048913667,0.049982524,0.048013648,0.618628052,0.682154852,0.556908228,0.653148718,112.8727,52508.8006,653.589,4685.367,2246.695,65.583,0,1,0,0,22,109700,188500,144200,74200,44700,25900,8300,1,0,0,48.41,80024,24411,388618,17256.34359,0.048128919,0.052252789,291243,221187,70077,68756,88744,1.290709174,99.8,0.03,157500,7261.592,5582.67,4518.605,1646.951,2391.592,511.944,232.703,371.108,22520.298,0.502380697,1390,322.29,244365,0.852592593,103.3850129,96.81268279,19046939,0.015133895,22340024,17245436,5094588,2204147,3194331,3161154,3035900,2561993,1681931,1002373,403607,0.798962739,18.050971,0.269,1727.3,56.5123,276.6346,61.4942,533.9,3919.3,33562.87765,25.95133972,4.61073,7.900815,3504.455811,0.04962465,0.051282222,0.050379535,0.618628052,0.682154852,0.560216135,0.653148718,0.008859538,51682.71719,653.589,4067.067,2246.695,54.302,0,1,0,0,0.045454545,9.12E-06,197100,144200,123800,21600,19400,9100,1,0,0,46.33,70966,22011,388618,17256.34359,0.219383042,0.22858869,291243,221187,68923,1.45E-05,1.13E-05,1.290709174,0.01002004,0.034,6.35E-06,0.000137711,0.000179126,0.000221307,0.000607183,0.000418132,511.915,0.004297323,0.002694633,4.44E-05,0.502337483,1390,322.29,244365,0.852592593,103.3850129,96.81268279,19046939,0.015133895,22340024,17245436,5094588,2204147,3194331,3161154,3035900,2561993,1681931,1002373,403607,0.798962739,18.050971,0.269,1727.3,0.017695263,276.6346,61.4942,0.00187301,3919.3,33562.87765,0.038533656
12-01-2011,1946.487392,4.750773,7.966524,5295.947266,0.050329036,0.054096169,0.047164596,0.624051385,0.690546882,0.559449523,0.652542504,113.5478,55816.5095,698.452,2876.712,2337.672,63.507,0,1,1,4,18,73100,204600,303800,210500,44100,17300,10100,2,0,0,46.45,80024,24411,388618,17256.34359,0.048128919,0.052252789,291243,221187,70077,68756,88744,1.290709174,99.8,0.03,157500,7261.592,5582.67,4518.605,1646.951,2391.592,511.944,232.703,371.108,22520.298,0.502380697,1390,322.29,244365,0.852592593,103.3850129,96.81268279,19046939,0.015133895,22340024,17245436,5094588,2204147,3194331,3161154,3035900,2561993,1681931,1002373,403607,0.798962739,18.050971,0.269,1727.3,56.5123,276.6346,61.4942,533.9,3919.3,33562.87765,25.21563155,4.573617,7.966524,5295.947266,0.048913667,0.052649426,0.048013648,0.624051385,0.690546882,0.556908228,0.652542504,0.008806864,52178.02695,698.452,1805.475,2337.672,49.54,0,1,1,4,0.055555556,1.37E-05,249500,303800,64700,17600,21400,8300,1,0,0,48.41,70966,22011,388618,17256.34359,0.219383042,0.22858869,291243,221187,68923,1.45E-05,1.13E-05,1.290709174,0.01002004,0.034,6.35E-06,0.000137711,0.000179126,0.000221307,0.000607183,0.000418132,511.915,0.004297323,0.002694633,4.44E-05,0.502337483,1390,322.29,244365,0.852592593,103.3850129,96.81268279,19046939,0.015133895,22340024,17245436,5094588,2204147,3194331,3161154,3035900,2561993,1681931,1002373,403607,0.798962739,18.050971,0.269,1727.3,0.017695263,276.6346,61.4942,0.00187301,3919.3,33562.87765,0.03965794
01-01-2012,1579.553659,4.712773,7.784708,4694.319336,0.054400637,0.056022965,0.053053705,0.612218232,0.67974716,0.54660745,0.652112543,114.32,53383.59994,689.212,2136.954,2511.512,82.714,1,1,1,2,20,67200,189400,190100,76100,17200,19000,20600,2,0,0,49.38,71418,23454,362348,16006.80157,-0.07241059,-0.067598516,278520,209256,69236,63043,83107,1.318258966,99.9,0.016,146150,7288.18,5611.981,4545.421,1652.27,2416.516,512.259,233.788,373.575,22637.127,0.50231604,1537,350.43,369334,0.85367037,102.8940568,98.80306857,19402437,0.018664311,22728254,17563896,5164358,2219775,3287715,3191878,3056405,2590112,1779047,1018697,420267,0.80193246,18.781083,0.273,1634,76.6578,272.8391,61.8446,545.1,3957.2,33647.14483,28.00489344,4.687511,7.784708,4694.319336,0.050329036,0.048727296,0.047164596,0.612218232,0.67974716,0.559449523,0.652112543,0.008747376,52508.8006,689.212,6122.976,2511.512,45.286,0,1,1,2,0.05,1.49E-05,230600,190100,74200,44700,25900,10100,2,0,0,46.45,80024,24411,388618,17256.34359,NA,NA,291243,221187,70077,1.59E-05,1.20E-05,1.290709174,0.01001001,0.03,6.84E-06,0.000137208,0.00017819,0.000220002,0.000605228,0.000413819,511.944,0.00427738,0.002676839,4.42E-05,0.502380697,1390,322.29,369334,0.852592593,103.3850129,96.81268279,19046939,0.018664311,22340024,17245436,5094588,2204147,3194331,3161154,3035900,2561993,1681931,1002373,403607,0.798962739,18.050971,0.269,1727.3,0.013044987,276.6346,61.4942,0.001834526,3919.3,33562.87765,0.035708045
02-01-2012,1271.618161,4.929352,7.987404,3664.798096,0.058577357,0.06138033,0.056224644,0.615359205,0.680550771,0.55201452,0.651924121,114.9668,52364.26494,507.78,7299.916,1810.202,84.996,0,0,0,0,21,94200,168900,139800,52500,14200,14800,11700,2,0,0,49.45,71418,23454,362348,16006.80157,-0.07241059,-0.067598516,278520,209256,69236,63043,83107,1.318258966,99.9,0.016,146150,7288.18,5611.981,4545.421,1652.27,2416.516,512.259,233.788,373.575,22637.127,0.50231604,1537,350.43,369334,0.85367037,102.8940568,98.80306857,19402437,0.018664311,22728254,17563896,5164358,2219775,3287715,3191878,3056405,2590112,1779047,1018697,420267,0.80193246,18.781083,0.273,1634,76.6578,272.8391,61.8446,545.1,3957.2,33647.14483,27.41085325,4.729692,7.987404,3664.798096,0.054400637,0.049982524,0.053053705,0.615359205,0.680550771,0.54660745,0.651924121,0.008698163,55816.5095,507.78,4685.367,1810.202,65.583,1,0,0,0,0.047619048,1.06E-05,188500,139800,210500,44100,17300,20600,2,0,0,49.38,80024,24411,362348,16006.80157,NA,NA,278520,209256,70077,1.59E-05,1.20E-05,1.318258966,0.01001001,0.03,6.84E-06,0.000137208,0.00017819,0.000220002,0.000605228,0.000413819,511.944,0.00427738,0.002676839,4.42E-05,0.502380697,1537,350.43,369334,0.85367037,102.8940568,98.80306857,19402437,0.018664311,22728254,17563896,5164358,2219775,3287715,3191878,3056405,2590112,1779047,1018697,420267,0.80193246,18.781083,0.273,1634,0.013044987,272.8391,61.8446,0.001834526,3957.2,33647.14483,0.0364819
03-01-2012,1454.67904,4.886318,7.91242,3693.644531,0.054989547,0.057531649,0.052832242,0.619545439,0.681573533,0.559270223,0.651822388,115.646,53261.63113,539.88,2444.891,1919.206,28.787,1,0,0,1,21,111600,201100,184100,82900,18800,18000,13000,3,0,0,49.3,71418,23454,362348,16006.80157,-0.07241059,-0.067598516,278520,209256,69236,63043,83107,1.318258966,99.9,0.016,146150,7288.18,5611.981,4545.421,1652.27,2416.516,512.259,233.788,373.575,22637.127,0.50231604,1537,350.43,369334,0.85367037,102.8940568,98.80306857,19402437,0.018664311,22728254,17563896,5164358,2219775,3287715,3191878,3056405,2590112,1779047,1018697,420267,0.80193246,18.781083,0.273,1634,76.6578,272.8391,61.8446,545.1,3957.2,33647.14483,25.5171809,4.750773,7.91242,3693.644531,0.058577357,0.054096169,0.056224644,0.619545439,0.681573533,0.55201452,0.651822388,0.008647078,53383.59994,539.88,2876.712,1919.206,63.507,0,0,0,1,0.047619048,8.96E-06,204600,184100,76100,17200,19000,11700,2,0,0,49.45,80024,24411,362348,16006.80157,NA,NA,278520,209256,70077,1.59E-05,1.20E-05,1.318258966,0.01001001,0.03,6.84E-06,0.000137208,0.00017819,0.000220002,0.000605228,0.000413819,511.944,0.00427738,0.002676839,4.42E-05,0.502380697,1537,350.43,369334,0.85367037,102.8940568,98.80306857,19402437,0.018664311,22728254,17563896,5164358,2219775,3287715,3191878,3056405,2590112,1779047,1018697,420267,0.80193246,18.781083,0.273,1634,0.013044987,272.8391,61.8446,0.001834526,3957.2,33647.14483,0.039189282
