SKU,FISCAL_MONTH,WEEK_START_DATE,SHIPPED_QTY,ORDER_QTY,CONFIRMED_ORDER_QTY
SKU1136,201505,4/27/2015,13320,0,0
SKU1136,201505,5/4/2015,9270,0,0
SKU1136,201505,5/11/2015,9090,0,0
SKU1136,201505,5/18/2015,3330,0,0
SKU1136,201506,5/25/2015,8100,0,0
SKU1136,201506,6/1/2015,10710,0,0
SKU1136,201506,6/8/2015,6660,0,0
SKU1136,201506,6/15/2015,6300,0,0
SKU1136,201506,6/22/2015,7290,0,0
SKU1136,201507,6/29/2015,5760,0,0
SKU1136,201507,7/6/2015,11880,0,0
SKU1136,201507,7/13/2015,4860,0,0
SKU1136,201507,7/20/2015,8640,0,0
SKU1136,201508,7/27/2015,4590,0,0
SKU1136,201508,8/3/2015,8190,0,0
SKU1136,201508,8/10/2015,6480,0,0
SKU1136,201508,8/17/2015,11160,0,0
SKU1136,201509,8/24/2015,3060,0,0
SKU1136,201509,8/31/2015,8010,0,0
SKU1136,201509,9/7/2015,11520,0,0
SKU1136,201509,9/14/2015,7650,0,0
SKU1136,201509,9/21/2015,12510,0,0
SKU1136,201510,9/28/2015,7380,0,0
SKU1136,201510,10/5/2015,3780,0,0
SKU1136,201510,10/12/2015,5310,0,0
SKU1136,201510,10/19/2015,10350,0,0
SKU1136,201511,10/26/2015,8550,0,0
SKU1136,201511,11/2/2015,11790,0,0
SKU1136,201511,11/9/2015,5310,0,0
SKU1136,201511,11/16/2015,8190,0,0
SKU1136,201512,11/23/2015,1980,0,0
SKU1136,201512,11/30/2015,12600,0,0
SKU1136,201512,12/7/2015,6390,0,0
SKU1136,201512,12/14/2015,5940,0,0
SKU1136,201512,12/21/2015,5670,0,0
SKU1136,201512,12/28/2015,19170,0,0
SKU1136,201601,1/4/2016,18900,0,0
SKU1136,201601,1/11/2016,7380,0,0
SKU1136,201601,1/18/2016,3330,0,0
SKU1136,201601,1/25/2016,360,0,0
SKU1136,201602,2/1/2016,5040,0,0
SKU1136,201602,2/8/2016,6660,0,0
SKU1136,201602,2/15/2016,2610,0,0
SKU1136,201602,2/22/2016,10530,0,0
SKU1136,201603,2/29/2016,7740,0,0
SKU1136,201603,3/7/2016,5400,0,0
SKU1136,201603,3/14/2016,7020,0,0
SKU1136,201603,3/21/2016,4590,0,0
SKU1136,201603,3/28/2016,4230,0,0
SKU1136,201604,4/4/2016,4770,0,0
SKU1136,201604,4/11/2016,12060,0,0
SKU1136,201604,4/18/2016,6840,0,0
SKU1136,201604,4/25/2016,6570,0,0
SKU1136,201605,5/2/2016,8010,0,0
SKU1136,201605,5/9/2016,4500,0,0
SKU1136,201605,5/16/2016,10980,0,0
SKU1136,201605,5/23/2016,2520,0,0
SKU1136,201606,5/30/2016,11700,0,0
SKU1136,201606,6/6/2016,2520,0,0
SKU1136,201606,6/13/2016,21690,0,0
SKU1136,201606,6/20/2016,6120,0,0
SKU1136,201606,6/27/2016,9000,0,0
SKU1136,201607,7/4/2016,7380,0,0
SKU1136,201607,7/11/2016,7020,0,0
SKU1136,201607,7/18/2016,6840,0,0
SKU1136,201607,7/25/2016,15120,0,0
SKU1136,201608,8/1/2016,4680,0,0
SKU1136,201608,8/8/2016,4680,0,0
SKU1136,201608,8/15/2016,8910,0,0
SKU1136,201608,8/22/2016,8730,0,0
SKU1136,201609,8/29/2016,7200,0,0
SKU1136,201609,9/5/2016,3240,0,0
SKU1136,201609,9/12/2016,12870,0,0
SKU1136,201609,9/19/2016,9540,0,0
SKU1136,201609,9/26/2016,7110,0,0
SKU1136,201610,10/3/2016,8460,0,0
SKU1136,201610,10/10/2016,3780,0,0
SKU1136,201610,10/17/2016,8100,0,0
SKU1136,201610,10/24/2016,9540,0,0
SKU1136,201611,10/31/2016,3600,0,0
SKU1136,201611,11/7/2016,7740,0,0
SKU1136,201611,11/14/2016,6300,0,0
SKU1136,201611,11/21/2016,11880,0,0
SKU1136,201612,11/28/2016,4320,0,0
SKU1136,201612,12/5/2016,4860,0,0
SKU1136,201612,12/12/2016,10710,0,0
SKU1136,201612,12/19/2016,10350,0,0
SKU1136,201612,12/26/2016,12330,1350,1350
SKU1136,201701,1/2/2017,13680,4590,4590
SKU1136,201701,1/9/2017,1980,3150,3150
SKU1136,201701,1/16/2017,14490,9180,7740
SKU1136,201701,1/23/2017,3780,6930,6930
SKU1136,201702,1/30/2017,9000,8280,8280
SKU1136,201702,2/6/2017,3060,7920,7920
SKU1136,201702,2/13/2017,8730,8370,8370
SKU1136,201702,2/20/2017,7290,6930,6930
SKU1136,201703,2/27/2017,2610,3330,3330
SKU1136,201703,3/6/2017,4410,5130,5130
SKU1136,201703,3/13/2017,6660,4050,4050
SKU1136,201703,3/20/2017,2970,4770,4770
SKU1136,201703,3/27/2017,4950,15300,12600
SKU1136,201704,4/3/2017,12600,9630,9630
SKU1136,201704,4/10/2017,4860,5220,5220
SKU1136,201704,4/17/2017,7380,7830,7830
SKU1136,201704,4/24/2017,8550,9000,9000
SKU1136,201705,5/1/2017,6390,10170,10170
SKU1136,201705,5/8/2017,9630,10620,10620
SKU1136,201705,5/15/2017,7560,7020,6930
SKU1136,201705,5/22/2017,9180,13680,13680
SKU1136,201706,5/29/2017,8460,4950,4950
SKU1136,201706,6/5/2017,6930,5130,5130
SKU1136,201706,6/12/2017,5130,7560,7560
SKU1136,201706,6/19/2017,9990,16110,14670
SKU1136,201706,6/26/2017,9990,13500,12150
SKU1136,201707,7/3/2017,6570,5220,5220
SKU1136,201707,7/10/2017,6300,7200,7200
SKU1136,201707,7/17/2017,4950,4050,4050
SKU1136,201707,7/24/2017,9360,14220,14220
SKU1136,201708,7/31/2017,10710,7110,7110
SKU1136,201708,8/7/2017,6210,9360,8010
SKU1136,201708,8/14/2017,10260,9360,9360
SKU1136,201708,8/21/2017,5760,9090,9090
SKU1136,201709,8/28/2017,7560,8280,8190
SKU1136,201709,9/4/2017,4770,5130,4950
SKU1136,201709,9/11/2017,6390,5310,5310
SKU1136,201709,9/18/2017,4950,6480,6390
SKU1136,201709,9/25/2017,3240,3330,3330
SKU1136,201710,10/2/2017,6030,7830,6480
SKU1136,201710,10/9/2017,3960,5490,5490
SKU1136,201710,10/16/2017,5490,4950,4950
SKU1136,201710,10/23/2017,8460,11250,11250
SKU1136,201711,10/30/2017,7650,11070,9720
SKU1136,201711,11/6/2017,8100,7560,7560
SKU1136,201711,11/13/2017,5760,15120,14940
SKU1136,201711,11/20/2017,11880,6300,6300
SKU1136,201712,11/27/2017,7560,8010,8010
SKU1136,201712,12/4/2017,13230,15210,15210
SKU1136,201712,12/11/2017,8010,9990,9990
SKU1136,201712,12/18/2017,5130,5580,5580
SKU1136,201712,12/25/2017,3420,4770,4680
SKU1136,201801,1/1/2018,6660,4230,4230
SKU1136,201801,1/8/2018,8730,9000,9000
SKU1136,201801,1/15/2018,6030,6840,6840
SKU1136,201801,1/22/2018,8550,11610,11610
SKU1136,201802,1/29/2018,9090,12330,9630
SKU1136,201802,2/5/2018,8550,9090,9090
SKU1136,201802,2/12/2018,6030,3600,3600
SKU1136,201802,2/19/2018,3960,5490,5490
SKU1136,201803,2/26/2018,8730,10260,10260
SKU1136,201803,3/5/2018,6480,7290,6390
SKU1136,201803,3/12/2018,3420,5490,5490
SKU1136,201803,3/19/2018,5670,6210,6210
SKU1136,201803,3/26/2018,2610,8280,8280
SKU1136,201804,4/2/2018,9090,5580,5580
SKU1136,201804,4/9/2018,6210,9000,9000
SKU1136,201804,4/16/2018,7290,4680,4680
SKU1136,201804,4/23/2018,4590,7830,7830
SKU1136,201805,4/30/2018,8640,11970,11970
SKU1136,201805,5/7/2018,8640,10530,10440
SKU1136,201805,5/14/2018,8370,10170,10170
SKU1136,201805,5/21/2018,7380,7740,7740
SKU1136,201806,5/28/2018,8640,11340,10980
SKU1136,201806,6/4/2018,6660,9720,9720
SKU1136,201806,6/11/2018,8550,5130,5130
SKU1136,201806,6/18/2018,7470,10800,10800
SKU1136,201806,6/25/2018,4950,10170,10170
SKU1136,201807,7/2/2018,10080,4950,4950
SKU1136,201807,7/9/2018,5310,5850,5850
SKU1136,201807,7/16/2018,8190,7740,7740
SKU1136,201807,7/23/2018,2340,5400,5400
SKU1136,201808,7/30/2018,9810,13140,13140
SKU1136,201808,8/6/2018,6390,2970,2970
SKU1136,201808,8/13/2018,6390,5760,5760
SKU1136,201808,8/20/2018,6300,10620,10530
SKU1136,201809,8/27/2018,7290,4860,4860
SKU1136,201809,9/3/2018,3330,2340,2340
SKU1136,201809,9/10/2018,6120,7650,7650
SKU1136,201809,9/17/2018,4410,3330,3330
SKU1136,201809,9/24/2018,6030,8370,8370
SKU1136,201810,10/1/2018,5670,7740,7740
SKU1136,201810,10/8/2018,8640,8730,8730
SKU1136,201810,10/15/2018,4950,5400,5400
SKU1136,201810,10/22/2018,8100,7470,7470
SKU1136,201811,10/29/2018,9090,9540,9450
SKU1136,201811,11/5/2018,5310,7650,7650
SKU1136,201811,11/12/2018,13410,12330,12330
SKU1136,201811,11/19/2018,4680,6030,5940
SKU1136,201812,11/26/2018,6840,9810,9810
SKU1136,201812,12/3/2018,11790,15120,15120
SKU1136,201812,12/10/2018,13860,11070,11070
SKU1136,201812,12/17/2018,7380,11790,11790
SKU1136,201812,12/24/2018,4500,1080,1080
SKU1136,201901,12/31/2018,1890,4680,3330
SKU1136,201901,1/7/2019,1440,1980,1980
SKU1136,201901,1/14/2019,6480,8190,8190
SKU1136,201901,1/21/2019,7830,7740,7740
SKU1136,201902,1/28/2019,4770,4320,4320
SKU1136,201902,2/4/2019,4680,7470,7380
SKU1136,201902,2/11/2019,5850,10800,7740
SKU1136,201902,2/18/2019,3420,3330,3330
SKU1136,201903,2/25/2019,4590,5940,5760
SKU1136,201903,3/4/2019,10080,12060,12060
SKU1136,201903,3/11/2019,6210,5580,5580
SKU1136,201903,3/18/2019,6120,6120,6120
SKU1136,201903,3/25/2019,7020,6570,6570
SKU1136,201904,4/1/2019,4770,7650,7650
SKU1136,201904,4/8/2019,4950,5490,5490
SKU1136,201904,4/15/2019,6390,4140,4140
SKU1136,201904,4/22/2019,5040,5670,5670
SKU1136,201905,4/29/2019,6750,8370,8370
SKU1136,201905,5/6/2019,4500,12330,12330
SKU1136,201905,5/13/2019,14670,8460,8460
SKU1136,201905,5/20/2019,630,4590,4140
SKU1136,201906,5/27/2019,4680,6390,6390
SKU1136,201906,6/3/2019,8280,7200,7200
SKU1136,201906,6/10/2019,6210,8190,8190
SKU1136,201906,6/17/2019,10080,10710,9360
SKU1136,201906,6/24/2019,3960,11160,9810
SKU1136,201907,7/1/2019,6210,2520,2520
SKU1136,201907,7/8/2019,3060,4770,4770
SKU1136,201907,7/15/2019,13500,14040,14040
SKU1136,201907,7/22/2019,4860,2790,2790
SKU1136,201908,7/29/2019,6030,7920,7920
SKU1136,201908,8/5/2019,2160,3870,3870
SKU1136,201908,8/12/2019,8550,7650,7470
SKU1136,201908,8/19/2019,2970,5220,5040
SKU1137,201501,1/5/2015,4230,0,0
SKU1137,201501,1/12/2015,16290,0,0
SKU1137,201501,1/19/2015,7290,0,0
SKU1137,201502,1/26/2015,10890,0,0
SKU1137,201502,2/2/2015,4590,0,0
SKU1137,201502,2/9/2015,4230,0,0
SKU1137,201502,2/16/2015,8010,0,0
SKU1137,201503,2/23/2015,1710,0,0
SKU1137,201503,3/2/2015,3510,0,0
SKU1137,201503,3/9/2015,6120,0,0
SKU1137,201503,3/16/2015,11700,0,0
SKU1137,201503,3/23/2015,5040,0,0
SKU1137,201504,3/30/2015,4950,0,0
SKU1137,201504,4/6/2015,12690,0,0
SKU1137,201504,4/13/2015,4230,0,0
SKU1137,201504,4/20/2015,4950,0,0
SKU1137,201505,4/27/2015,6840,0,0
SKU1137,201505,5/4/2015,6300,0,0
SKU1137,201505,5/11/2015,4590,0,0
SKU1137,201505,5/18/2015,3510,0,0
SKU1137,201506,5/25/2015,5850,0,0
SKU1137,201506,6/1/2015,6030,0,0
SKU1137,201506,6/8/2015,3240,0,0
SKU1137,201506,6/15/2015,12240,0,0
SKU1137,201506,6/22/2015,6300,0,0
SKU1137,201507,6/29/2015,5400,0,0
SKU1137,201507,7/6/2015,6570,0,0
SKU1137,201507,7/13/2015,4680,0,0
SKU1137,201507,7/20/2015,2700,0,0
SKU1137,201508,7/27/2015,5310,0,0
SKU1137,201508,8/3/2015,6210,0,0
SKU1137,201508,8/10/2015,5940,0,0
SKU1137,201508,8/17/2015,6210,0,0
SKU1137,201509,8/24/2015,3150,0,0
SKU1137,201509,8/31/2015,13950,0,0
SKU1137,201509,9/7/2015,6930,0,0
SKU1137,201509,9/14/2015,5220,0,0
SKU1137,201509,9/21/2015,10440,0,0
SKU1137,201510,9/28/2015,4680,0,0
SKU1137,201510,10/5/2015,2970,0,0
SKU1137,201510,10/12/2015,6210,0,0
SKU1137,201510,10/19/2015,6210,0,0
SKU1137,201511,10/26/2015,5760,0,0
SKU1137,201511,11/2/2015,5400,0,0
SKU1137,201511,11/9/2015,5850,0,0
SKU1137,201511,11/16/2015,4680,0,0
SKU1137,201512,11/23/2015,2520,0,0
SKU1137,201512,11/30/2015,4860,0,0
SKU1137,201512,12/7/2015,5310,0,0
SKU1137,201512,12/14/2015,5670,0,0
SKU1137,201512,12/21/2015,1980,0,0
SKU1137,201512,12/28/2015,24660,0,0
SKU1137,201601,1/4/2016,14670,0,0
SKU1137,201601,1/11/2016,7470,0,0
SKU1137,201601,1/18/2016,3780,0,0
SKU1137,201601,1/25/2016,1710,0,0
SKU1137,201602,2/1/2016,6660,0,0
SKU1137,201602,2/8/2016,6750,0,0
SKU1137,201602,2/15/2016,5760,0,0
SKU1137,201602,2/22/2016,1890,0,0
SKU1137,201603,2/29/2016,6210,0,0
SKU1137,201603,3/7/2016,2250,0,0
SKU1137,201603,3/14/2016,1710,0,0
SKU1137,201603,3/21/2016,3510,0,0
SKU1137,201603,3/28/2016,7650,0,0
SKU1137,201604,4/4/2016,3150,0,0
SKU1137,201604,4/11/2016,3690,0,0
SKU1137,201604,4/18/2016,3960,0,0
SKU1137,201604,4/25/2016,7470,0,0
SKU1137,201605,5/2/2016,11700,0,0
SKU1137,201605,5/9/2016,7650,0,0
SKU1137,201605,5/16/2016,6750,0,0
SKU1137,201605,5/23/2016,8460,0,0
SKU1137,201606,5/30/2016,2790,0,0
SKU1137,201606,6/6/2016,8460,0,0
SKU1137,201606,6/13/2016,8010,0,0
SKU1137,201606,6/20/2016,7560,0,0
SKU1137,201606,6/27/2016,4860,0,0
SKU1137,201607,7/4/2016,10170,0,0
SKU1137,201607,7/11/2016,5760,0,0
SKU1137,201607,7/18/2016,2430,0,0
SKU1137,201607,7/25/2016,3060,0,0
SKU1137,201608,8/1/2016,7290,0,0
SKU1137,201608,8/8/2016,3870,0,0
SKU1137,201608,8/15/2016,10080,0,0
SKU1137,201608,8/22/2016,7920,0,0
SKU1137,201609,8/29/2016,3240,0,0
SKU1137,201609,9/5/2016,7200,0,0
SKU1137,201609,9/12/2016,4410,0,0
SKU1137,201609,9/19/2016,8010,0,0
SKU1137,201609,9/26/2016,3780,0,0
SKU1137,201610,10/3/2016,6120,0,0
SKU1137,201610,10/10/2016,7560,0,0
SKU1137,201610,10/17/2016,6030,0,0
SKU1137,201610,10/24/2016,5940,0,0
SKU1137,201611,10/31/2016,6120,0,0
SKU1137,201611,11/7/2016,12690,0,0
SKU1137,201611,11/14/2016,4230,0,0
SKU1137,201611,11/21/2016,8460,0,0
SKU1137,201612,11/28/2016,4320,0,0
SKU1137,201612,12/5/2016,8550,0,0
SKU1137,201612,12/12/2016,8730,0,0
SKU1137,201612,12/19/2016,9450,0,0
SKU1137,201612,12/26/2016,11430,0,0
SKU1137,201701,1/2/2017,7650,720,720
SKU1137,201701,1/9/2017,4500,6570,6570
SKU1137,201701,1/16/2017,12510,4230,2880
SKU1137,201701,1/23/2017,1710,2250,2250
SKU1137,201702,1/30/2017,9450,10800,10800
SKU1137,201702,2/6/2017,4860,6570,6570
SKU1137,201702,2/13/2017,5490,7830,7650
SKU1137,201702,2/20/2017,4500,3150,3150
SKU1137,201703,2/27/2017,8190,8910,8730
SKU1137,201703,3/6/2017,4770,3870,3870
SKU1137,201703,3/13/2017,7830,7920,7920
SKU1137,201703,3/20/2017,2160,5040,5040
SKU1137,201703,3/27/2017,4680,8280,6930
SKU1137,201704,4/3/2017,9990,8820,8820
SKU1137,201704,4/10/2017,2880,2070,1980
SKU1137,201704,4/17/2017,1800,1980,1980
SKU1137,201704,4/24/2017,7650,11250,11250
SKU1137,201705,5/1/2017,6480,6660,6660
SKU1137,201705,5/8/2017,9270,9450,9450
SKU1137,201705,5/15/2017,8280,5940,5940
SKU1137,201705,5/22/2017,6030,10440,10440
SKU1137,201706,5/29/2017,5490,4410,4230
SKU1137,201706,6/5/2017,6480,7830,7830
SKU1137,201706,6/12/2017,3600,4140,4140
SKU1137,201706,6/19/2017,10170,10800,10620
SKU1137,201706,6/26/2017,3690,6840,5490
SKU1137,201707,7/3/2017,4320,1800,1800
SKU1137,201707,7/10/2017,7200,10800,10800
SKU1137,201707,7/17/2017,6030,3780,3780
SKU1137,201707,7/24/2017,2250,6480,6480
SKU1137,201708,7/31/2017,10440,9810,9630
SKU1137,201708,8/7/2017,7470,6660,6660
SKU1137,201708,8/14/2017,7110,8190,7920
SKU1137,201708,8/21/2017,6030,7650,6300
SKU1137,201709,8/28/2017,3150,8550,8370
SKU1137,201709,9/4/2017,7650,5670,5580
SKU1137,201709,9/11/2017,6030,6030,6030
SKU1137,201709,9/18/2017,6030,4320,4230
SKU1137,201709,9/25/2017,4860,10890,9450
SKU1137,201710,10/2/2017,4410,3240,3240
SKU1137,201710,10/9/2017,3420,5310,3960
SKU1137,201710,10/16/2017,900,3960,3960
SKU1137,201710,10/23/2017,6210,8190,8010
SKU1137,201711,10/30/2017,7740,9450,9360
SKU1137,201711,11/6/2017,8640,7110,5490
SKU1137,201711,11/13/2017,5130,10170,9990
SKU1137,201711,11/20/2017,6120,3780,3690
SKU1137,201712,11/27/2017,3780,7110,7020
SKU1137,201712,12/4/2017,4590,3510,3510
SKU1137,201712,12/11/2017,4860,7830,7740
SKU1137,201712,12/18/2017,4860,5130,5130
SKU1137,201712,12/25/2017,4230,3420,3060
SKU1137,201801,1/1/2018,2250,5400,5310
SKU1137,201801,1/8/2018,10080,7650,7650
SKU1137,201801,1/15/2018,5940,9180,9180
SKU1137,201801,1/22/2018,6660,5670,5580
SKU1137,201802,1/29/2018,7380,11070,10980
SKU1137,201802,2/5/2018,9450,6210,6210
SKU1137,201802,2/12/2018,7110,7290,7200
SKU1137,201802,2/19/2018,3420,4680,4680
SKU1137,201803,2/26/2018,4500,11340,10350
SKU1137,201803,3/5/2018,4680,2250,1890
SKU1137,201803,3/12/2018,4860,6750,6750
SKU1137,201803,3/19/2018,5040,6750,6750
SKU1137,201803,3/26/2018,6120,10350,10350
SKU1137,201804,4/2/2018,7650,1350,1350
SKU1137,201804,4/9/2018,4770,4680,4680
SKU1137,201804,4/16/2018,3150,4950,4950
SKU1137,201804,4/23/2018,6210,6660,6480
SKU1137,201805,4/30/2018,5220,7110,7110
SKU1137,201805,5/7/2018,6030,7650,7650
SKU1137,201805,5/14/2018,4680,4050,3960
SKU1137,201805,5/21/2018,4590,6120,6120
SKU1137,201806,5/28/2018,6210,7020,6750
SKU1137,201806,6/4/2018,6210,5580,5580
SKU1137,201806,6/11/2018,8640,13140,13140
SKU1137,201806,6/18/2018,8460,10350,10350
SKU1137,201806,6/25/2018,3240,5220,5220
SKU1137,201807,7/2/2018,7200,3420,3420
SKU1137,201807,7/9/2018,2790,5400,5400
SKU1137,201807,7/16/2018,5670,6120,6120
SKU1137,201807,7/23/2018,6300,8730,8730
SKU1137,201808,7/30/2018,8550,8910,8910
SKU1137,201808,8/6/2018,8100,9810,9810
SKU1137,201808,8/13/2018,8370,5310,5310
SKU1137,201808,8/20/2018,7650,11070,11070
SKU1137,201809,8/27/2018,6480,4140,3960
SKU1137,201809,9/3/2018,180,1080,990
SKU1137,201809,9/10/2018,3420,6840,6840
SKU1137,201809,9/17/2018,7560,9090,9090
SKU1137,201809,9/24/2018,5940,4410,4410
SKU1137,201810,10/1/2018,8280,7110,7110
SKU1137,201810,10/8/2018,4140,5580,5580
SKU1137,201810,10/15/2018,3690,3870,3870
SKU1137,201810,10/22/2018,2880,4680,4680
SKU1137,201811,10/29/2018,4950,7020,7020
SKU1137,201811,11/5/2018,7830,4860,4860
SKU1137,201811,11/12/2018,4770,6570,6570
SKU1137,201811,11/19/2018,3060,4860,4860
SKU1137,201812,11/26/2018,5760,8730,8730
SKU1137,201812,12/3/2018,4590,10890,10890
SKU1137,201812,12/10/2018,16200,11790,11790
SKU1137,201812,12/17/2018,3690,5490,5490
SKU1137,201812,12/24/2018,4320,1800,1800
SKU1137,201901,12/31/2018,360,10170,6120
SKU1137,201901,1/7/2019,9450,5040,5040
SKU1137,201901,1/14/2019,1710,3780,3780
SKU1137,201901,1/21/2019,5220,4410,4410
SKU1137,201902,1/28/2019,1530,4410,4410
SKU1137,201902,2/4/2019,4500,3240,3240
SKU1137,201902,2/11/2019,3690,6840,6840
SKU1137,201902,2/18/2019,5850,4860,4860
SKU1137,201903,2/25/2019,5670,7920,7830
SKU1137,201903,3/4/2019,4770,2520,2520
SKU1137,201903,3/11/2019,4320,7380,7380
SKU1137,201903,3/18/2019,6030,3690,3600
SKU1137,201903,3/25/2019,3240,5130,5130
SKU1137,201904,4/1/2019,4320,5040,5040
SKU1137,201904,4/8/2019,9900,10440,10440
SKU1137,201904,4/15/2019,4680,7560,7560
SKU1137,201904,4/22/2019,1800,1980,1890
SKU1137,201905,4/29/2019,4950,3960,3870
SKU1137,201905,5/6/2019,1890,3690,3600
SKU1137,201905,5/13/2019,6930,8460,8460
SKU1137,201905,5/20/2019,6480,7380,6660
SKU1137,201906,5/27/2019,6480,8280,8190
SKU1137,201906,6/3/2019,4860,3870,3780
SKU1137,201906,6/10/2019,5580,7470,7470
SKU1137,201906,6/17/2019,5670,7110,6480
SKU1137,201906,6/24/2019,3780,6300,6300
SKU1137,201907,7/1/2019,4140,1440,1440
SKU1137,201907,7/8/2019,6570,8010,8010
SKU1137,201907,7/15/2019,5670,4950,4860
SKU1137,201907,7/22/2019,8730,8100,8100
SKU1137,201908,7/29/2019,1530,4770,4770
SKU1137,201908,8/5/2019,6390,4950,4950
SKU1137,201908,8/12/2019,4320,4590,4590
SKU1137,201908,8/19/2019,4320,6030,5940
SKU1138,201501,1/5/2015,9720,0,0
SKU1138,201501,1/12/2015,8190,0,0
SKU1138,201501,1/19/2015,3870,0,0
SKU1138,201502,1/26/2015,5490,0,0
SKU1138,201502,2/2/2015,8190,0,0
SKU1138,201502,2/9/2015,2970,0,0
SKU1138,201502,2/16/2015,6930,0,0
SKU1138,201503,2/23/2015,2520,0,0
SKU1138,201503,3/2/2015,6210,0,0
SKU1138,201503,3/9/2015,9360,0,0
SKU1138,201503,3/16/2015,10890,0,0
SKU1138,201503,3/23/2015,4770,0,0
SKU1138,201504,3/30/2015,9900,0,0
SKU1138,201504,4/6/2015,1980,0,0
SKU1138,201504,4/13/2015,13050,0,0
SKU1138,201504,4/20/2015,2520,0,0
SKU1138,201505,4/27/2015,9000,0,0
SKU1138,201505,5/4/2015,5580,0,0
SKU1138,201505,5/11/2015,10080,0,0
SKU1138,201505,5/18/2015,5760,0,0
SKU1138,201506,5/25/2015,4860,0,0
SKU1138,201506,6/1/2015,4950,0,0
SKU1138,201506,6/8/2015,8010,0,0
SKU1138,201506,6/15/2015,6750,0,0
SKU1138,201506,6/22/2015,3600,0,0
SKU1138,201507,6/29/2015,14490,0,0
SKU1138,201507,7/6/2015,8010,0,0
SKU1138,201507,7/13/2015,4140,0,0
SKU1138,201507,7/20/2015,9720,0,0
SKU1138,201508,7/27/2015,3960,0,0
SKU1138,201508,8/3/2015,14220,0,0
SKU1138,201508,8/10/2015,4860,0,0
SKU1138,201508,8/17/2015,6390,0,0
SKU1138,201509,8/24/2015,3240,0,0
SKU1138,201509,8/31/2015,10350,0,0
SKU1138,201509,9/7/2015,7380,0,0
SKU1138,201509,9/14/2015,2880,0,0
SKU1138,201509,9/21/2015,9270,0,0
SKU1138,201510,9/28/2015,7020,0,0
SKU1138,201510,10/5/2015,10080,0,0
SKU1138,201510,10/12/2015,3870,0,0
SKU1138,201510,10/19/2015,6480,0,0
SKU1138,201511,10/26/2015,5940,0,0
SKU1138,201511,11/2/2015,7560,0,0
SKU1138,201511,11/9/2015,6120,0,0
SKU1138,201511,11/16/2015,7380,0,0
SKU1138,201512,11/23/2015,7200,0,0
SKU1138,201512,11/30/2015,5310,0,0
SKU1138,201512,12/7/2015,7470,0,0
SKU1138,201512,12/14/2015,8640,0,0
SKU1138,201512,12/21/2015,10080,0,0
SKU1138,201512,12/28/2015,17640,0,0
SKU1138,201601,1/4/2016,14940,0,0
SKU1138,201601,1/11/2016,4860,0,0
SKU1138,201601,1/18/2016,3150,0,0
SKU1138,201601,1/25/2016,2070,0,0
SKU1138,201602,2/1/2016,6390,0,0
SKU1138,201602,2/8/2016,4500,0,0
SKU1138,201602,2/15/2016,3330,0,0
SKU1138,201602,2/22/2016,5850,0,0
SKU1138,201603,2/29/2016,2790,0,0
SKU1138,201603,3/7/2016,3510,0,0
SKU1138,201603,3/14/2016,6840,0,0
SKU1138,201603,3/21/2016,9540,0,0
SKU1138,201603,3/28/2016,5940,0,0
SKU1138,201604,4/4/2016,7110,0,0
SKU1138,201604,4/11/2016,3420,0,0
SKU1138,201604,4/18/2016,6210,0,0
SKU1138,201604,4/25/2016,4590,0,0
SKU1138,201605,5/2/2016,7290,0,0
SKU1138,201605,5/9/2016,9630,0,0
SKU1138,201605,5/16/2016,8640,0,0
SKU1138,201605,5/23/2016,6390,0,0
SKU1138,201606,5/30/2016,6750,0,0
SKU1138,201606,6/6/2016,13230,0,0
SKU1138,201606,6/13/2016,8460,0,0
SKU1138,201606,6/20/2016,10170,0,0
SKU1138,201606,6/27/2016,5940,0,0
SKU1138,201607,7/4/2016,9810,0,0
SKU1138,201607,7/11/2016,3060,0,0
SKU1138,201607,7/18/2016,3600,0,0
SKU1138,201607,7/25/2016,5670,0,0
SKU1138,201608,8/1/2016,3870,0,0
SKU1138,201608,8/8/2016,9990,0,0
SKU1138,201608,8/15/2016,6930,0,0
SKU1138,201608,8/22/2016,6390,0,0
SKU1138,201609,8/29/2016,8280,0,0
SKU1138,201609,9/5/2016,6210,0,0
SKU1138,201609,9/12/2016,2250,0,0
SKU1138,201609,9/19/2016,8550,0,0
SKU1138,201609,9/26/2016,12150,0,0
SKU1138,201610,10/3/2016,1980,0,0
SKU1138,201610,10/10/2016,5760,0,0
SKU1138,201610,10/17/2016,6120,0,0
SKU1138,201610,10/24/2016,4320,0,0
SKU1138,201611,10/31/2016,9180,0,0
SKU1138,201611,11/7/2016,7470,0,0
SKU1138,201611,11/14/2016,13050,0,0
SKU1138,201611,11/21/2016,6120,0,0
SKU1138,201612,11/28/2016,3150,0,0
SKU1138,201612,12/5/2016,10350,0,0
SKU1138,201612,12/12/2016,10080,0,0
SKU1138,201612,12/19/2016,6390,0,0
SKU1138,201612,12/26/2016,4500,0,0
SKU1138,201701,1/2/2017,5850,2790,2790
SKU1138,201701,1/9/2017,4860,7020,6660
SKU1138,201701,1/16/2017,15390,9990,8640
SKU1138,201701,1/23/2017,6750,7470,7470
SKU1138,201702,1/30/2017,6840,8550,8550
SKU1138,201702,2/6/2017,7380,6570,6570
SKU1138,201702,2/13/2017,3600,6840,6750
SKU1138,201702,2/20/2017,5850,3690,3690
SKU1138,201703,2/27/2017,6480,7830,7830
