Month,Year,Quarter,Beer production(kHL),Beer price($/litre),Output of Beer(),Output of Liquor(),Output of Soft Drinks(),Output of Wine(),Nominal Cider/Perry Price($/litre),Nominal RTD/High Strength Pre-Mixes Price(),Nominal Wine Price($/litre),Nominal Spirits Price($/litre),Cider/Perry Volume(kL),RTD/High Strength Pre-Mixes Volume(),Wine Volume(kL),Spirits Volume(kL),Unemployment rate(%),Unemployment Female %(%),Unemployment Male %(%),Employment rate(%),Employment Male %(%),Employment Female %(%),Employment PMI(),Employment to population ratio 15+ (ILOpct)/(NBSpct)(%),Manufacturing Production Index(),Manufacturing Import Index(),Manufacturing Employment Index(),Non-Manufacturing Business Index(),Non-Manufacturing Employment Index(),Money Supply(Index),Currency in Circulation(AUD $m),Retail Price Index(),Happiness Index(),Customs and import tax($m AUD),Taxes on goods and services($m AUD),"Total Excise (Beer, Tobacco, etc.)($m AUD)",Wine Equalistaion Tax($m AUD),Export taxes(),Global events(),Festivals(),Holiday flags(),No. of festive days in the month(),No.of working days(),Number of Tourists 1wk<(persons),Number of Tourists 1-2 wks(persons),Number of Tourists 2wks-1mth(persons),Number of Tourists 1-2mths(persons),Number of Tourists 2-3mths(persons),Number of Tourists 3-6mths(persons),Number of Tourists 6-12mths(persons),"Season (Summer, spring, autumn, winter) flags(flag)",Temperature(),Precipitation(),Foggy Days(),Hail Days(),Rainy Days(),Thunderstorm Days(),Event Count(),Natural calamities(),Barley production(),Hops production(),Milled Rice production(),Wheat production(),Paddy production(),Flavor(),Consumer confidence(),"Attitudinal measures e.g. health, social etc.()",Total Advertising Spend(),"System Shocks - RTD tax, CDS, GST, Sydney LockOut Laws etc.(Flag)",Elections(Flag),PMI(Index)
09-01-2012,2012,Q3,1290.272206,4.90497,,,,,7.905922,,,,3733.721924,,,,0.054525936,0.05201869,0.05665281,0.620836043,0.679764168,0.563529055,,0.650758592,,,,,,120.287,55064.40813,,,598.26,3075.57,1985.962,46.219,,0,0,0,0,20,106400,263200,286200,132100,26500,20200,8900,1,,,,,,,,,,,,,,,,,,0,0,43
10-01-2012,2012,Q4,1461.46163,5.020857,,,,,8.2163,,,,3688.771484,,,,0.051815057,0.052262651,0.051438075,0.61719179,0.679806016,0.556302678,,0.650774166,,,,,,120.7762,55349.74819,,,749.774,5962.887,2566.727,44.186,,0,0,0,1,22,110000,233500,182500,68800,20500,18600,7700,1,,,,,,,,,,,,,,,,,,0,0,42.79
11-01-2012,2012,Q4,1659.064149,5.042775,,,,,8.031177,,,,4246.935547,,,,0.049210606,0.048477421,0.049829585,0.614827036,0.675776209,0.555559588,,0.650874056,,,,,,121.2896,56541.02445,,,843.64,4701.555,2060.273,70.491,,0,1,0,0,22,118500,197400,156100,86500,45300,27600,9600,1,,,,,,,,,,,,,,,,,,0,0,44.3
12-01-2012,2012,Q4,1762.816821,5.080619,,,,,8.091842,,,,6879.890625,,,,0.052422048,0.052736837,0.052157824,0.621680987,0.68576817,0.559364679,,0.651015452,,,,,,121.8718,58981.69556,,,762.618,3082.165,2389.045,86.898,,0,1,1,4,17,73900,208700,327300,225500,43200,19400,9800,2,,,,,,,,,,,,,,,,,,0,0,44.27
01-01-2013,2013,Q1,1515.563794,5.023071,,,,,8.060044,,,,4939.512207,,,,0.057991104,0.057178514,0.058669921,0.609052788,0.672664171,0.547205711,,0.651115868,,,,,,122.5833,56585.46109,,,736.944,1600.49,2131.97,71.356,,1,1,1,2,21,77400,207700,188000,75100,19000,19300,19400,2,,,,,,,,,,,,,,,,,,0,0,40.24
02-01-2013,2013,Q1,1442.783329,5.140272,,,,,8.224159,,,,3799.797363,,,,0.060858374,0.061993896,0.059899833,0.61446577,0.676630163,0.554032138,,0.651172274,,,,,,123.0199,56160.54127,,,580.043,7245.369,1859.63,70.543,,0,0,0,0,20,87500,168200,145800,58100,13800,14300,12800,2,,,,,,,,,,,,,,,,,,0,0,45.6
03-01-2013,2013,Q1,1494.53245,5.077154,,,,,8.235118,,,,4351.379395,,,,0.059640261,0.059940319,0.059386011,0.614076395,0.674563162,0.555279933,,0.651125836,,,,,,123.598,57275.21901,,,617.293,3018.143,1874.085,48.71,,1,1,1,1,20,121600,223900,203400,84700,17600,18900,12300,3,,,,,,,,,,,,,,,,,,0,0,44.4
04-01-2013,2013,Q2,1198.571522,5.018964,,,,,8.276952,,,,3424.300049,,,,0.056088367,0.057343191,0.055022502,0.615639256,0.676081675,0.556882883,,0.650875781,,,,,,124.5521,56540.13176,,,593.493,5797.923,2342.749,89.426,,0,0,0,3,19,107700,226600,202600,95900,22900,22300,18100,3,,,,,,,,,,,,,,,,,,0,0,36.7
05-01-2013,2013,Q2,1415.179078,4.97315,,,,,8.02278,,,,3134.721924,,,,0.055572246,0.056133873,0.055097999,0.615376794,0.677183819,0.555291148,,0.650384177,,,,,,125.5426,56628.73048,,,706.331,4748.945,2099.006,44.839,,0,0,0,0,23,106200,201900,198300,127300,32900,31900,12100,3,,,,,,,,,,,,,,,,,,0,0,43.79
06-01-2013,2013,Q2,1170.703381,4.997081,,,,,8.130215,,,,2988.445313,,,,0.055292169,0.05478507,0.055720352,0.614609136,0.675689992,0.55522641,,0.649801572,,,,,,126.3188,56943.38072,,,654.902,2229.56,2068.742,47.839,,0,0,0,1,19,100500,220900,273200,171700,37000,29700,11100,4,,,,,,,,,,,,,,,,,,0,0,49.64
07-01-2013,2013,Q3,1399.530637,4.868937,,,,,7.809191,,,,3218.198486,,,,0.053295885,0.052293176,0.054140751,0.613128129,0.674485984,0.553487188,,0.649192633,,,,,,126.6947,57691.19359,,,725.929,5150.699,2398.975,63.368,,0,0,0,0,23,98300,247400,210700,124500,35500,24300,12800,4,,,,,,,,,,,,,,,,,,0,0,41.97
08-01-2013,2013,Q3,1199.030512,5.06589,,,,,8.098211,,,,3312.047852,,,,0.056459539,0.055569968,0.057212104,0.605982755,0.665523429,0.548119041,,0.648490779,,,,,,126.8645,58282.01999,,,729.108,4897.964,1951.228,51.49,,0,0,0,0,22,110100,215000,204200,131700,30500,25300,12700,4,,,,,,,,,,,,,,,,,,0,0,46.4
09-01-2013,2013,Q3,1285.699875,5.039227,,,,,8.138353,,,,3821.843018,,,,0.056604765,0.056067334,0.057062183,0.6146133,0.673404219,0.55748884,,0.647644059,,,,,,127.3173,58625.33536,,,734.725,1841.434,2491.622,50.75,,0,0,0,0,21,116800,280200,296000,148100,23500,18700,9600,1,,,,,,,,,,,,,,,,,,0,1,51.66
10-01-2013,2013,Q4,1574.435691,5.108886,,,,,8.35214,,,,4344.773438,,,,0.055865277,0.053494906,0.057873018,0.610970657,0.669938298,0.553698028,,0.646778789,,,,,,128.2188,59097.3521,,,823.741,6519.266,1921.289,51.671,,0,0,0,1,22,124500,236100,192100,78100,19900,19800,8700,1,,,,,,,,,,,,,,,,,,0,0,53.16
11-01-2013,2013,Q4,1576.22275,5.108555,,,,,8.104479,,,,4525.069824,,,,0.054269627,0.052373957,0.055876651,0.608389831,0.667272504,0.551223038,,0.646106023,,,,,,129.1325,59292.47747,,,796.518,5330.105,2204.139,88.048,,0,1,0,0,21,121200,217900,164200,99300,45300,25500,9700,1,,,,,,,,,,,,,,,,,,0,0,47.72
12-01-2013,2013,Q4,1897.742974,5.137767,,,,,7.737413,,,,8368.519531,,,,0.05675152,0.054909776,0.058309224,0.612618607,0.672794916,0.554219758,,0.645689507,,,,,,130.1513,63018.06969,,,834.02,3061.992,2574.626,81.403,,0,1,1,4,18,87500,229300,362200,238100,43600,19100,10900,2,,,,,,,,,,,,,,,,,,0,0,47.6
01-01-2014,2014,Q1,1431.416965,5.13926,,,,,7.909753,,,,5814.73584,,,,0.063764851,0.064115434,0.06346941,0.600218464,0.661534,0.540706989,,0.645532058,,,,,,131.0204,60638.51291,,,843.145,2884.92,1730.105,88.865,,1,1,1,2,21,86400,220900,215500,84700,20000,18100,19800,2,,,,,,,,,,,,,,,,,,0,0,46.7
02-01-2014,2014,Q1,1295.234895,5.188815,,,,,8.032137,,,,4472.916016,,,,0.06802136,0.07236307,0.064340266,0.606661617,0.669162079,0.545993168,,0.645607768,,,,,,131.6592,60168.12208,,,730.914,7372.303,1852.129,80.976,,0,0,0,0,20,108100,176900,152300,56500,14600,15000,12400,2,,,,,,,,,,,,,,,,,,1,0,48.63
03-01-2014,2014,Q1,1298.673707,5.218802,,,,,7.704807,,,,4647.788574,,,,0.062333622,0.066427572,0.058834734,0.609397234,0.669528054,0.551022113,,0.645889871,,,,,,132.302,60263.17252,,,620.104,3232.048,2395.84,60.686,,1,0,0,1,20,121200,210000,175900,78500,20400,18000,12100,3,,,,,,,,,,,,,,,,,,0,0,47.89
04-01-2014,2014,Q2,1500.886595,5.181195,,,,,7.428785,,,20.11714,4874.59668,,30117.68945,22256.65039,0.058187655,0.059375053,0.05717954,0.609793611,0.670249992,0.551106925,,0.646244721,,,,,,133.0742,61487.31347,,,726.665,5929.157,1965.979,65.046,,0,1,1,3,19,112200,281700,251200,102800,23900,21100,14600,3,,,,,,,,,,,,,,,,,,0,0,44.78
05-01-2014,2014,Q2,1255.636159,5.22793,,,,,7.259985,,,20.247948,4114.753906,,30427.5332,20680.2207,0.058467534,0.060700112,0.056558517,0.609140117,0.668008785,0.551999131,,0.646548727,,,,,,133.8786,60666.58389,,,902.448,5213.348,1951.169,79.739,,0,0,0,0,22,116700,212100,200700,127700,29300,31300,12800,3,,,,,,,,,,,,,,,,,,0,0,49.22
06-01-2014,2014,Q2,1248.203353,5.172277,,,,,7.598876,,,19.993158,3471.268799,,29965.04688,21596.22852,0.058786433,0.058733214,0.058831823,0.608558245,0.66679758,0.552032396,,0.646693192,,,,,,134.7883,60777.50076,,,814.683,4283.764,2209.899,63.958,,0,0,0,1,20,106500,235700,274900,175300,40700,30600,10600,4,,,,,,,,,,,,,,,,,,0,0,48.91
07-01-2014,2014,Q3,1295.34551,5.237213,,,,,7.208424,,,19.888559,3893.320557,,30473.02539,22673.70508,0.060333093,0.0594251,0.061105381,0.607152008,0.665634299,0.550398619,,0.646666618,,,,,,135.7666,61336.35923,,,828.279,5919.544,1989.049,56.482,,0,0,0,0,23,107300,246400,224800,135400,35500,24900,13100,4,,,,,,,,,,,,,,,,,,0,0,50.66
08-01-2014,2014,Q3,1273.485672,5.329849,,,,,7.504777,,,20.451163,3914.160156,,29695.625,21626.35742,0.05960849,0.059270297,0.059898054,0.608059599,0.664984483,0.552825367,,0.646486913,,,,,,136.6681,61660.51029,,,773.501,4512.836,1930.917,64.065,,0,0,0,0,21,119400,222000,213000,140100,32200,25200,14900,4,,,,,,,,,,,,,,,,,,0,0,47.62
09-01-2014,2014,Q3,1338.542127,5.276718,,,,,7.239272,,,19.45517,4706.96582,,29018.39648,23602.55273,0.060776344,0.061103635,0.060496775,0.605233323,0.663063815,0.549128457,,0.646216213,,,,,,137.6101,62152.31457,,,688.383,2783.145,2169.768,54.713,,0,0,0,0,22,123600,281000,299600,142400,24900,20000,8600,1,,,,,,,,,,,,,,,,,,0,0,46.67
10-01-2014,2014,Q4,1439.808765,5.21478,,,,,7.353648,,,19.689571,5273.16748,,30660.95898,23261.28906,0.061039023,0.061415481,0.060718063,0.605406959,0.663913708,0.548654924,,0.646004553,,,,,,138.3539,62955.56593,,,692.966,6258.493,1780.174,51.272,,0,0,0,1,22,131100,252500,203100,75900,18600,17200,8700,1,,,,,,,,,,,,,,,,,,0,0,49.42
11-01-2014,2014,Q4,1584.612492,5.24958,,,,,7.175678,,,20.105097,5894.780762,,29993.91992,24245.79492,0.058769606,0.057489139,0.059852726,0.606351861,0.666421787,0.548092808,,0.645993383,,,,,,138.831,63335.28565,,,949.25,5792.75,1920.497,82.26,,0,1,0,0,20,129100,220400,171500,95000,44100,27200,9600,1,,,,,,,,,,,,,,,,,,0,0,50.08
12-01-2014,2014,Q4,1810.307154,5.234837,,,,,7.06612,,,21.666066,8221.240234,,36521.41406,31310.13086,0.058807459,0.059497915,0.058219007,0.612576979,0.672188091,0.554771896,,0.646258529,,,,,,139.5789,66854.28817,,,1099.44,2995.071,2498.425,73.005,,0,1,1,4,19,88500,238800,383500,242600,41300,19000,11100,2,,,,,,,,,,,,,,,,,,0,0,46.91
01-01-2015,2015,Q1,1662.501069,5.311258,,,,,7.039464,,,19.908649,6751.506836,,28322.38867,23078.16406,0.068031408,0.066904659,0.068980914,0.598692452,0.659313575,0.539913953,,0.646681452,,,,,,140.3066,64652.78822,,,928.528,2882.493,1689.255,85.365,,1,1,1,2,20,91300,242700,223500,77900,20200,21400,19300,2,,,,,,,,,,,,,,,,,,0,0,49
02-01-2015,2015,Q1,1055.452127,5.338695,,,,,7.41193,,,20.237461,4800.82373,,26407.66797,18867.70313,0.066666617,0.067879861,0.065634858,0.611160201,0.671697226,0.552469326,,0.647116037,,,,,,141.2485,64546.20159,,,792.49,5968.887,1895.574,87.73,,0,0,0,0,20,102400,186900,168600,59000,14100,14900,11200,2,,,,,,,,,,,,,,,,,,0,0,45.41
03-01-2015,2015,Q1,1572.300884,5.264642,,,,,7.025076,,,20.56303,5838.048828,,29972.01563,22217.52148,0.064699926,0.066270861,0.063365081,0.608905929,0.669722388,0.549950169,,0.647509634,,,,,,142.3118,66097.07307,,,947.479,5111.984,2234.198,61.91,,1,0,0,1,21,125800,228300,220700,91400,22100,20000,14900,3,,,,,,,,,,,,,,,,,,0,0,46.29
04-01-2015,2015,Q2,1261.277434,5.257238,,,,,7.206573,,,20.999857,4648.291504,,28710.42188,20172.97656,0.061359426,0.062320357,0.06054066,0.608869373,0.668507003,0.551063443,,0.647866674,,,,,,142.999,65170.01958,,,981.302,5891.65,1685.499,70.895,,0,1,1,3,19,126200,255100,220700,97700,24700,23100,15400,3,,,,,,,,,,,,,,,,,,0,0,48.04
05-01-2015,2015,Q2,1093.949577,5.285446,,,,,7.294693,,,21.209087,3869.096191,,29803.73828,20004.81445,0.058434693,0.05910293,0.057862808,0.611911838,0.670349546,0.555275582,,0.648199255,,,,,,143.3346,65061.01569,,,1068.403,5444.754,1777.627,71.69,,0,0,0,0,21,116700,221100,211600,122900,29900,33900,11700,3,,,,,,,,,,,,,,,,,,0,0,52.29
06-01-2015,2015,Q2,1288.687455,5.277982,,,,,7.251835,,,20.877563,3821.160645,,30001.26758,20646.12695,0.058532292,0.058454116,0.058599337,0.609802277,0.666976935,0.55439693,,0.648613679,,,,,,143.8803,65481.41358,,,1133.979,2900.393,2116.017,68.613,,0,0,0,1,21,115900,248000,291000,172200,35300,27100,9800,4,,,,,,,,,,,,,,,,,,0,0,44.2
07-01-2015,2015,Q3,1421.229635,5.336405,,,,,7.19883,,,20.779365,3927.002686,,30623.44531,21896.32031,0.061572155,0.063145099,0.060220501,0.609465413,0.667005872,0.553705318,,0.649147751,,,,,,145.0163,66759.42528,,,1137.387,5990.16,1717.174,68.998,,0,0,0,0,23,104200,251700,236200,148000,40600,27500,14600,4,,,,,,,,,,,,,,,,,,0,0,50.4
08-01-2015,2015,Q3,1318.693795,5.45988,,,,,7.301922,,,21.04597,4149.035645,,29655.69141,21944.52539,0.061138048,0.059720753,0.06235543,0.605673052,0.661172107,0.551890804,,0.649791483,,,,,,145.6591,67129.79413,,,464.393,4442.22,2202.792,51.549,,0,0,0,0,21,117600,226900,222800,138300,29800,22200,14300,4,,,,,,,,,,,,,,,,,,0,0,51.7
09-01-2015,2015,Q3,1331.707548,5.44094,,,,,7.305662,,,20.192628,4926.485352,,28849.73242,23283.26367,0.060218157,0.058429576,0.061754191,0.608489394,0.66407303,0.55462495,,0.650413991,,,,,,146.1847,68055.99959,,,688.383,2783.145,2169.768,54.713,,0,0,0,0,22,122500,298700,314000,142700,24800,19500,10800,1,,,,,,,,,,,,,,,,,,0,0,52.1
10-01-2015,2015,Q4,1485.756646,5.450193,,,,,7.227511,,,20.393347,6009.441895,,31069.29492,23600.86328,0.056909792,0.055880702,0.057795969,0.612641329,0.668259889,0.558747294,,0.650841876,,,,,,146.9124,68409.91013,,,1816.645,7253.778,1214.704,71.68,,0,0,0,1,21,136500,270100,217200,82200,19500,19100,9000,1,,,,,,,,,,,,,,,,,,0,0,50.2
11-01-2015,2015,Q4,1571.134384,5.380057,,,,,7.33812,,,21.239914,5715.966797,,31261.45898,23568.55078,0.054678273,0.055036813,0.054366484,0.6155553,0.66927007,0.563510101,,0.650972551,,,,,,147.729,69018.12488,,,1134.293,6184.472,1940.779,80.207,,0,1,0,0,21,126600,226600,178700,93100,43700,25100,9400,1,,,,,,,,,,,,,,,,,,0,0,52.5
12-01-2015,2015,Q4,1965.386745,5.331635,,,,,7.08961,,,22.018302,9691.773438,,37686.21875,32342.85742,0.05537113,0.055626745,0.055149932,0.619432695,0.674982916,0.565613434,,0.650784581,,,,,,148.3071,71923.85807,,,1577.379,3100.665,1773.823,95.118,,0,1,1,4,19,92400,252000,412600,260700,41600,17500,10700,2,,,,,,,,,,,,,,,,,,0,0,51.9
01-01-2016,2016,Q1,1468.391614,5.418089,,,,,7.034907,,,20.931255,7446.802246,,28445.07813,21948.79102,0.064919949,0.064063092,0.06565087,0.604783588,0.662739355,0.54863513,,0.6503188,,,,,,148.861,69985.5619,,,1068.625,3115.286,1553.246,101.445,,1,1,1,2,19,92800,261300,239400,90700,21200,21200,21600,2,,,,,,,,,,,,,,,,,,0,0,51.5
02-01-2016,2016,Q1,1202.601797,5.514639,,,,,7.178149,,,21.218498,5719.373535,,27280.66797,18778.33789,0.061811104,0.064252819,0.059696181,0.614743935,0.670953147,0.56028898,,0.649715942,,,,,,149.5846,69591.43857,,,1246.348,8497.372,1959.563,86.001,,0,0,0,0,21,111000,200200,168600,58800,15100,15800,12400,2,,,,,,,,,,,,,,,,,,0,0,53.5
03-01-2016,2016,Q1,1493.370473,5.401196,,,,,7.095497,,,21.063474,6374.451172,,31079.2207,22630.64453,0.060066905,0.061356392,0.058951655,0.61224395,0.667980494,0.558248218,,0.649154244,,,,,,150.5023,70406.92106,,,952.386,3230.71,1706.278,50.946,,1,1,1,1,22,141600,256200,227100,93000,20100,20700,14700,3,,,,,,,,,,,,,,,,,,0,0,58.1
04-01-2016,2016,Q2,1276.321496,5.43123,,,,,7.208191,,,21.389596,4985.371582,,29460.55078,20332.82031,0.056803332,0.058777128,0.055087747,0.612635694,0.667302995,0.559677729,,0.648776452,,,,,,151.3432,69947.14941,,,987.906,6591.733,1625.351,67.73,,0,0,0,3,18,128700,265700,241200,97600,22200,21100,14800,3,,,,,,,,,,,,,,,,,,0,0,53.4
05-01-2016,2016,Q2,1217.321543,5.402428,,,,,7.286307,,,21.712621,4260.137207,,31210.2207,20344.9082,0.056408533,0.057776114,0.055222543,0.613591354,0.668684896,0.560222557,,0.64846005,,,,,,151.606,69907.35311,,,1393.021,5532.725,2006.499,76.019,,0,0,0,0,22,123600,232600,220800,115400,28900,29800,13500,3,,,,,,,,,,,,,,,,,,0,0,51
06-01-2016,2016,Q2,1182.128779,5.409429,,,,,7.065513,,,21.707529,4348.333984,,30886.74023,20370.09961,0.055596431,0.058612851,0.052964029,0.61243621,0.666505156,0.560061909,,0.648008813,,,,,,152.2892,70208.75743,,,1579.234,3589.734,1755.023,78.594,,0,0,0,1,21,121400,264200,316200,173300,39300,27300,11100,4,,,,,,,,,,,,,,,,,,0,0,51.8
07-01-2016,2016,Q3,1395.204644,5.452874,,,,,7.037631,,,21.567806,4514.666504,,31457.19531,21559.42969,0.055941661,0.056785546,0.0552095,0.611643325,0.66613633,0.558861628,,0.647381135,,,,,,153.4778,70620.47086,,,977.964,5794.85,1595.605,66.597,,0,0,0,0,21,114500,281800,271000,143600,37700,28200,13800,4,,,,,,,,,,,,,,,,,,0,1,56.4
08-01-2016,2016,Q3,1231.507862,5.539467,,,,,7.182502,,,21.583081,4525.419922,,30639.72852,21980.99805,0.056273429,0.056069573,0.056449787,0.606007496,0.660269842,0.553452772,,0.646672118,,,,,,154.3833,70869.85116,,,1557.614,5782.142,2013.296,56.936,,0,0,0,0,23,125400,241600,232600,140700,30100,23300,14700,4,,,,,,,,,,,,,,,,,,0,0,46.9
09-01-2016,2016,Q3,1377.947097,5.491713,,,,,6.963648,,,20.604967,5508.996582,,30328.93359,23378.80273,0.055236234,0.054389499,0.055971888,0.607187509,0.659875366,0.556161009,,0.645971378,,,,,,154.7229,71929.35154,,,674.194,2904.074,1631.487,58.249,,0,0,0,0,22,133500,318700,330900,138500,22500,21500,9600,1,,,,,,,,,,,,,,,,,,0,0,49.8
10-01-2016,2016,Q4,1439.062829,5.519476,,,,,6.771505,,,21.08617,6470.666504,,31345.41406,22810.20313,0.053549979,0.053226094,0.053830513,0.60860196,0.662694568,0.556217934,,0.645537691,,,,,,155.4385,72084.47758,,,821.228,6540.934,2051.612,57.218,,0,0,0,1,20,139100,273100,236600,80500,21200,18500,10500,1,,,,,,,,,,,,,,,,,,0,0,50.9
11-01-2016,2016,Q4,1594.208192,5.516559,,,,,6.814029,,,21.635967,6896.246582,,31937.38672,23865.53711,0.053842662,0.053814301,0.053867363,0.611192229,0.664014265,0.560041463,,0.64548248,,,,,,156.7523,72959.36675,,,1009.132,6385.854,1809.081,75.219,,0,1,0,0,22,130600,237600,191000,97400,42900,26500,8400,1,,,,,,,,,,,,,,,,,,0,0,54.2
12-01-2016,2016,Q4,1935.742292,5.423448,,,,,6.792265,,,22.618534,10597.01758,,37977.73828,32322.92578,0.056325865,0.055449072,0.057085828,0.615027487,0.669171402,0.562599531,,0.645737996,,,,,,157.8358,75839.55096,,,1579.527,3403.389,1871.976,92.844,,0,1,1,4,18,97000,278600,427000,258400,42300,16900,7700,2,,,,,,,,,,,,,,,,,,0,0,55.4
01-01-2017,2017,Q1,1599.184316,5.491294,,,,,6.656209,,,21.237539,8442.026367,,27970.9082,21374,0.061502943,0.062757551,0.060414787,0.600548074,0.654514286,0.548294261,,0.646100121,,,,,,158.988,74027.32911,,,1233.542,3077.665,1953.067,91.643,,1,1,1,2,20,92100,262000,264400,93700,20800,20900,17400,2,,,,,,,,,,,,,,,,,,0,0,51.2
02-01-2017,2017,Q1,1176.884,5.634049,,,,,6.879603,,,21.401733,5967.420898,,26966.25781,18834.85742,0.063566027,0.066034156,0.061425318,0.610385452,0.665992564,0.556544909,,0.64646829,,,,,,160.0391,73136.02849,,,,,,,,0,0,0,0,20,,,,,,,,2,,,,,,,,,,,,,,,,,,0,0,59.3
03-01-2017,2017,Q1,,5.604123,,,,,6.793214,,,21.1706,6314.208496,,31087.91797,22202.47656,0.062241344,0.06534189,0.059537176,0.610213551,0.66449971,0.557653908,,0.646868827,,,,,,,,,,,,,,,1,0,0,1,22,,,,,,,,3,,,,,,,,,,,,,,,,,,0,0,57.5
04-01-2017,2017,Q2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,3,17,,,,,,,,3,,,,,,,,,,,,,,,,,,0,0,
05-01-2017,2017,Q2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,23,,,,,,,,3,,,,,,,,,,,,,,,,,,0,0,
06-01-2017,2017,Q2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,21,,,,,,,,4,,,,,,,,,,,,,,,,,,0,0,
07-01-2017,2017,Q3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,21,,,,,,,,4,,,,,,,,,,,,,,,,,,0,0,
08-01-2017,2017,Q3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,23,,,,,,,,4,,,,,,,,,,,,,,,,,,0,0,
09-01-2017,2017,Q3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,21,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
10-01-2017,2017,Q4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,21,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
11-01-2017,2017,Q4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,22,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
12-01-2017,2017,Q4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,4,17,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
