year,Month,Quarter,Beer price,Beer production,Output of Beer,Output of Liquor,Output of Soft Drinks,Output of Wine,Nominal Cider/Perry Price,Nominal RTD/High Strength Pre-Mixes Price,Nominal Wine Price,Nominal Spirits Price,Cider/Perry Volume,RTD/High Strength Pre-Mixes Volume,Wine Volume,Spirits Volume,Unemployment rate,Unemployment Female %,Unemployment Male %,Employment rate,Employment Male %,Employment Female %,Employment PMI,Employment to population ratio 15+ (ILOpct)/(NBSpct),Manufacturing Production Index,Manufacturing Import Index,Manufacturing Employment Index,Non-Manufacturing Business Index,Non-Manufacturing Employment Index,Money Supply,Currency in Circulation,Retail Price Index,Happiness Index,Customs and import tax,Taxes on goods and services,"Total Excise (Beer, Tobacco, etc.)",Wine Equalistaion Tax,Export taxes,Global events,Festivals,Holiday flags,No. of festive days in the month,No.of working days,Number of Tourists 1wk<,Number of Tourists 1-2 wks,Number of Tourists 2wks-1mth,Number of Tourists 1-2mths,Number of Tourists 2-3mths,Number of Tourists 3-6mths,Number of Tourists 6-12mths,"Season (Summer, spring, autumn, winter) flags",Temperature,Precipitation,Foggy Days,Hail Days,Rainy Days,Thunderstorm Days,Event Count,Natural calamities,Barley production,Hops production,Milled Rice production,Wheat production,Paddy production,Flavor,Consumer confidence,"Attitudinal measures e.g. health, social etc.",Total Advertising Spend,"System Shocks - RTD tax, CDS, GST, Sydney LockOut Laws etc.",Elections,PMI,Weighted Temp
2014,07-01-2014,Q3,5.237213,1295.34551,,,,,7.208424,,,19.888559,3893.320557,,30473.02539,22673.70508,0.060333093,0.0594251,0.061105381,0.607152008,0.665634299,0.550398619,,0.646666618,,,,,,135.7666,61336.35923,,,828.279,5919.544,1989.049,56.482,,0,0,0,0,23,107300,246400,224800,135400,35500,24900,13100,4,,,,,,,,,,,,,,,,,,0,0,50.66,17.60291011
2014,08-01-2014,Q3,5.329849,1273.485672,,,,,7.504777,,,20.451163,3914.160156,,29695.625,21626.35742,0.05960849,0.059270297,0.059898054,0.608059599,0.664984483,0.552825367,,0.646486913,,,,,,136.6681,61660.51029,,,773.501,4512.836,1930.917,64.065,,0,0,0,0,21,119400,222000,213000,140100,32200,25200,14900,4,,,,,,,,,,,,,,,,,,0,0,47.62,18.30233398
2014,09-01-2014,Q3,5.276718,1338.542127,,,,,7.239272,,,19.45517,4706.96582,,29018.39648,23602.55273,0.060776344,0.061103635,0.060496775,0.605233323,0.663063815,0.549128457,,0.646216213,,,,,,137.6101,62152.31457,,,688.383,2783.145,2169.768,54.713,,0,0,0,0,22,123600,281000,299600,142400,24900,20000,8600,1,,,,,,,,,,,,,,,,,,0,0,46.67,21.26273116
2014,10-01-2014,Q4,5.21478,1439.808765,,,,,7.353648,,,19.689571,5273.16748,,30660.95898,23261.28906,0.061039023,0.061415481,0.060718063,0.605406959,0.663913708,0.548654924,,0.646004553,,,,,,138.3539,62955.56593,,,692.966,6258.493,1780.174,51.272,,0,0,0,1,22,131100,252500,203100,75900,18600,17200,8700,1,,,,,,,,,,,,,,,,,,0,0,49.42,24.82416984
2014,11-01-2014,Q4,5.24958,1584.612492,,,,,7.175678,,,20.105097,5894.780762,,29993.91992,24245.79492,0.058769606,0.057489139,0.059852726,0.606351861,0.666421787,0.548092808,,0.645993383,,,,,,138.831,63335.28565,,,949.25,5792.75,1920.497,82.26,,0,1,0,0,20,129100,220400,171500,95000,44100,27200,9600,1,,,,,,,,,,,,,,,,,,0,0,50.08,26.52780726
2014,12-01-2014,Q4,5.234837,1810.307154,,,,,7.06612,,,21.666066,8221.240234,,36521.41406,31310.13086,0.058807459,0.059497915,0.058219007,0.612576979,0.672188091,0.554771896,,0.646258529,,,,,,139.5789,66854.28817,,,1099.44,2995.071,2498.425,73.005,,0,1,1,4,19,88500,238800,383500,242600,41300,19000,11100,2,,,,,,,,,,,,,,,,,,0,0,46.91,27.17000403
2015,01-01-2015,Q1,5.311258,1662.501069,,,,,7.039464,,,19.908649,6751.506836,,28322.38867,23078.16406,0.068031408,0.066904659,0.068980914,0.598692452,0.659313575,0.539913953,,0.646681452,,,,,,140.3066,64652.78822,,,928.528,2882.493,1689.255,85.365,,1,1,1,2,20,91300,242700,223500,77900,20200,21400,19300,2,,,,,,,,,,,,,,,,,,0,0,49,28.65989269
2015,02-01-2015,Q1,5.338695,1055.452127,,,,,7.41193,,,20.237461,4800.82373,,26407.66797,18867.70313,0.066666617,0.067879861,0.065634858,0.611160201,0.671697226,0.552469326,,0.647116037,,,,,,141.2485,64546.20159,,,792.49,5968.887,1895.574,87.73,,0,0,0,0,20,102400,186900,168600,59000,14100,14900,11200,2,,,,,,,,,,,,,,,,,,0,0,45.41,28.50276611
2015,03-01-2015,Q1,5.264642,1572.300884,,,,,7.025076,,,20.56303,5838.048828,,29972.01563,22217.52148,0.064699926,0.066270861,0.063365081,0.608905929,0.669722388,0.549950169,,0.647509634,,,,,,142.3118,66097.07307,,,947.479,5111.984,2234.198,61.91,,1,0,0,1,21,125800,228300,220700,91400,22100,20000,14900,3,,,,,,,,,,,,,,,,,,0,0,46.29,26.53696821
2015,04-01-2015,Q2,5.257238,1261.277434,,,,,7.206573,,,20.999857,4648.291504,,28710.42188,20172.97656,0.061359426,0.062320357,0.06054066,0.608869373,0.668507003,0.551063443,,0.647866674,,,,,,142.999,65170.01958,,,981.302,5891.65,1685.499,70.895,,0,1,1,3,19,126200,255100,220700,97700,24700,23100,15400,3,,,,,,,,,,,,,,,,,,0,0,48.04,22.38347735
2015,05-01-2015,Q2,5.285446,1093.949577,,,,,7.294693,,,21.209087,3869.096191,,29803.73828,20004.81445,0.058434693,0.05910293,0.057862808,0.611911838,0.670349546,0.555275582,,0.648199255,,,,,,143.3346,65061.01569,,,1068.403,5444.754,1777.627,71.69,,0,0,0,0,21,116700,221100,211600,122900,29900,33900,11700,3,,,,,,,,,,,,,,,,,,0,0,52.29,19.85675948
2015,06-01-2015,Q2,5.277982,1288.687455,,,,,7.251835,,,20.877563,3821.160645,,30001.26758,20646.12695,0.058532292,0.058454116,0.058599337,0.609802277,0.666976935,0.55439693,,0.648613679,,,,,,143.8803,65481.41358,,,1133.979,2900.393,2116.017,68.613,,0,0,0,1,21,115900,248000,291000,172200,35300,27100,9800,4,,,,,,,,,,,,,,,,,,0,0,44.2,17.63980706
2015,07-01-2015,Q3,5.336405,1421.229635,,,,,7.19883,,,20.779365,3927.002686,,30623.44531,21896.32031,0.061572155,0.063145099,0.060220501,0.609465413,0.667005872,0.553705318,,0.649147751,,,,,,145.0163,66759.42528,,,1137.387,5990.16,1717.174,68.998,,0,0,0,0,23,104200,251700,236200,148000,40600,27500,14600,4,,,,,,,,,,,,,,,,,,0,0,50.4,16.44418352
2015,08-01-2015,Q3,5.45988,1318.693795,,,,,7.301922,,,21.04597,4149.035645,,29655.69141,21944.52539,0.061138048,0.059720753,0.06235543,0.605673052,0.661172107,0.551890804,,0.649791483,,,,,,145.6591,67129.79413,,,464.393,4442.22,2202.792,51.549,,0,0,0,0,21,117600,226900,222800,138300,29800,22200,14300,4,,,,,,,,,,,,,,,,,,0,0,51.7,18.14646259
2015,09-01-2015,Q3,5.44094,1331.707548,,,,,7.305662,,,20.192628,4926.485352,,28849.73242,23283.26367,0.060218157,0.058429576,0.061754191,0.608489394,0.66407303,0.55462495,,0.650413991,,,,,,146.1847,68055.99959,,,688.383,2783.145,2169.768,54.713,,0,0,0,0,22,122500,298700,314000,142700,24800,19500,10800,1,,,,,,,,,,,,,,,,,,0,0,52.1,20.44527116
2015,10-01-2015,Q4,5.450193,1485.756646,,,,,7.227511,,,20.393347,6009.441895,,31069.29492,23600.86328,0.056909792,0.055880702,0.057795969,0.612641329,0.668259889,0.558747294,,0.650841876,,,,,,146.9124,68409.91013,,,1816.645,7253.778,1214.704,71.68,,0,0,0,1,21,136500,270100,217200,82200,19500,19100,9000,1,,,,,,,,,,,,,,,,,,0,0,50.2,25.80050431
2015,11-01-2015,Q4,5.380057,1571.134384,,,,,7.33812,,,21.239914,5715.966797,,31261.45898,23568.55078,0.054678273,0.055036813,0.054366484,0.6155553,0.66927007,0.563510101,,0.650972551,,,,,,147.729,69018.12488,,,1134.293,6184.472,1940.779,80.207,,0,1,0,0,21,126600,226600,178700,93100,43700,25100,9400,1,,,,,,,,,,,,,,,,,,0,0,52.5,26.30107207
2015,12-01-2015,Q4,5.331635,1965.386745,,,,,7.08961,,,22.018302,9691.773438,,37686.21875,32342.85742,0.05537113,0.055626745,0.055149932,0.619432695,0.674982916,0.565613434,,0.650784581,,,,,,148.3071,71923.85807,,,1577.379,3100.665,1773.823,95.118,,0,1,1,4,19,92400,252000,412600,260700,41600,17500,10700,2,,,,,,,,,,,,,,,,,,0,0,51.9,28.51828038
2016,01-01-2016,Q1,5.418089,1468.391614,,,,,7.034907,,,20.931255,7446.802246,,28445.07813,21948.79102,0.064919949,0.064063092,0.06565087,0.604783588,0.662739355,0.54863513,,0.6503188,,,,,,148.861,69985.5619,,,1068.625,3115.286,1553.246,101.445,,1,1,1,2,19,92800,261300,239400,90700,21200,21200,21600,2,,,,,,,,,,,,,,,,,,0,0,51.5,28.5943863
2016,02-01-2016,Q1,5.514639,1202.601797,,,,,7.178149,,,21.218498,5719.373535,,27280.66797,18778.33789,0.061811104,0.064252819,0.059696181,0.614743935,0.670953147,0.56028898,,0.649715942,,,,,,149.5846,69591.43857,,,1246.348,8497.372,1959.563,86.001,,0,0,0,0,21,111000,200200,168600,58800,15100,15800,12400,2,,,,,,,,,,,,,,,,,,0,0,53.5,28.9982029
2016,03-01-2016,Q1,5.401196,1493.370473,,,,,7.095497,,,21.063474,6374.451172,,31079.2207,22630.64453,0.060066905,0.061356392,0.058951655,0.61224395,0.667980494,0.558248218,,0.649154244,,,,,,150.5023,70406.92106,,,952.386,3230.71,1706.278,50.946,,1,1,1,1,22,141600,256200,227100,93000,20100,20700,14700,3,,,,,,,,,,,,,,,,,,0,0,58.1,27.66366847
2016,04-01-2016,Q2,5.43123,1276.321496,,,,,7.208191,,,21.389596,4985.371582,,29460.55078,20332.82031,0.056803332,0.058777128,0.055087747,0.612635694,0.667302995,0.559677729,,0.648776452,,,,,,151.3432,69947.14941,,,987.906,6591.733,1625.351,67.73,,0,0,0,3,18,128700,265700,241200,97600,22200,21100,14800,3,,,,,,,,,,,,,,,,,,0,0,53.4,24.92654798
2016,05-01-2016,Q2,5.402428,1217.321543,,,,,7.286307,,,21.712621,4260.137207,,31210.2207,20344.9082,0.056408533,0.057776114,0.055222543,0.613591354,0.668684896,0.560222557,,0.64846005,,,,,,151.606,69907.35311,,,1393.021,5532.725,2006.499,76.019,,0,0,0,0,22,123600,232600,220800,115400,28900,29800,13500,3,,,,,,,,,,,,,,,,,,0,0,51,21.82965351
2016,06-01-2016,Q2,5.409429,1182.128779,,,,,7.065513,,,21.707529,4348.333984,,30886.74023,20370.09961,0.055596431,0.058612851,0.052964029,0.61243621,0.666505156,0.560061909,,0.648008813,,,,,,152.2892,70208.75743,,,1579.234,3589.734,1755.023,78.594,,0,0,0,1,21,121400,264200,316200,173300,39300,27300,11100,4,,,,,,,,,,,,,,,,,,0,0,51.8,17.50693075
2016,07-01-2016,Q3,5.452874,1395.204644,,,,,7.037631,,,21.567806,4514.666504,,31457.19531,21559.42969,0.055941661,0.056785546,0.0552095,0.611643325,0.66613633,0.558861628,,0.647381135,,,,,,153.4778,70620.47086,,,977.964,5794.85,1595.605,66.597,,0,0,0,0,21,114500,281800,271000,143600,37700,28200,13800,4,,,,,,,,,,,,,,,,,,0,1,56.4,17.47342528
2016,08-01-2016,Q3,5.539467,1231.507862,,,,,7.182502,,,21.583081,4525.419922,,30639.72852,21980.99805,0.056273429,0.056069573,0.056449787,0.606007496,0.660269842,0.553452772,,0.646672118,,,,,,154.3833,70869.85116,,,1557.614,5782.142,2013.296,56.936,,0,0,0,0,23,125400,241600,232600,140700,30100,23300,14700,4,,,,,,,,,,,,,,,,,,0,0,46.9,18.24680166
2016,09-01-2016,Q3,5.491713,1377.947097,,,,,6.963648,,,20.604967,5508.996582,,30328.93359,23378.80273,0.055236234,0.054389499,0.055971888,0.607187509,0.659875366,0.556161009,,0.645971378,,,,,,154.7229,71929.35154,,,674.194,2904.074,1631.487,58.249,,0,0,0,0,22,133500,318700,330900,138500,22500,21500,9600,1,,,,,,,,,,,,,,,,,,0,0,49.8,19.87783463
2016,10-01-2016,Q4,5.519476,1439.062829,,,,,6.771505,,,21.08617,6470.666504,,31345.41406,22810.20313,0.053549979,0.053226094,0.053830513,0.60860196,0.662694568,0.556217934,,0.645537691,,,,,,155.4385,72084.47758,,,821.228,6540.934,2051.612,57.218,,0,0,0,1,20,139100,273100,236600,80500,21200,18500,10500,1,,,,,,,,,,,,,,,,,,0,0,50.9,22.52499766
2016,11-01-2016,Q4,5.516559,1594.208192,,,,,6.814029,,,21.635967,6896.246582,,31937.38672,23865.53711,0.053842662,0.053814301,0.053867363,0.611192229,0.664014265,0.560041463,,0.64548248,,,,,,156.7523,72959.36675,,,1009.132,6385.854,1809.081,75.219,,0,1,0,0,22,130600,237600,191000,97400,42900,26500,8400,1,,,,,,,,,,,,,,,,,,0,0,54.2,25.85560594
2016,12-01-2016,Q4,5.423448,1935.742292,,,,,6.792265,,,22.618534,10597.01758,,37977.73828,32322.92578,0.056325865,0.055449072,0.057085828,0.615027487,0.669171402,0.562599531,,0.645737996,,,,,,157.8358,75839.55096,,,1579.527,3403.389,1871.976,92.844,,0,1,1,4,18,97000,278600,427000,258400,42300,16900,7700,2,,,,,,,,,,,,,,,,,,0,0,55.4,28.28016531
