Month,Beer_Volume,Beer.price,jf_flag,mj_flag,dec_flag,moncorrectorabs,moncorrector,moncorrectorlag,touristp,touristn,Nominal.Cider.Perry.Price,Cider.Perry.Volume,Unemployment.rate,Unemployment.Female..,Unemployment.Male..,Employment.rate,Employment.Male..,Employment.Female..,Employment.to.population.ratio.15...ILOpct...NBSpct.,Money.Supply,Currency.in.Circulation,Customs.and.import.tax,Taxes.on.goods.and.services,Total.Excise..Beer..Tobacco..etc..,Wine.Equalistaion.Tax,Global.events,Festivals,Holiday.flags,No..of.festive.days.in.the.month,No.of.working.days,Number.of.Tourists.1wk.,Number.of.Tourists.1.2.wks,Number.of.Tourists.2wks.1mth,Number.of.Tourists.1.2mths,Number.of.Tourists.2.3mths,Number.of.Tourists.3.6mths,Number.of.Tourists.6.12mths,Season..Summer..spring..autumn..winter..flags,System.Shocks...RTD.tax..CDS..GST..Sydney.LockOut.Laws.etc.,Elections,PMI,Weighted.Temp,GDP.USD,Income.10th.percentile,Income.20th.percentile,Income.30th.percentile,Income.40th.percentile,Income.50th.percentile,Income.60th.percentile,Income.70th.percentile,Income.80th.percentile,Income.90th.percentile,Government.Revenue,FDI.Investment.Utilized,Urbanization.rate,WPI,GDP.deflator,Urban.population,Urban.population...growth,Total.Population,LDA.Population,Population.Under.18,Population.in.age.bracket.18...24,Population.in.age.bracket.25...34,Population.in.age.bracket.35...44,Population.in.age.bracket.45...54,Population.in.age.bracket.55...64,Population.in.age.bracket.65...74,Population.in.age.bracket.75...84,Population.in.age.bracket.85...100,Women.Consumers,On.premise...Off.premise.Split,Total.expenditure..Tourist.,X..of.population.born.locally,Output.of.Beer,Output.of.Cider..Perry,Output.of.RTDs..High.Strength.Premixes,Output.of.Spirits,Output.of.Wine,Output.of.Soft.Drinks,Disposable.Income,FAI.Evolution,Real.Estate.Investment,GDP..local.currency.,GDP.per.capita,GDP.per.capita.growth,GDP.Growth.rate,Private.Sector.Expenditure,Cash.Consumption.Expenditure,Government.Expenditure,Total.Exports,Total.Imports,Balance.of.Import.and.Export,CPI,Inflation..,Total.Import.and.Export,Population.NSW,Population.VIC,Population.QLD,Population.SA,Population.WA,Population.TAS,Population.NT,Population.ACT,Population.Australia,Population.by.Gender,Average.Income
03-01-2011,1484.16489,4.629626,0,0,0,0.161375055,0.161375055,-0.24844892,84400,31800,7.158458,2773.21582,0.052316598,0.057675053,0.047807541,0.623829539,0.690707299,0.558852114,0.654822249,107.5727,49756.65951,450.447,2902.921,1968.99,43.656,1,0,0,1,22,100700,170700,144400,67900,16500,17100,14700,3,0,0,47.69,26.03053147,1390,368,477,586,692,804,922,1070,1269,1604,322.29,244365,0.852592593,103.3850129,96.81268279,19046939,0.015133895,22340024,17245436,5094588,2204147,3194331,3161154,3035900,2561993,1681931,1002373,403607,0.626,0.798962739,18.050971,0.269,1727.3,56.5123,276.6346,61.4942,533.9,3919.3,33562.87765,54129,15054,346739,15570.64835,-0.084994745,-0.081021126,270402,203612,66784,58430,73865,1.264162245,98.3,0.033,132295,7204.737,5520.378,4457.971,1636.759,2337.611,511.248,230.224,366.737,22268.758,0.502322491,1005.65
04-01-2011,1577.484479,4.58491,0,1,0,0.062876834,0.062876834,0.161375055,110900,33500,7.172757,2701.582031,0.049954858,0.051774625,0.048430188,0.621386112,0.687169289,0.557465908,0.654018805,108.2397,51825.44683,473.926,5192.153,2044.516,58.528,0,1,1,3,18,94400,239300,214300,89600,21300,20500,13000,3,0,0,49.54,22.82325736,1390,368,477,586,692,804,922,1070,1269,1604,322.29,244365,0.852592593,103.3850129,96.81268279,19046939,0.015133895,22340024,17245436,5094588,2204147,3194331,3161154,3035900,2561993,1681931,1002373,403607,0.626,0.798962739,18.050971,0.269,1727.3,56.5123,276.6346,61.4942,533.9,3919.3,33562.87765,68365,19326,364544,16317.9771,0.047995994,0.051349863,278317,208356,69947,63740,79167,1.242030122,99.2,0.036,142907,7218.529,5537.817,4476.778,1639.614,2353.409,511.483,231.292,367.985,22340.024,0.502317724,1015.2
05-01-2011,1256.881635,4.603132,0,1,0,0.203236766,-0.203236766,0.062876834,139400,44900,7.3515,2136.088379,0.050045419,0.053411175,0.047216261,0.621173546,0.686820142,0.557379695,0.653556151,108.741,49792.5872,501.335,4859.838,2288.691,76.545,0,0,0,0,22,90700,173700,170100,107000,32400,31100,13800,3,0,0,45.35,19.07452676,1390,368,477,586,692,804,922,1070,1269,1604,322.29,244365,0.852592593,103.3850129,96.81268279,19046939,0.015133895,22340024,17245436,5094588,2204147,3194331,3161154,3035900,2561993,1681931,1002373,403607,0.626,0.798962739,18.050971,0.269,1727.3,56.5123,276.6346,61.4942,533.9,3919.3,33562.87765,68365,19326,364544,16317.9771,0.047995994,0.051349863,278317,208356,69947,63740,79167,1.242030122,99.2,0.036,142907,7218.529,5537.817,4476.778,1639.614,2353.409,511.483,231.292,367.985,22340.024,0.502317724,1015.2
06-01-2011,1365.863201,4.578775,0,0,0,0.086707899,0.086707899,-0.203236766,188300,39500,7.430243,2192.286133,0.047873873,0.050347613,0.045785673,0.621817148,0.685627342,0.559801759,0.653502938,108.8583,50059.35226,479.219,2418.46,2021.414,61.906,0,0,0,1,21,88800,191000,219000,150300,38000,30700,8800,4,0,0,51.31,17.3315384,1390,368,477,586,692,804,922,1070,1269,1604,322.29,244365,0.852592593,103.3850129,96.81268279,19046939,0.015133895,22340024,17245436,5094588,2204147,3194331,3161154,3035900,2561993,1681931,1002373,403607,0.626,0.798962739,18.050971,0.269,1727.3,56.5123,276.6346,61.4942,533.9,3919.3,33562.87765,68365,19326,364544,16317.9771,0.047995994,0.051349863,278317,208356,69947,63740,79167,1.242030122,99.2,0.036,142907,7218.529,5537.817,4476.778,1639.614,2353.409,511.483,231.292,367.985,22340.024,0.502317724,1015.2
07-01-2011,1194.73614,4.486628,0,0,0,0.12528858,-0.12528858,0.086707899,132800,34900,7.43595,2338.081787,0.047719077,0.049621006,0.046121392,0.621335311,0.686323105,0.558184356,0.65369914,109.1898,50328.48045,512.616,5184.452,1957.022,56.618,0,0,0,0,21,87200,234000,195200,101400,31400,23400,11500,4,0,0,43.44,16.70569715,1390,368,477,586,692,804,922,1070,1269,1604,322.29,244365,0.852592593,103.3850129,96.81268279,19046939,0.015133895,22340024,17245436,5094588,2204147,3194331,3161154,3035900,2561993,1681931,1002373,403607,0.626,0.798962739,18.050971,0.269,1727.3,56.5123,276.6346,61.4942,533.9,3919.3,33562.87765,70966,22011,369320,16463.9514,0.008945613,0.013101299,280166,211244,68923,66677,87988,1.31961546,99.8,0.034,154665,7240.922,5560.503,4498.204,1643.275,2372.185,511.915,232.514,369.397,22432.039,0.502337483,1024.45
08-01-2011,1408.328134,4.61073,0,0,0,0.178777545,0.178777545,-0.12528858,140200,36900,7.69277,2420.769531,0.050904921,0.051282222,0.05058775,0.615123867,0.678351512,0.553687098,0.653956878,110.4349,51098.15152,540.591,4067.067,2318.447,54.302,0,0,0,0,23,93000,197100,181000,112400,27800,24100,12800,4,0,0,42.23,18.99588104,1390,368,477,586,692,804,922,1070,1269,1604,322.29,244365,0.852592593,103.3850129,96.81268279,19046939,0.015133895,22340024,17245436,5094588,2204147,3194331,3161154,3035900,2561993,1681931,1002373,403607,0.626,0.798962739,18.050971,0.269,1727.3,56.5123,276.6346,61.4942,533.9,3919.3,33562.87765,70966,22011,369320,16463.9514,0.008945613,0.013101299,280166,211244,68923,66677,87988,1.31961546,99.8,0.034,154665,7240.922,5560.503,4498.204,1643.275,2372.185,511.915,232.514,369.397,22432.039,0.502337483,1024.45
09-01-2011,1329.566484,4.573617,0,0,0,0.055925638,-0.055925638,0.178777545,145400,28400,7.580083,2958.187012,0.051958372,0.052649426,0.051373635,0.624786418,0.687163406,0.564180038,0.653974356,111.6114,51682.71719,519.336,1805.475,1947.871,49.54,0,0,0,0,22,110200,249500,256500,123800,21600,19400,9000,1,0,0,40.58,21.01915841,1390,368,477,586,692,804,922,1070,1269,1604,322.29,244365,0.852592593,103.3850129,96.81268279,19046939,0.015133895,22340024,17245436,5094588,2204147,3194331,3161154,3035900,2561993,1681931,1002373,403607,0.626,0.798962739,18.050971,0.269,1727.3,56.5123,276.6346,61.4942,533.9,3919.3,33562.87765,70966,22011,369320,16463.9514,0.008945613,0.013101299,280166,211244,68923,66677,87988,1.31961546,99.8,0.034,154665,7240.922,5560.503,4498.204,1643.275,2372.185,511.915,232.514,369.397,22432.039,0.502337483,1024.45
10-01-2011,1471.344872,4.687511,0,0,0,0.10663505,0.10663505,-0.055925638,82300,30500,7.667015,3298.019043,0.04962465,0.048727296,0.050379535,0.621330575,0.684232524,0.560216135,0.653711297,112.2744,52178.02695,607.666,6122.976,2327.645,45.286,0,0,0,1,20,110900,230600,174200,64700,17600,21400,9100,1,0,0,46.33,22.41264273,1390,368,477,586,692,804,922,1070,1269,1604,322.29,244365,0.852592593,103.3850129,96.81268279,19046939,0.015133895,22340024,17245436,5094588,2204147,3194331,3161154,3035900,2561993,1681931,1002373,403607,0.626,0.798962739,18.050971,0.269,1727.3,56.5123,276.6346,61.4942,533.9,3919.3,33562.87765,80024,24411,388618,17256.34359,0.048128919,0.052252789,291243,221187,70077,68756,88744,1.290709174,99.8,0.03,157500,7261.592,5582.67,4518.605,1646.951,2391.592,511.944,232.703,371.108,22520.298,0.502380697,1033.7
11-01-2011,1591.192481,4.729692,0,0,0,0.081454465,0.081454465,0.10663505,118900,34200,7.900815,3504.455811,0.048913667,0.049982524,0.048013648,0.618628052,0.682154852,0.556908228,0.653148718,112.8727,52508.8006,653.589,4685.367,2246.695,65.583,0,1,0,0,22,109700,188500,144200,74200,44700,25900,8300,1,0,0,48.41,25.95133972,1390,368,477,586,692,804,922,1070,1269,1604,322.29,244365,0.852592593,103.3850129,96.81268279,19046939,0.015133895,22340024,17245436,5094588,2204147,3194331,3161154,3035900,2561993,1681931,1002373,403607,0.626,0.798962739,18.050971,0.269,1727.3,56.5123,276.6346,61.4942,533.9,3919.3,33562.87765,80024,24411,388618,17256.34359,0.048128919,0.052252789,291243,221187,70077,68756,88744,1.290709174,99.8,0.03,157500,7261.592,5582.67,4518.605,1646.951,2391.592,511.944,232.703,371.108,22520.298,0.502380697,1033.7
12-01-2011,1946.487392,4.750773,0,0,1,0.223288455,0.223288455,0.081454465,254600,27400,7.966524,5295.947266,0.050329036,0.054096169,0.047164596,0.624051385,0.690546882,0.559449523,0.652542504,113.5478,55816.5095,698.452,2876.712,2337.672,63.507,0,1,1,4,18,73100,204600,303800,210500,44100,17300,10100,2,0,0,46.45,25.21563155,1390,368,477,586,692,804,922,1070,1269,1604,322.29,244365,0.852592593,103.3850129,96.81268279,19046939,0.015133895,22340024,17245436,5094588,2204147,3194331,3161154,3035900,2561993,1681931,1002373,403607,0.626,0.798962739,18.050971,0.269,1727.3,56.5123,276.6346,61.4942,533.9,3919.3,33562.87765,80024,24411,388618,17256.34359,0.048128919,0.052252789,291243,221187,70077,68756,88744,1.290709174,99.8,0.03,157500,7261.592,5582.67,4518.605,1646.951,2391.592,511.944,232.703,371.108,22520.298,0.502380697,1033.7
01-01-2012,1579.553659,4.712773,1,0,0,0.188510717,-0.188510717,0.223288455,93300,39600,7.784708,4694.319336,0.054400637,0.056022965,0.053053705,0.612218232,0.67974716,0.54660745,0.652112543,114.32,53383.59994,689.212,2136.954,2511.512,82.714,1,1,1,2,20,67200,189400,190100,76100,17200,19000,20600,2,0,0,49.38,28.00489344,1537,398,497,610,723,830,949,1100,1298,1633,350.43,369334,0.85367037,102.8940568,98.80306857,19402437,0.018664311,22728254,17563896,5164358,2219775,3287715,3191878,3056405,2590112,1779047,1018697,420267,0.64,0.80193246,18.781083,0.273,1634,76.6578,272.8391,61.8446,545.1,3957.2,33647.14483,71418,23454,362348,16006.80157,-0.07241059,-0.067598516,278520,209256,69236,63043,83107,1.318258966,99.9,0.016,146150,7288.18,5611.981,4545.421,1652.27,2416.516,512.259,233.788,373.575,22637.127,0.50231604,1043.45
02-01-2012,1271.618161,4.929352,1,0,0,0.194950957,-0.194950957,-0.188510717,66700,26500,7.987404,3664.798096,0.058577357,0.06138033,0.056224644,0.615359205,0.680550771,0.55201452,0.651924121,114.9668,52364.26494,507.78,7299.916,1810.202,84.996,0,0,0,0,21,94200,168900,139800,52500,14200,14800,11700,2,0,0,49.45,27.41085325,1537,398,497,610,723,830,949,1100,1298,1633,350.43,369334,0.85367037,102.8940568,98.80306857,19402437,0.018664311,22728254,17563896,5164358,2219775,3287715,3191878,3056405,2590112,1779047,1018697,420267,0.64,0.80193246,18.781083,0.273,1634,76.6578,272.8391,61.8446,545.1,3957.2,33647.14483,71418,23454,362348,16006.80157,-0.07241059,-0.067598516,278520,209256,69236,63043,83107,1.318258966,99.9,0.016,146150,7288.18,5611.981,4545.421,1652.27,2416.516,512.259,233.788,373.575,22637.127,0.50231604,1043.45
03-01-2012,1454.67904,4.886318,0,0,0,0.143959,0.143959,-0.194950957,101700,31000,7.91242,3693.644531,0.054989547,0.057531649,0.052832242,0.619545439,0.681573533,0.559270223,0.651822388,115.646,53261.63113,539.88,2444.891,1919.206,28.787,1,0,0,1,21,111600,201100,184100,82900,18800,18000,13000,3,0,0,49.3,25.5171809,1537,398,497,610,723,830,949,1100,1298,1633,350.43,369334,0.85367037,102.8940568,98.80306857,19402437,0.018664311,22728254,17563896,5164358,2219775,3287715,3191878,3056405,2590112,1779047,1018697,420267,0.64,0.80193246,18.781083,0.273,1634,76.6578,272.8391,61.8446,545.1,3957.2,33647.14483,71418,23454,362348,16006.80157,-0.07241059,-0.067598516,278520,209256,69236,63043,83107,1.318258966,99.9,0.016,146150,7288.18,5611.981,4545.421,1652.27,2416.516,512.259,233.788,373.575,22637.127,0.50231604,1043.45
04-01-2012,1383.085355,4.876486,0,1,0,0.049216138,-0.049216138,0.143959,113200,37100,7.907346,3477.214111,0.050215815,0.052353667,0.048416852,0.618502851,0.682746542,0.556064434,0.651676957,116.2564,53368.74854,612.8,5282.856,2388.369,79.64,0,1,1,3,18,99500,224000,190200,90300,22900,23100,14000,3,0,0,44.89,23.62387147,1537,398,497,610,723,830,949,1100,1298,1633,350.43,369334,0.85367037,102.8940568,98.80306857,19402437,0.018664311,22728254,17563896,5164358,2219775,3287715,3191878,3056405,2590112,1779047,1018697,420267,0.64,0.80193246,18.781083,0.273,1634,76.6578,272.8391,61.8446,545.1,3957.2,33647.14483,87274,28236,379798,16710.39051,0.043955623,0.048158124,286217,213253,72898,68755,85167,1.23870264,100.4,0.012,153922,7307.183,5632.521,4568.205,1656.035,2437.994,512.106,235.881,375.183,22728.254,0.502257279,1053.2
05-01-2012,1256.578116,4.899366,0,1,0,0.091467413,-0.091467413,-0.049216138,145800,45900,7.916651,2854.047852,0.051653198,0.054867105,0.048926908,0.620977316,0.683569881,0.560133868,0.65149078,117.1095,53075.6417,591.976,4917.099,1940.036,62.599,0,0,0,0,23,98900,181000,182500,113300,32500,33500,12400,3,0,0,40.41,19.87806978,1537,398,497,610,723,830,949,1100,1298,1633,350.43,369334,0.85367037,102.8940568,98.80306857,19402437,0.018664311,22728254,17563896,5164358,2219775,3287715,3191878,3056405,2590112,1779047,1018697,420267,0.64,0.80193246,18.781083,0.273,1634,76.6578,272.8391,61.8446,545.1,3957.2,33647.14483,87274,28236,379798,16710.39051,0.043955623,0.048158124,286217,213253,72898,68755,85167,1.23870264,100.4,0.012,153922,7307.183,5632.521,4568.205,1656.035,2437.994,512.106,235.881,375.183,22728.254,0.502257279,1053.2
06-01-2012,1250.914708,4.85397,0,0,0,0.004507008,-0.004507008,-0.091467413,193700,42900,8.017071,2669.790039,0.05010013,0.053357196,0.047346262,0.618068474,0.681350271,0.556544977,0.651285452,118.2616,53594.96399,630.102,2025.235,1776.323,42.428,0,0,0,1,20,93800,213600,255800,154900,38800,31300,11600,4,0,0,46.04,16.93771679,1537,398,497,610,723,830,949,1100,1298,1633,350.43,369334,0.85367037,102.8940568,98.80306857,19402437,0.018664311,22728254,17563896,5164358,2219775,3287715,3191878,3056405,2590112,1779047,1018697,420267,0.64,0.80193246,18.781083,0.273,1634,76.6578,272.8391,61.8446,545.1,3957.2,33647.14483,87274,28236,379798,16710.39051,0.043955623,0.048158124,286217,213253,72898,68755,85167,1.23870264,100.4,0.012,153922,7307.183,5632.521,4568.205,1656.035,2437.994,512.106,235.881,375.183,22728.254,0.502257279,1053.2
07-01-2012,1424.697673,4.85724,0,0,0,0.138924712,0.138924712,-0.004507008,134500,38100,7.907315,2889.866943,0.04877671,0.049173797,0.048442195,0.617842144,0.680475971,0.55694288,0.651058285,119.0095,53791.97029,697.753,5126.414,2478.859,47.806,0,0,0,0,22,92800,235000,188400,102900,31600,25700,12400,4,0,0,43.21,17.00896477,1537,398,497,610,723,830,949,1100,1298,1633,350.43,369334,0.85367037,102.8940568,98.80306857,19402437,0.018664311,22728254,17563896,5164358,2219775,3287715,3191878,3056405,2590112,1779047,1018697,420267,0.64,0.80193246,18.781083,0.273,1634,76.6578,272.8391,61.8446,545.1,3957.2,33647.14483,80526,26268,382258,16745.28499,0.002088191,0.006477127,285535,215562,69967,69960,89278,1.276129217,101.8,0.02,159238,7330.835,5656.652,4590.528,1659.335,2460.341,512.149,237.858,376.945,22827.799,0.502213902,1067.25
08-01-2012,1209.697283,4.957084,0,0,0,0.150909484,-0.150909484,0.138924712,140800,38700,8.252458,2828.880615,0.04979287,0.048481998,0.050895617,0.611272932,0.672625512,0.551613902,0.650865415,119.6725,54335.39407,630.949,3723.979,1851.952,47.687,0,0,0,0,23,103300,201100,182400,111300,29500,23300,15400,4,0,0,47.48,18.53263234,1537,398,497,610,723,830,949,1100,1298,1633,350.43,369334,0.85367037,102.8940568,98.80306857,19402437,0.018664311,22728254,17563896,5164358,2219775,3287715,3191878,3056405,2590112,1779047,1018697,420267,0.64,0.80193246,18.781083,0.273,1634,76.6578,272.8391,61.8446,545.1,3957.2,33647.14483,80526,26268,382258,16745.28499,0.002088191,0.006477127,285535,215562,69967,69960,89278,1.276129217,101.8,0.02,159238,7330.835,5656.652,4590.528,1659.335,2460.341,512.149,237.858,376.945,22827.799,0.502213902,1067.25
09-01-2012,1290.272206,4.90497,0,0,0,0.066607509,0.066607509,-0.150909484,158600,29100,7.905922,3733.721924,0.054525936,0.05201869,0.05665281,0.620836043,0.679764168,0.563529055,0.650758592,120.287,55064.40813,598.26,3075.57,1985.962,46.219,0,0,0,0,20,106400,263200,286200,132100,26500,20200,8900,1,0,0,43,21.43095806,1537,398,497,610,723,830,949,1100,1298,1633,350.43,369334,0.85367037,102.8940568,98.80306857,19402437,0.018664311,22728254,17563896,5164358,2219775,3287715,3191878,3056405,2590112,1779047,1018697,420267,0.64,0.80193246,18.781083,0.273,1634,76.6578,272.8391,61.8446,545.1,3957.2,33647.14483,80526,26268,382258,16745.28499,0.002088191,0.006477127,285535,215562,69967,69960,89278,1.276129217,101.8,0.02,159238,7330.835,5656.652,4590.528,1659.335,2460.341,512.149,237.858,376.945,22827.799,0.502213902,1067.25
10-01-2012,1461.46163,5.020857,0,0,0,0.132676983,0.132676983,0.066607509,89300,26300,8.2163,3688.771484,0.051815057,0.052262651,0.051438075,0.61719179,0.679806016,0.556302678,0.650774166,120.7762,55349.74819,749.774,5962.887,2566.727,44.186,0,0,0,1,22,110000,233500,182500,68800,20500,18600,7700,1,0,0,42.79,23.59249531,1537,398,497,610,723,830,949,1100,1298,1633,350.43,369334,0.85367037,102.8940568,98.80306857,19402437,0.018664311,22728254,17563896,5164358,2219775,3287715,3191878,3056405,2590112,1779047,1018697,420267,0.64,0.80193246,18.781083,0.273,1634,76.6578,272.8391,61.8446,545.1,3957.2,33647.14483,87602,28020,399067,17410.69399,0.039737096,0.043972919,295566,225110,70496,71695,90925,1.268219541,102,0.022,162620,7356.85,5680.502,4608.886,1662.197,2479.506,512.475,239.294,377.927,22920.798,0.50224137,1081.3
11-01-2012,1659.064149,5.042775,0,0,0,0.135208831,0.135208831,0.132676983,131800,37200,8.031177,4246.935547,0.049210606,0.048477421,0.049829585,0.614827036,0.675776209,0.555559588,0.650874056,121.2896,56541.02445,843.64,4701.555,2060.273,70.491,0,1,0,0,22,118500,197400,156100,86500,45300,27600,9600,1,0,0,44.3,25.42225413,1537,398,497,610,723,830,949,1100,1298,1633,350.43,369334,0.85367037,102.8940568,98.80306857,19402437,0.018664311,22728254,17563896,5164358,2219775,3287715,3191878,3056405,2590112,1779047,1018697,420267,0.64,0.80193246,18.781083,0.273,1634,76.6578,272.8391,61.8446,545.1,3957.2,33647.14483,87602,28020,399067,17410.69399,0.039737096,0.043972919,295566,225110,70496,71695,90925,1.268219541,102,0.022,162620,7356.85,5680.502,4608.886,1662.197,2479.506,512.475,239.294,377.927,22920.798,0.50224137,1081.3
12-01-2012,1762.816821,5.080619,0,0,1,0.062536866,0.062536866,0.135208831,268700,29200,8.091842,6879.890625,0.052422048,0.052736837,0.052157824,0.621680987,0.68576817,0.559364679,0.651015452,121.8718,58981.69556,762.618,3082.165,2389.045,86.898,0,1,1,4,17,73900,208700,327300,225500,43200,19400,9800,2,0,0,44.27,27.89454735,1537,398,497,610,723,830,949,1100,1298,1633,350.43,369334,0.85367037,102.8940568,98.80306857,19402437,0.018664311,22728254,17563896,5164358,2219775,3287715,3191878,3056405,2590112,1779047,1018697,420267,0.64,0.80193246,18.781083,0.273,1634,76.6578,272.8391,61.8446,545.1,3957.2,33647.14483,87602,28020,399067,17410.69399,0.039737096,0.043972919,295566,225110,70496,71695,90925,1.268219541,102,0.022,162620,7356.85,5680.502,4608.886,1662.197,2479.506,512.475,239.294,377.927,22920.798,0.50224137,1081.3
01-01-2013,1515.563794,5.023071,1,0,0,0.140260193,-0.140260193,0.062536866,94100,38700,8.060044,4939.512207,0.057991104,0.057178514,0.058669921,0.609052788,0.672664171,0.547205711,0.651115868,122.5833,56585.46109,736.944,1600.49,2131.97,71.356,1,1,1,2,21,77400,207700,188000,75100,19000,19300,19400,2,0,0,40.24,29.38654067,1564,368,477,586,692,804,922,1070,1269,1604,370.4,326853,0.85490164,104.005168,98.60608358,19763063,0.018586634,23117353,17885375,5231978,2243198,3379049,3213664,3076642,2634792,1863178,1037503,437349,0.62,0.803530507,19.654168,0.277,1569.5,90.5882,268.8434,63.0631,546.9,4003.4,35827.71772,69596,23047,369502,16041.64292,-0.078632768,-0.074085304,280939,211429,69493,66510,79924,1.201683957,102.4,0.025,146434,7386,5710.847,4631.968,1667.036,2501.046,513.012,240.861,379.988,23033.925,0.502256519,1093.15
02-01-2013,1442.783329,5.140272,1,0,0,0.04802204,-0.04802204,-0.140260193,71900,27100,8.224159,3799.797363,0.060858374,0.061993896,0.059899833,0.61446577,0.676630163,0.554032138,0.651172274,123.0199,56160.54127,580.043,7245.369,1859.63,70.543,0,0,0,0,20,87500,168200,145800,58100,13800,14300,12800,2,0,0,45.6,28.60602645,1564,368,477,586,692,804,922,1070,1269,1604,370.4,326853,0.85490164,104.005168,98.60608358,19763063,0.018586634,23117353,17885375,5231978,2243198,3379049,3213664,3076642,2634792,1863178,1037503,437349,0.62,0.803530507,19.654168,0.277,1569.5,90.5882,268.8434,63.0631,546.9,4003.4,35827.71772,69596,23047,369502,16041.64292,-0.078632768,-0.074085304,280939,211429,69493,66510,79924,1.201683957,102.4,0.025,146434,7386,5710.847,4631.968,1667.036,2501.046,513.012,240.861,379.988,23033.925,0.502256519,1093.15
03-01-2013,1494.53245,5.077154,0,0,0,0.035867562,0.035867562,-0.04802204,102300,31200,8.235118,4351.379395,0.059640261,0.059940319,0.059386011,0.614076395,0.674563162,0.555279933,0.651125836,123.598,57275.21901,617.293,3018.143,1874.085,48.71,1,1,1,1,20,121600,223900,203400,84700,17600,18900,12300,3,0,0,44.4,27.13221467,1564,368,477,586,692,804,922,1070,1269,1604,370.4,326853,0.85490164,104.005168,98.60608358,19763063,0.018586634,23117353,17885375,5231978,2243198,3379049,3213664,3076642,2634792,1863178,1037503,437349,0.62,0.803530507,19.654168,0.277,1569.5,90.5882,268.8434,63.0631,546.9,4003.4,35827.71772,69596,23047,369502,16041.64292,-0.078632768,-0.074085304,280939,211429,69493,66510,79924,1.201683957,102.4,0.025,146434,7386,5710.847,4631.968,1667.036,2501.046,513.012,240.861,379.988,23033.925,0.502256519,1093.15
04-01-2013,1198.571522,5.018964,0,1,0,0.198029108,-0.198029108,0.035867562,118800,40400,8.276952,3424.300049,0.056088367,0.057343191,0.055022502,0.615639256,0.676081675,0.556882883,0.650875781,124.5521,56540.13176,593.493,5797.923,2342.749,89.426,0,0,0,3,19,107700,226600,202600,95900,22900,22300,18100,3,0,0,36.7,23.80630906,1564,368,477,586,692,804,922,1070,1269,1604,370.4,326853,0.85490164,104.005168,98.60608358,19763063,0.018586634,23117353,17885375,5231978,2243198,3379049,3213664,3076642,2634792,1863178,1037503,437349,0.62,0.803530507,19.654168,0.277,1569.5,90.5882,268.8434,63.0631,546.9,4003.4,35827.71772,83337,27069,387808,16775.62306,0.045754673,0.049542357,288897,215954,72899,73385,85372,1.163344008,102.8,0.024,158757,7407.063,5733.545,4651.359,1670.274,2515.387,513.067,242.569,380.914,23117.353,0.502296522,1105
05-01-2013,1415.179078,4.97315,0,1,0,0.180721427,0.180721427,-0.198029108,160200,44000,8.02278,3134.721924,0.055572246,0.056133873,0.055097999,0.615376794,0.677183819,0.555291148,0.650384177,125.5426,56628.73048,706.331,4748.945,2099.006,44.839,0,0,0,0,23,106200,201900,198300,127300,32900,31900,12100,3,0,0,43.79,20.28037241,1564,368,477,586,692,804,922,1070,1269,1604,370.4,326853,0.85490164,104.005168,98.60608358,19763063,0.018586634,23117353,17885375,5231978,2243198,3379049,3213664,3076642,2634792,1863178,1037503,437349,0.62,0.803530507,19.654168,0.277,1569.5,90.5882,268.8434,63.0631,546.9,4003.4,35827.71772,83337,27069,387808,16775.62306,0.045754673,0.049542357,288897,215954,72899,73385,85372,1.163344008,102.8,0.024,158757,7407.063,5733.545,4651.359,1670.274,2515.387,513.067,242.569,380.914,23117.353,0.502296522,1105
06-01-2013,1170.703381,4.997081,0,0,0,0.172752481,-0.172752481,0.180721427,208700,40800,8.130215,2988.445313,0.055292169,0.05478507,0.055720352,0.614609136,0.675689992,0.55522641,0.649801572,126.3188,56943.38072,654.902,2229.56,2068.742,47.839,0,0,0,1,19,100500,220900,273200,171700,37000,29700,11100,4,0,0,49.64,17.4070779,1564,368,477,586,692,804,922,1070,1269,1604,370.4,326853,0.85490164,104.005168,98.60608358,19763063,0.018586634,23117353,17885375,5231978,2243198,3379049,3213664,3076642,2634792,1863178,1037503,437349,0.62,0.803530507,19.654168,0.277,1569.5,90.5882,268.8434,63.0631,546.9,4003.4,35827.71772,83337,27069,387808,16775.62306,0.045754673,0.049542357,288897,215954,72899,73385,85372,1.163344008,102.8,0.024,158757,7407.063,5733.545,4651.359,1670.274,2515.387,513.067,242.569,380.914,23117.353,0.502296522,1105
