Month,Beer_Volume,Real_BV,GDP_per_capita_currentYuan,Avg_temp_min_China_Farenheit,Avg_temp_China_Farenheit,China_Max_Temp,AvgBeerPrice_CNY,AvgWinePrice_CNY,AvgSpritPrice_CNY,Wine_TotalVolume_millionlitres,Spirits_TotalVolume_1000litres,Output_of_SoftDrinks_CurrentPeriod_10000tons,Retail_Price_Index,Retail_Price_Indices_Fuels,CPI_RealAvgBeerPrice_CNY,Working_Days_Total,FAI_100million_Yuan,PMI,Total_pop,Pop0_4,Pop5_9,Pop10_14,Pop15_19,Pop20_24,Pop25_29,Pop20_29,Pop30_34,Pop35_39,Pop40_44,Pop45_49,Pop50_54,Pop55_59,Pop60_64,Pop40_64,Pop_lda,Pop65_69,Pop70_74,Pop75_79,Pop80,Sum_of_Beijing_Olympics,Sum_of_Chinese_Grand_Prix,Sum_of_Qingdao_Beer_Festival,Sum_of_Shanghai_Intl_Beer_Festival,Sum_of_Shanghai_Rolex_Masters,Sum_of_Shanlanaya_Music_Festival,Sum_of_Jan_Flag,Sum_of_Feb_Flag,Sum_of_Mar_Flag,Sum_of_Apr_Flag,Sum_of_May_Flag,Sum_of_Jun_Flag,Sum_of_Jul_Flag,Sum_of_Aug_Flag,Sum_of_Sep_Flag,Sum_of_Oct_Flag,Sum_of_Nov_Flag,Sum_of_Dec_Flag,Chinese_New_Year,Spring_Festival_Golden_Week,Working_Days_Total,CPI_imf,DI_imf,wage_index_imf,unemp_rate_imf,Output_of_Liquor_CurrentPeriod,Output_of_SoftDrinks_CurrentPeriod,Output_of_Wine_CurrentPeriod,Urban_population,Total_Value_of_Exports_Current_Period,Inflation_consumer_prices,GDP_deflator,Consumer_Price_Index,Retail_Price_Index,Retail_Price_Indices_Beverages_Tobacco_and_Liquor,Retail_Price_Indices_Food,Retail_Price_Indices_Fuels,GDP_deflator_Annual,Consumer_Price_Index_Annual,Retail_Price_Index_Annual,Retail_Price_Indices_Beverages_Tobacco_and_Liquor_Annual,Retail_Price_Indices_Food_Annual,Retail_Price_Indices_Fuels_Annual,std_pop
12-01-2003,133.747776,13374.7776,105.9954983,37.08257503,43.97162039,60.23436511,5.625429434,43.77280237,96.26332576,1755.3,3648554.6,197.1,86.94921601,57.23443399,6.648944869,21,6981.340196,55.8,1291485,76092,88649,120673,122025,94627,105477,200104,127036,118951,92539,83421,76559,51482,41258,345259,791350,35946,26742,16235,13775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,21,72.06963841,337.611,101.0638298,4.25,43.1,197.1,5,512.473984,48.033146,1.155909711,105.3000816,84.60634799,86.94921601,90.78132864,66.36356308,57.23443399,105.3000816,84.60634799,86.94921601,90.78132864,66.36356308,57.23443399,-1.154781453
01-01-2004,145.0053852,14500.53852,124.0008487,39.37414218,41.42791791,53.65605594,5.637331304,43.63343607,99.70691868,1881.8,3624181.8,188.2,88.53967361,58.46203783,6.50684787,15,1024.694238,51.3,1298573,75668,83769,113746,127932,96870,100295,197165,124535,123184,97318,82147,81172,54696,41923,357256,802140,36499,27793,16946,14080,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,22,73.66495918,314.593,107.8387458,4.3,37.6,188.2,3.7,533.257098,35.712196,3.884182625,112.5781561,85.82698357,88.53967361,91.11722429,68.55195736,58.46203783,112.5781561,86.63690034,88.07955582,91.50757927,69.61537767,67.02152221,-0.923204837
02-01-2004,156.6929317,15669.29317,124.0008487,40.82145029,48.69712776,56.41085995,5.637331304,43.63343607,99.70691868,1881.8,3624181.8,211.7,88.05971823,58.03578145,6.50684787,19,1949.877585,52.4,1298573,75668,83769,113746,127932,96870,100295,197165,124535,123184,97318,82147,81172,54696,41923,357256,802140,36499,27793,16946,14080,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17,73.66495918,314.593,107.8387458,4.3,29.8,211.7,3,533.257098,34.15998,3.884182625,112.5781561,85.5673868,88.05971823,91.0277475,68.13010551,58.03578145,112.5781561,86.63690034,88.07955582,91.50757927,69.61537767,67.02152221,-0.923204837
03-01-2004,201.1191974,20111.91974,124.0008487,47.11469998,53.80929365,63.35109089,5.637331304,43.63343607,99.70691868,1881.8,3624181.8,233.8,88.40935408,58.35221479,6.50684787,21,3399.569216,54.2,1298573,75668,83769,113746,127932,96870,100295,197165,124535,123184,97318,82147,81172,54696,41923,357256,802140,36499,27793,16946,14080,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21,73.66495918,314.593,107.8387458,4.3,33.1,233.8,2.7,533.257098,45.831332,3.884182625,112.5781561,85.7655952,88.40935408,91.12055727,69.00422292,58.35221479,112.5781561,86.63690034,88.07955582,91.50757927,69.61537767,67.02152221,-0.923204837
04-01-2004,251.2978048,25129.78048,124.0008487,57.31773493,66.0912994,73.01656495,5.637331304,43.63343607,99.70691868,1881.8,3624181.8,242.4,88.87014463,59.65510412,6.50684787,22,3659.58997,54.5,1298573,75668,83769,113746,127932,96870,100295,197165,124535,123184,97318,82147,81172,54696,41923,357256,802140,36499,27793,16946,14080,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21,73.97552963,313.251,95.52071669,4.3,21.4,242.4,2.2,533.257098,47.037047,3.884182625,112.5781561,86.37198168,88.87014463,91.30390992,69.87320969,59.65510412,112.5781561,86.63690034,88.07955582,91.50757927,69.61537767,67.02152221,-0.923204837
05-01-2004,281.7826247,28178.26247,124.0008487,63.24026601,71.47699957,79.93002191,5.637331304,43.63343607,99.70691868,1881.8,3624181.8,242.1,88.48388573,60.55545071,6.50684787,15,4241.087949,53,1298573,75668,83769,113746,127932,96870,100295,197165,124535,123184,97318,82147,81172,54696,41923,357256,802140,36499,27793,16946,14080,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,22,73.97552963,313.251,95.52071669,4.3,20.1,242.1,2,533.257098,44.849335,3.884182625,112.5781561,86.08062577,88.48388573,91.49295202,69.44089836,60.55545071,112.5781561,86.63690034,88.07955582,91.50757927,69.61537767,67.02152221,-0.923204837
06-01-2004,308.623026,30862.3026,124.0008487,69.80908148,77.41339132,87.96886678,5.637331304,43.63343607,99.70691868,1881.8,3624181.8,283.1,88.14493357,61.04187913,6.50684787,19,6032.761383,53,1298573,75668,83769,113746,127932,96870,100295,197165,124535,123184,97318,82147,81172,54696,41923,357256,802140,36499,27793,16946,14080,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19,73.97552963,313.251,95.52071669,4.3,23,283.1,2,533.257098,50.487179,3.884182625,112.5781561,85.72958924,88.14493357,91.40616363,68.89077034,61.04187913,112.5781561,86.63690034,88.07955582,91.50757927,69.61537767,67.02152221,-0.923204837
07-01-2004,332.8832332,33288.32332,124.0008487,74.08334775,81.4960091,90.55049444,5.637331304,43.63343607,99.70691868,1881.8,3624181.8,297.4,87.73854296,61.4631227,6.50684787,21,5061.003298,53.8,1298573,75668,83769,113746,127932,96870,100295,197165,124535,123184,97318,82147,81172,54696,41923,357256,802140,36499,27793,16946,14080,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23,74.18580416,345.89,90.8174692,4.2,20.4,297.4,1.7,533.257098,51.040869,3.884182625,112.5781561,85.74423385,87.73854296,91.40960978,68.99581268,61.4631227,112.5781561,86.63690034,88.07955582,91.50757927,69.61537767,67.02152221,-0.923204837
08-01-2004,320.0572778,32005.72778,124.0008487,73.86794432,80.3360047,90.01765454,5.637331304,43.63343607,99.70691868,1881.8,3624181.8,292.4,88.22120002,63.21082802,6.50684787,21,5075.288241,55.4,1298573,75668,83769,113746,127932,96870,100295,197165,124535,123184,97318,82147,81172,54696,41923,357256,802140,36499,27793,16946,14080,0,0,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,22,74.18580416,345.89,90.8174692,4.2,21.4,292.4,2.5,533.257098,51.475456,3.884182625,112.5781561,86.14692254,88.22120002,91.50163766,69.91436984,63.21082802,112.5781561,86.63690034,88.07955582,91.50757927,69.61537767,67.02152221,-0.923204837
09-01-2004,264.1469362,26414.69362,124.0008487,66.84462641,73.73700472,85.29608527,5.637331304,43.63343607,99.70691868,1881.8,3624181.8,279.6,88.63447024,65.10132119,6.50684787,19,6174.626277,54.3,1298573,75668,83769,113746,127932,96870,100295,197165,124535,123184,97318,82147,81172,54696,41923,357256,802140,36499,27793,16946,14080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21,74.18580416,345.89,90.8174692,4.2,29.2,279.6,4,533.257098,55.642647,3.884182625,112.5781561,86.89488085,88.63447024,91.59800535,70.54615817,65.10132119,112.5781561,86.63690034,88.07955582,91.50757927,69.61537767,67.02152221,-0.923204837
10-01-2004,198.3733408,19837.33408,124.0008487,54.808712,62.98214852,79.02146482,5.637331304,43.63343607,99.70691868,1881.8,3624181.8,215.3,88.1710146,66.93329091,6.50684787,15,5443.444814,53.5,1298573,75668,83769,113746,127932,96870,100295,197165,124535,123184,97318,82147,81172,54696,41923,357256,802140,36499,27793,16946,14080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19,74.39026565,359.514,98.20828667,4.2,27.7,215.3,4,533.257098,52.478943,3.884182625,112.5781561,86.65298065,88.1710146,91.60367554,69.71473101,66.93329091,112.5781561,86.63690034,88.07955582,91.50757927,69.61537767,67.02152221,-0.923204837
11-01-2004,183.0178854,18301.78854,124.0008487,46.78444858,54.84226856,71.18684462,5.637331304,43.63343607,99.70691868,1881.8,3624181.8,164.4,87.94663217,67.46815283,6.50684787,21,5684.542948,54.6,1298573,75668,83769,113746,127932,96870,100295,197165,124535,123184,97318,82147,81172,54696,41923,357256,802140,36499,27793,16946,14080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21,74.39026565,359.514,98.20828667,4.2,31,164.4,4.5,533.257098,60.891509,3.884182625,112.5781561,86.5760301,87.94663217,91.69094567,69.16909495,67.46815283,112.5781561,86.63690034,88.07955582,91.50757927,69.61537767,67.02152221,-0.923204837
12-01-2004,140.4676732,14046.76732,124.0008487,38.09370512,44.95528711,60.5549871,5.637331304,43.63343607,99.70691868,1881.8,3624181.8,190.4,88.07955582,67.02152221,6.50684787,22,9537.41128,53.3,1298573,75668,83769,113746,127932,96870,100295,197165,124535,123184,97318,82147,81172,54696,41923,357256,802140,36499,27793,16946,14080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,22,74.39026565,359.514,98.20828667,4.2,36.6,190.4,5.2,533.257098,63.76214,3.884182625,112.5781561,86.63690034,88.07955582,91.50757927,69.61537767,67.02152221,112.5781561,86.63690034,88.07955582,91.50757927,69.61537767,67.02152221,-0.923204837
01-01-2005,147.14,14714,142.588746,33.03221014,39.27492988,53.65611694,5.692971332,43.40808021,114.7939732,2014.8,3626554.5,217.1,89.33653067,68.04981204,6.467588543,20,1407.26,49.7,1305601,75722,79427,107135,130575,100782,96636,197418,120975,125994,102261,82517,83919,58689,43150,370536,814923,37004,28771,17763,14282,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22,75.75137239,340.064,109.406495,4.2,33.8,217.1,3.7,554.367818,50.755189,1.821647757,116.9416909,87.45769626,89.33653067,91.75504486,71.36258761,68.04981204,116.9416909,88.02309074,88.87227182,91.78210201,71.42537749,76.47155684,-0.693588519
02-01-2005,139.98,13998,142.588746,35.8558281,41.49422984,55.56635152,5.692971332,43.40808021,114.7939732,2014.8,3626554.5,190.7,90.17315147,67.90186429,6.467588543,14,2814.52,50.6,1305601,75722,79427,107135,130575,100782,96636,197418,120975,125994,102261,82517,83919,58689,43150,370536,814923,37004,28771,17763,14282,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,17,75.75137239,340.064,109.406495,4.2,24.6,190.7,3.2,554.367818,44.267726,1.821647757,116.9416909,88.90451489,90.17315147,91.75596948,74.26181501,67.90186429,116.9416909,88.02309074,88.87227182,91.78210201,71.42537749,76.47155684,-0.693588519
03-01-2005,210.88,21088,142.588746,43.24848067,51.77267983,64.26267993,5.692971332,43.40808021,114.7939732,2014.8,3626554.5,255.3,89.64708504,68.44714795,6.467588543,21,4814.9,52.2,1305601,75722,79427,107135,130575,100782,96636,197418,120975,125994,102261,82517,83919,58689,43150,370536,814923,37004,28771,17763,14282,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21,75.75137239,340.064,109.406495,4.2,26.4,255.3,3.2,554.367818,60.869127,1.821647757,116.9416909,88.08126627,89.64708504,91.75840117,73.00646785,68.44714795,116.9416909,88.02309074,88.87227182,91.78210201,71.42537749,76.47155684,-0.693588519
04-01-2005,262.9597912,26295.97912,142.588746,56.05888349,65.63800435,78.14673877,5.692971332,43.40808021,114.7939732,2014.8,3626554.5,264.9,89.4033655,69.49819629,6.467588543,19,4987.99,52.3,1305601,75722,79427,107135,130575,100782,96636,197418,120975,125994,102261,82517,83919,58689,43150,370536,814923,37004,28771,17763,14282,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21,75.25778347,345.098,96.41657335,4.2,23.9,264.9,3.2,554.367818,62.119534,1.821647757,116.9416909,87.92667735,89.4033655,91.85173338,72.17902561,69.49819629,116.9416909,88.02309074,88.87227182,91.78210201,71.42537749,76.47155684,-0.693588519
05-01-2005,310.9791902,31097.91902,142.588746,64.50453286,72.09087775,82.79255498,5.692971332,43.40808021,114.7939732,2014.8,3626554.5,278.7,89.01478905,70.00210102,6.467588543,16,5694.65,50.9,1305601,75722,79427,107135,130575,100782,96636,197418,120975,125994,102261,82517,83919,58689,43150,370536,814923,37004,28771,17763,14282,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21,75.25778347,345.098,96.41657335,4.2,24.6,278.7,2.3,554.367818,58.385335,1.821647757,116.9416909,87.63007703,89.01478905,91.85892383,71.52412531,70.00210102,116.9416909,88.02309074,88.87227182,91.78210201,71.42537749,76.47155684,-0.693588519
06-01-2005,357.6431094,35764.31094,142.588746,71.26192909,79.80078852,88.90506469,5.692971332,43.40808021,114.7939732,2014.8,3626554.5,336.3,88.58565824,70.01503536,6.467588543,20,8247.68,50.8,1305601,75722,79427,107135,130575,100782,96636,197418,120975,125994,102261,82517,83919,58689,43150,370536,814923,37004,28771,17763,14282,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20,75.25778347,345.098,96.41657335,4.2,24.4,336.3,2.6,554.367818,65.942824,1.821647757,116.9416909,87.10126267,88.58565824,91.86319445,70.47525806,70.01503536,116.9416909,88.02309074,88.87227182,91.78210201,71.42537749,76.47155684,-0.693588519
07-01-2005,391.0771813,39107.71813,142.588746,75.23797633,82.3590241,91.55619653,5.692971332,43.40808021,114.7939732,2014.8,3626554.5,338.2,88.4404513,71.85039044,6.467588543,19,6670.16,51.5,1305601,75722,79427,107135,130575,100782,96636,197418,120975,125994,102261,82517,83919,58689,43150,370536,814923,37004,28771,17763,14282,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23,75.1737804,348.725,90.8174692,4.2,22,338.2,2.2,554.367818,65.598109,1.821647757,116.9416909,87.28763006,88.4404513,91.77524822,70.78970381,71.85039044,116.9416909,88.02309074,88.87227182,91.78210201,71.42537749,76.47155684,-0.693588519
08-01-2005,353.37,35337,142.588746,72.69967354,78.84427287,88.7712725,5.692971332,43.40808021,114.7939732,2014.8,3626554.5,329.7,88.48586362,73.7670363,6.467588543,20,6513.74,52.3,1305601,75722,79427,107135,130575,100782,96636,197418,120975,125994,102261,82517,83919,58689,43150,370536,814923,37004,28771,17763,14282,0,0,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,21,75.1737804,348.725,90.8174692,4.2,24.8,329.7,3.2,554.367818,68.313043,1.821647757,116.9416909,87.26683254,88.48586362,91.77614257,70.75334228,73.7670363,116.9416909,88.02309074,88.87227182,91.78210201,71.42537749,76.47155684,-0.693588519
09-01-2005,311.8465822,31184.65822,142.588746,69.47866097,76.14035588,86.45142798,5.692971332,43.40808021,114.7939732,2014.8,3626554.5,338.4,88.63447024,74.47591144,6.467588543,21,7590.59,51.9,1305601,75722,79427,107135,130575,100782,96636,197418,120975,125994,102261,82517,83919,58689,43150,370536,814923,37004,28771,17763,14282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,22,75.1737804,348.725,90.8174692,4.2,33.5,338.4,3.7,554.367818,70.167691,1.821647757,116.9416909,87.67693478,88.63447024,91.96439737,70.89888896,74.47591144,116.9416909,88.02309074,88.87227182,91.78210201,71.42537749,76.47155684,-0.693588519
10-01-2005,217.7916569,21779.16569,142.588746,57.4877907,64.61667817,78.55726354,5.692971332,43.40808021,114.7939732,2014.8,3626554.5,269.7,88.52369866,75.56768544,6.467588543,15,7050.63,51,1305601,75722,79427,107135,130575,100782,96636,197418,120975,125994,102261,82517,83919,58689,43150,370536,814923,37004,28771,17763,14282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19,75.40697638,373.498,99.10414334,4.2,32.4,269.7,3.5,554.367818,68.075441,1.821647757,116.9416909,87.69281642,88.52369866,91.97009024,70.76045198,75.56768544,116.9416909,88.02309074,88.87227182,91.78210201,71.42537749,76.47155684,-0.693588519
11-01-2005,180.018923,18001.8923,142.588746,48.75233688,56.54224436,72.4186392,5.692971332,43.40808021,114.7939732,2014.8,3626554.5,227.8,88.47431197,76.373949,6.467588543,21,7467.73,51.6,1305601,75722,79427,107135,130575,100782,96636,197418,120975,125994,102261,82517,83919,58689,43150,370536,814923,37004,28771,17763,14282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,75.40697638,373.498,99.10414334,4.2,36.3,227.8,3.9,554.367818,72.145807,1.821647757,116.9416909,87.70151849,88.47431197,91.96601851,70.41413866,76.373949,116.9416909,88.02309074,88.87227182,91.78210201,71.42537749,76.47155684,-0.693588519
12-01-2005,151.1919916,15119.19916,142.588746,33.94611762,41.31599023,57.96905472,5.692971332,43.40808021,114.7939732,2014.8,3626554.5,263.1,88.87227182,76.47155684,6.467588543,21,11836.63,51.2,1305601,75722,79427,107135,130575,100782,96636,197418,120975,125994,102261,82517,83919,58689,43150,370536,814923,37004,28771,17763,14282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,23,75.40697638,373.498,99.10414334,4.2,43.5,263.1,7.5,554.367818,75.359312,1.821647757,116.9416909,88.02309074,88.87227182,91.78210201,71.42537749,76.47155684,116.9416909,88.02309074,88.87227182,91.78210201,71.42537749,76.47155684,-0.693588519
01-01-2006,162.7,16270,166.0208082,36.13992482,42.19906985,57.13950803,5.754767597,43.69806184,131.056101,2167,3615502.8,274.7,90.22989598,78.12118422,6.359720962,18,1764.7,49.9,1312601,78142,75931,100592,129925,106198,94276,200474,116252,127254,107264,84122,84706,63189,44567,383848,827828,37104,29320,18566,15192,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,21,76.65827714,367.21,112.4300112,4.2,41.5,274.7,4.5,575.118254,64.988815,1.463189043,121.5047045,89.11939249,90.22989598,91.93855495,74.2884537,78.12118422,121.5047045,90.48773729,91.00520635,93.25061564,75.8537509,83.35399695,-0.464887008
02-01-2006,182.63,18263,166.0208082,39.21852616,45.74754673,59.34611122,5.754767597,43.69806184,131.056101,2167,3615502.8,271.5,90.53384407,77.88343834,6.359720962,17,3529.4,51.1,1312601,78142,75931,100592,129925,106198,94276,200474,116252,127254,107264,84122,84706,63189,44567,383848,827828,37104,29320,18566,15192,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,17,76.65827714,367.21,112.4300112,4.2,30.5,271.5,3.6,575.118254,54.157041,1.463189043,121.5047045,89.70465552,90.53384407,92.03123739,75.45000405,77.88343834,121.5047045,90.48773729,91.00520635,93.25061564,75.8537509,83.35399695,-0.464887008
03-01-2006,240.2497308,24024.97308,166.0208082,45.40122096,54.23412805,67.23784836,5.754767597,43.69806184,131.056101,2167,3615502.8,323.6,89.82637921,77.48217148,6.359720962,20,6314.3,52,1312601,78142,75931,100592,129925,106198,94276,200474,116252,127254,107264,84122,84706,63189,44567,383848,827828,37104,29320,18566,15192,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,23,76.65827714,367.21,112.4300112,4.2,31.9,323.6,3.9,575.118254,78.158541,1.463189043,121.5047045,88.7859164,89.82637921,92.12543478,73.809539,77.48217148,121.5047045,90.48773729,91.00520635,93.25061564,75.8537509,83.35399695,-0.464887008
04-01-2006,287.46,28746,166.0208082,55.86735089,64.52006447,76.88290367,5.754767597,43.69806184,131.056101,2167,3615502.8,326.2,89.93978569,78.46346362,6.359720962,18,6397.26,51.3,1312601,78142,75931,100592,129925,106198,94276,200474,116252,127254,107264,84122,84706,63189,44567,383848,827828,37104,29320,18566,15192,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21,76.28602025,353.495,96.30459127,4.2,28.5,326.2,3.3,575.118254,76.929276,1.463189043,121.5047045,88.98179748,89.93978569,92.31099205,73.69478515,78.46346362,121.5047045,90.48773729,91.00520635,93.25061564,75.8537509,83.35399695,-0.464887008
05-01-2006,348.82,34882,166.0208082,62.9464541,71.38133471,81.74562848,5.754767597,43.69806184,131.056101,2167,3615502.8,337.8,89.90493694,79.38238256,6.359720962,16,7437.81,51,1312601,78142,75931,100592,129925,106198,94276,200474,116252,127254,107264,84122,84706,63189,44567,383848,827828,37104,29320,18566,15192,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20,76.28602025,353.495,96.30459127,4.2,29.5,337.8,3.6,575.118254,73.086044,1.463189043,121.5047045,88.85689811,89.90493694,92.31821844,73.1691802,79.38238256,121.5047045,90.48773729,91.00520635,93.25061564,75.8537509,83.35399695,-0.464887008
06-01-2006,386.92,38692,166.0208082,70.7499121,78.90003417,88.65054836,5.754767597,43.69806184,131.056101,2167,3615502.8,417.4,89.73727179,81.5675162,6.359720962,20,10924.88,51.5,1312601,78142,75931,100592,129925,106198,94276,200474,116252,127254,107264,84122,84706,63189,44567,383848,827828,37104,29320,18566,15192,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,21,76.28602025,353.495,96.30459127,4.2,31.2,417.4,3.5,575.118254,81.273481,1.463189043,121.5047045,88.40778161,89.73727179,92.41437361,72.23713951,81.5675162,121.5047045,90.48773729,91.00520635,93.25061564,75.8537509,83.35399695,-0.464887008
07-01-2006,419.99,41999,166.0208082,76.28343399,83.1244188,90.81484794,5.754767597,43.69806184,131.056101,2167,3615502.8,401.4,89.05953446,81.69389393,6.359720962,19,8402.66,51.9,1312601,78142,75931,100592,129925,106198,94276,200474,116252,127254,107264,84122,84706,63189,44567,383848,827828,37104,29320,18566,15192,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23,76.12606869,392.666,93.84098544,4.1,26.7,401.4,2.9,575.118254,80.309291,1.463189043,121.5047045,88.16050636,89.05953446,92.41767496,71.35602144,81.69389393,121.5047045,90.48773729,91.00520635,93.25061564,75.8537509,83.35399695,-0.464887008
08-01-2006,416.99,41699,166.0208082,75.70959707,82.4510226,90.82986467,5.754767597,43.69806184,131.056101,2167,3615502.8,409.7,89.28223639,82.39777954,6.359720962,21,7822.65,51.6,1312601,78142,75931,100592,129925,106198,94276,200474,116252,127254,107264,84122,84706,63189,44567,383848,827828,37104,29320,18566,15192,0,0,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,21,76.12606869,392.666,93.84098544,4.1,27.4,409.7,2.9,575.118254,90.731084,1.463189043,121.5047045,88.40130136,89.28223639,92.51035171,71.81464242,82.39777954,121.5047045,90.48773729,91.00520635,93.25061564,75.8537509,83.35399695,-0.464887008
09-01-2006,326.39,32639,166.0208082,65.75613972,72.336831,84.72304761,5.754767597,43.69806184,131.056101,2167,3615502.8,427.4,89.69808388,83.11511717,6.359720962,21,9286.46,53.2,1312601,78142,75931,100592,129925,106198,94276,200474,116252,127254,107264,84122,84706,63189,44567,383848,827828,37104,29320,18566,15192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,22,76.12606869,392.666,93.84098544,4.1,35,427.4,3.8,575.118254,91.586722,1.463189043,121.5047045,88.9920888,89.69808388,92.70011255,72.67136118,83.11511717,121.5047045,90.48773729,91.00520635,93.25061564,75.8537509,83.35399695,-0.464887008
10-01-2006,270.7408847,27074.08847,166.0208082,61.67921041,68.7944589,82.14635195,5.754767597,43.69806184,131.056101,2167,3615502.8,320.8,89.49745935,82.89775092,6.359720962,15,8190.4,52.1,1312601,78142,75931,100592,129925,106198,94276,200474,116252,127254,107264,84122,84706,63189,44567,383848,827828,37104,29320,18566,15192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18,76.94109089,412.994,100,4.1,37.1,320.8,4.2,575.118254,88.065043,1.463189043,121.5047045,88.92051585,89.49745935,92.88979114,72.38794237,82.89775092,121.5047045,90.48773729,91.00520635,93.25061564,75.8537509,83.35399695,-0.464887008
11-01-2006,220.88,22088,166.0208082,49.324189,56.71155802,71.69494689,5.754767597,43.69806184,131.056101,2167,3615502.8,280.7,89.80142665,82.71298677,6.359720962,21,9241.58,51.3,1312601,78142,75931,100592,129925,106198,94276,200474,116252,127254,107264,84122,84706,63189,44567,383848,827828,37104,29320,18566,15192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21,76.94109089,412.994,100,4.1,40.1,280.7,4.9,575.118254,95.757132,1.463189043,121.5047045,89.36784734,89.80142665,92.97764471,73.01946179,82.71298677,121.5047045,90.48773729,91.00520635,93.25061564,75.8537509,83.35399695,-0.464887008
12-01-2006,177.5431853,17754.31853,166.0208082,37.27305674,44.47213852,60.8122541,5.754767597,43.69806184,131.056101,2167,3615502.8,311.5,91.00520635,83.35399695,6.359720962,19,14160.26,51.7,1312601,78142,75931,100592,129925,106198,94276,200474,116252,127254,107264,84122,84706,63189,44567,383848,827828,37104,29320,18566,15192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,23,76.94109089,412.994,100,4.1,51.8,311.5,7.7,575.118254,94.030369,1.463189043,121.5047045,90.48773729,91.00520635,93.25061564,75.8537509,83.35399695,121.5047045,90.48773729,91.00520635,93.25061564,75.8537509,83.35399695,-0.464887008
01-01-2007,192.245585,19224.5585,203.3708556,34.10297289,41.7045303,56.89077666,6.163709817,44.67927759,143.6670141,2452.9,3719691.7,360.2,91.85403411,83.04281883,6.395917423,20,2178.336667,51.7,1319625,78878,74104,94358,126178,113580,93340,206920,110613,127305,112661,87201,83726,68700,46439,398727,843565,37231,29887,19427,15997,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,78.75320345,408.017,112.8779395,4.1,39.6,360.2,4.9,595.670841,86.619731,4.750296622,131.0208886,91.08001912,91.85403411,93.50151039,77.92858793,83.04281883,131.0208886,96.36944021,96.1014979,95.02237734,88.6730348,90.85585668,-0.235401377
